Date(UTC),UnixTimeStamp,Gas Used nAvax,Month,Year,Transactions,Gas Used Avax,Price AVAX,Gas used in USD
5/3/22,1651536000,1.56E+11,May,2022,823544,156.0625188,59.62,9304.447371
5/4/22,1651622400,1.57E+11,May,2022,833842,156.6086255,67.23,10528.79789
5/5/22,1651708800,1.56E+11,May,2022,840249,156.3466073,59.01,9226.013297
5/6/22,1651795200,1.55E+11,May,2022,934030,155.1274022,56.98,8839.159377
5/7/22,1651881600,1.54E+11,May,2022,851125,153.6900869,55.03,8457.565482
5/8/22,1651968000,1.53E+11,May,2022,812481,152.9123709,51.58,7887.220091
5/9/22,1652054400,1.54E+11,May,2022,836015,154.1493248,41.24,6357.118155
5/10/22,1652140800,1.54E+11,May,2022,825927,153.7683009,44.5,6842.68939
5/11/22,1652227200,1.53E+11,May,2022,876103,152.7040845,31.07,4744.515905
5/12/22,1652313600,1.51E+11,May,2022,886518,150.8643861,30.19,4554.595816
5/13/22,1652400000,1.47E+11,May,2022,745314,146.8760329,32.23,4733.81454
5/14/22,1652486400,1.03E+11,May,2022,517527,102.917732,33.88,3486.85276
5/15/22,1652572800,83815134840,May,2022,446496,83.81513484,36.53,3061.766876
5/16/22,1652659200,78391307166,May,2022,417578,78.39130717,32.49,2546.93357
5/17/22,1652745600,69475741259,May,2022,365998,69.47574126,34.34,2385.796955
5/18/22,1652832000,75762798105,May,2022,358474,75.76279811,29.51,2235.760172
5/19/22,1652918400,71819856171,May,2022,326796,71.81985617,30.36,2180.450833
5/20/22,1653004800,68920220184,May,2022,370116,68.92022018,28.75,1981.45633
5/21/22,1653091200,49374745023,May,2022,257544,49.37474502,29.83,1472.848644
5/22/22,1653177600,41230700091,May,2022,225201,41.23070009,31.68,1306.188579
5/23/22,1653264000,48311685523,May,2022,267418,48.31168552,29.02,1402.005114
5/24/22,1653350400,41981762683,May,2022,229331,41.98176268,29.03,1218.730571
5/25/22,1653436800,42884808934,May,2022,234868,42.88480893,27.2,1166.466803
5/26/22,1653523200,50708909518,May,2022,287823,50.70890952,23.43,1188.10975
5/27/22,1653609600,55257647186,May,2022,302101,55.25764719,22.54,1245.507368
5/28/22,1653696000,38259842364,May,2022,214822,38.25984236,24.73,946.1659016
5/29/22,1653782400,36199493364,May,2022,201939,36.19949336,26.12,945.5307666
5/30/22,1653868800,47262130453,May,2022,250089,47.26213045,27.68,1308.215771
5/31/22,1653955200,45202129216,May,2022,244567,45.20212922,26.4,1193.336211
6/1/22,1654041600,45637266925,June,2022,238856,45.63726693,23.65,1079.321363
6/2/22,1654128000,45169823310,June,2022,224045,45.16982331,24.62,1112.08105
6/3/22,1654214400,42762598437,June,2022,216763,42.76259844,22.98,982.6845122
6/4/22,1654300800,33286686760,June,2022,183355,33.28668676,24.55,817.18816
6/5/22,1654387200,33204578225,June,2022,181698,33.20457823,24.15,801.8905643
6/6/22,1654473600,42399849874,June,2022,229367,42.39984987,25.98,1101.5481
6/7/22,1654560000,41263381671,June,2022,227764,41.26338167,24.57,1013.841288
6/8/22,1654646400,37127681616,June,2022,200189,37.12768162,24.48,908.8856461
6/9/22,1654732800,33749940476,June,2022,184660,33.74994048,24.4,823.4985477
6/10/22,1654819200,36656497749,June,2022,202661,36.65649775,22.05,808.2757754
6/11/22,1654905600,40279172737,June,2022,218193,40.27917274,19.87,800.3471623
6/12/22,1654992000,49283482677,June,2022,271274,49.28348268,17.27,851.1257459
6/13/22,1655078400,86460158277,June,2022,484169,86.46015828,16.09,1391.143947
6/14/22,1655164800,57949616379,June,2022,311429,57.94961638,16.53,957.9071588
6/15/22,1655251200,61917408594,June,2022,333309,61.91740859,18.31,1133.707751
6/16/22,1655337600,62727765855,June,2022,267252,62.72776586,15.77,989.2168676
6/17/22,1655424000,49317440653,June,2022,222681,49.31744065,15.97,787.5995272
6/18/22,1655510400,60615164596,June,2022,308687,60.6151646,14.8,897.1044361
6/19/22,1655596800,54965833710,June,2022,247777,54.96583371,16.16,888.2478728
6/20/22,1655683200,53688336260,June,2022,259507,53.68833626,17.07,916.4599
6/21/22,1655769600,44228703302,June,2022,232040,44.2287033,16.89,747.0227987
6/22/22,1655856000,41974144753,June,2022,219456,41.97414475,16.05,673.6850232
6/23/22,1655942400,46101662008,June,2022,254167,46.10166201,18.28,842.7383815
6/24/22,1656028800,51049321480,June,2022,286259,51.04932148,20.46,1044.469117
6/25/22,1656115200,42310528215,June,2022,230923,42.31052822,21.34,902.9066722
6/26/22,1656201600,40132765902,June,2022,218940,40.1327659,19.72,791.4181435
6/27/22,1656288000,42129780036,June,2022,225716,42.12978004,19.31,813.5260526
6/28/22,1656374400,41419213692,June,2022,223644,41.41921369,18.09,749.2735757
6/29/22,1656460800,49059868653,June,2022,247915,49.05986865,17.76,871.3032672
6/30/22,1656547200,50294926007,June,2022,267235,50.29492601,16.97,853.5048944
7/1/22,1656633600,45918222316,July,2022,239996,45.91822232,16.09,738.8241971
7/2/22,1656720000,40827621848,July,2022,227096,40.82762185,16.3,665.4902362
7/3/22,1656806400,40865462189,July,2022,221888,40.86546219,16.64,680.0012908
7/4/22,1656892800,45282221284,July,2022,217188,45.28222128,17.9,810.5517609
7/5/22,1656979200,38535370716,July,2022,204941,38.53537072,18.04,695.1780878
7/6/22,1657065600,41485722206,July,2022,216205,41.48572221,19.15,794.4515803
7/7/22,1657152000,43828478044,July,2022,219649,43.82847804,20.18,884.4586868
7/8/22,1657238400,39655383318,July,2022,215336,39.65538332,19.72,782.0041591
7/9/22,1657324800,30078000278,July,2022,159807,30.07800028,19.89,598.2514256
7/10/22,1657411200,30661403154,July,2022,162297,30.66140315,19.16,587.4724844
7/11/22,1657497600,35682337089,July,2022,194937,35.68233709,17.32,618.0180784
7/12/22,1657584000,34019130310,July,2022,197788,34.01913031,16.73,569.1400501
7/13/22,1657670400,37943186745,July,2022,206145,37.94318675,18.81,713.7113428
7/14/22,1657756800,37102481578,July,2022,208988,37.10248158,19.75,732.7740112
7/15/22,1657843200,38406950824,July,2022,202465,38.40695082,19.35,743.1744984
7/16/22,1657929600,31990737292,July,2022,174635,31.99073729,21.24,679.48326
7/17/22,1658016000,33364001783,July,2022,180574,33.36400178,20.61,687.6320767
7/18/22,1658102400,45597489715,July,2022,250414,45.59748972,23.97,1092.971829
7/19/22,1658188800,43934060795,July,2022,255894,43.9340608,24.73,1086.489324
7/20/22,1658275200,42993459791,July,2022,246155,42.99345979,23.58,1013.785782
7/21/22,1658361600,38265245901,July,2022,212265,38.2652459,25.01,957.0138
7/22/22,1658448000,34456088709,July,2022,196011,34.45608871,23.64,814.5419371
7/23/22,1658534400,30166812318,July,2022,177769,30.16681232,23.62,712.540107
7/24/22,1658620800,35656900100,July,2022,209831,35.6569001,23.82,849.3473604
7/25/22,1658707200,39967028626,July,2022,224714,39.96702863,20.89,834.9112281
7/26/22,1658793600,36789670424,July,2022,206964,36.78967042,20.71,761.9140744
7/27/22,1658880000,39971038518,July,2022,218829,39.97103852,23.4,935.3223014
7/28/22,1658966400,40307464839,July,2022,227312,40.30746484,24.23,976.6498731
7/29/22,1659052800,39671084840,July,2022,232382,39.67108484,24.5,971.9415786
7/30/22,1659139200,36681985133,July,2022,205747,36.68198513,24.25,889.5381394
7/31/22,1659225600,33486284953,July,2022,185746,33.48628495,23.74,794.9644047
8/1/22,1659312000,38022751357,August,2022,207371,38.02275136,23.59,896.9567046
8/2/22,1659398400,42151408816,August,2022,209318,42.15140882,22.85,963.1596915
8/3/22,1659484800,38948571903,August,2022,214471,38.9485719,23.04,897.3750966
8/4/22,1659571200,37793794818,August,2022,214307,37.79379482,23.36,882.863047
8/5/22,1659657600,35894438251,August,2022,189377,35.89443825,24.97,896.2841231
8/6/22,1659744000,32107255553,August,2022,181718,32.10725555,26.65,855.6583604
8/7/22,1659830400,34760783608,August,2022,201009,34.76078361,27.9,969.8258627
8/8/22,1659916800,41019647799,August,2022,217570,41.0196478,27.94,1146.08896
8/9/22,1660003200,36547618537,August,2022,188733,36.54761854,27.42,1002.1357
8/10/22,1660089600,42310394338,August,2022,212361,42.31039434,29.17,1234.194203
8/11/22,1660176000,40783001752,August,2022,205383,40.78300175,28.55,1164.3547
8/12/22,1660262400,34077566110,August,2022,175448,34.07756611,29.34,999.8357897
8/13/22,1660348800,33064122709,August,2022,166952,33.06412271,29.17,964.4804595
8/14/22,1660435200,31385892833,August,2022,157423,31.38589283,28.18,884.4544599
8/15/22,1660521600,38115568521,August,2022,190662,38.11556852,27.89,1063.043206
8/16/22,1660608000,37513390777,August,2022,179970,37.51339078,27.12,1017.363158
8/17/22,1660694400,37675353275,August,2022,179196,37.67535328,25.56,962.9820298
8/18/22,1660780800,35852806303,August,2022,181725,35.8528063,24.19,867.2793844
8/19/22,1660867200,45508779754,August,2022,234034,45.50877975,22.44,1021.217018
8/20/22,1660953600,34563181569,August,2022,178429,34.56318157,22.3,770.758949
8/21/22,1661040000,33095141997,August,2022,165278,33.095142,22.97,760.1954117
8/22/22,1661126400,34896127407,August,2022,175492,34.89612741,22.56,787.2566344
8/23/22,1661212800,36172741608,August,2022,178281,36.17274161,23.5,850.0594278
8/24/22,1661299200,34183127874,August,2022,159497,34.18312787,23.01,786.5537723
8/25/22,1661385600,33211203440,August,2022,155217,33.21120344,22.99,763.5255671
8/26/22,1661472000,40040302555,August,2022,188626,40.04030256,20.67,827.6330539
8/27/22,1661558400,34115326380,August,2022,164708,34.11532638,20.03,683.3299874
8/28/22,1661644800,33224844302,August,2022,158582,33.2248443,18.52,615.3241164
8/29/22,1661731200,40302219608,August,2022,199039,40.30221961,19.33,779.0419051
8/30/22,1661817600,40667333234,August,2022,197860,40.66733323,19.38,788.132918
8/31/22,1661904000,41344932245,August,2022,189437,41.34493225,19.14,791.3420033
9/1/22,1661990400,38272912961,September,2022,181487,38.27291296,19.31,739.0499493
9/2/22,1662076800,37248845299,September,2022,165401,37.2488453,18.87,702.8857108
9/3/22,1662163200,27381028559,September,2022,126342,27.38102856,18.9,517.5014398
9/4/22,1662249600,29394506594,September,2022,130479,29.39450659,19.01,558.7895703
9/5/22,1662336000,33075796563,September,2022,150590,33.07579656,19.44,642.9934851
9/6/22,1662422400,40632048492,September,2022,169129,40.63204849,18.21,739.909603
9/7/22,1662508800,35776127720,September,2022,149979,35.77612772,19.01,680.104188
9/8/22,1662595200,34194236064,September,2022,151315,34.19423606,19.14,654.4776782
9/9/22,1662681600,40250266399,September,2022,177325,40.2502664,20.4,821.1054346
9/10/22,1662768000,35048113603,September,2022,152419,35.0481136,20.46,717.0844043
9/11/22,1662854400,31909826508,September,2022,144176,31.90982651,20.69,660.2143105
9/12/22,1662940800,42207536299,September,2022,189561,42.2075363,21.39,902.8192015
9/13/22,1663027200,44960108017,September,2022,195824,44.96010802,18.87,848.3972383
9/14/22,1663113600,37899775423,September,2022,160683,37.89977542,19.12,724.643706
9/15/22,1663200000,42434549433,September,2022,174488,42.43454943,18.2,772.3087996
9/16/22,1663286400,34937697398,September,2022,151750,34.9376974,18.06,630.974815
9/17/22,1663372800,31252127674,September,2022,142696,31.25212767,18.48,577.5393193
9/18/22,1663459200,36978301103,September,2022,164067,36.9783011,16.72,618.2771944
9/19/22,1663545600,39623466998,September,2022,179510,39.623467,17.28,684.6935098
9/20/22,1663632000,31945890219,September,2022,143553,31.94589022,16.65,531.8990722
,,,,,,,16.54,0
