Date(UTC),UnixTimeStamp,Gas Used nAvax,Month,Year,Transactions,Gas Used Avax,,,,,,,,,
9/16/21,1631750400,30619740031,September,2021,195978,30.61974003,,,,,,,,,
9/17/21,1631836800,24748456258,September,2021,160848,24.74845626,,,,,,,,,
9/18/21,1631923200,25767467310,September,2021,168389,25.76746731,,,,,,,,,
9/19/21,1632009600,25152009985,September,2021,173133,25.15200999,,,,,,,,,
9/20/21,1632096000,40851887729,September,2021,178091,40.85188773,,,,,,,,,
9/21/21,1632182400,24032421547,September,2021,154805,24.03242155,,,,,,,,,
9/22/21,1632268800,24725922636,September,2021,155478,24.72592264,,,,,,,,,
9/23/21,1632355200,34739684718,September,2021,212184,34.73968472,,,,,,,,,
9/24/21,1632441600,30798259138,September,2021,203846,30.79825914,,,,,,,,,
9/25/21,1632528000,26250205300,September,2021,157700,26.2502053,,,,,,,,,
9/26/21,1632614400,24273743606,September,2021,146319,24.27374361,,,,,,,,,
9/27/21,1632700800,31887418305,September,2021,208186,31.88741831,,,,,,,,,
9/28/21,1632787200,27583871847,September,2021,172081,27.58387185,,,,,,,,,
9/29/21,1632873600,28132922915,September,2021,172188,28.13292292,,,,,,,,,
9/30/21,1632960000,28018498801,September,2021,170813,28.0184988,,,,,,,,,
10/1/21,1633046400,29953490170,October,2021,194298,29.95349017,,,,,,,,,
10/2/21,1633132800,30968136451,October,2021,161068,30.96813645,,,,,,,,,
10/3/21,1633219200,25735644579,October,2021,153561,25.73564458,,,,,,,,,
10/4/21,1633305600,44526346202,October,2021,251518,44.5263462,,,,,,,,,
10/5/21,1633392000,61043946703,October,2021,285422,61.0439467,,,,,,,,,
10/6/21,1633478400,42701810544,October,2021,229308,42.70181054,,,,,,,,,
10/7/21,1633564800,35630415317,October,2021,192434,35.63041532,,,,,,,,,
10/8/21,1633651200,38590203233,October,2021,219455,38.59020323,,,,,,,,,
10/9/21,1633737600,30125686076,October,2021,180294,30.12568608,,,,,,,,,
10/10/21,1633824000,36448332327,October,2021,230529,36.44833233,,,,,,,,,
10/11/21,1633910400,40522010346,October,2021,250070,40.52201035,,,,,,,,,
10/12/21,1633996800,41312430921,October,2021,244210,41.31243092,,,,,,,,,
10/13/21,1634083200,35730468937,October,2021,201622,35.73046894,,,,,,,,,
10/14/21,1634169600,31224475823,October,2021,176739,31.22447582,,,,,,,,,
10/15/21,1634256000,36741961666,October,2021,224402,36.74196167,,,,,,,,,
10/16/21,1634342400,30646637070,October,2021,182453,30.64663707,,,,,,,,,
10/17/21,1634428800,28061124712,October,2021,161121,28.06112471,,,,,,,,,
10/18/21,1634515200,34826062108,October,2021,196489,34.82606211,,,,,,,,,
10/19/21,1634601600,31266701414,October,2021,188584,31.26670141,,,,,,,,,
10/20/21,1634688000,41191234436,October,2021,283279,41.19123444,,,,,,,,,
10/21/21,1634774400,47418014723,October,2021,286179,47.41801472,,,,,,,,,
10/22/21,1634860800,63804840375,October,2021,420001,63.80484038,,,,,,,,,
10/23/21,1634947200,51061271590,October,2021,329813,51.06127159,,,,,,,,,
10/24/21,1635033600,44895954380,October,2021,331435,44.89595438,,,,,,,,,
10/25/21,1635120000,52444754324,October,2021,360481,52.44475432,,,,,,,,,
10/26/21,1635206400,70816756042,October,2021,470623,70.81675604,,,,,,,,,
10/27/21,1635292800,48676304456,October,2021,314319,48.67630446,,,,,,,,,
10/28/21,1635379200,42348977249,October,2021,283370,42.34897725,,,,,,,,,
10/29/21,1635465600,40823160317,October,2021,277968,40.82316032,,,,,,,,,
10/30/21,1635552000,36348492955,October,2021,260017,36.34849296,,,,,,,,,
10/31/21,1635638400,42693900524,October,2021,287583,42.69390052,,,,,,,,,
11/1/21,1635724800,40975464925,November,2021,255203,40.97546493,,,,,,,,,
11/2/21,1635811200,44818083759,November,2021,279974,44.81808376,,,,,,,,,
11/3/21,1635897600,47687643822,November,2021,297357,47.68764382,,,,,,,,,
11/4/21,1635984000,48332221572,November,2021,304436,48.33222157,,,,,,,,,
11/5/21,1636070400,49827649964,November,2021,343850,49.82764996,,,,,,,,,
11/6/21,1636156800,53260450713,November,2021,382106,53.26045071,,,,,,,,,
11/7/21,1636243200,47456682851,November,2021,309120,47.45668285,,,,,,,,,
11/8/21,1636329600,85710900318,November,2021,556581,85.71090032,,,,,,,,,
11/9/21,1636416000,72383862827,November,2021,453806,72.38386283,,,,,,,,,
11/10/21,1636502400,71190635306,November,2021,466196,71.19063531,,,,,,,,,
11/11/21,1636588800,57217202774,November,2021,353876,57.21720277,,,,,,,,,
11/12/21,1636675200,55491978657,November,2021,329236,55.49197866,,,,,,,,,
11/13/21,1636761600,71528037987,November,2021,519992,71.52803799,,,,,,,,,
11/14/21,1636848000,61855860876,November,2021,393929,61.85586088,,,,,,,,,
11/15/21,1636934400,76524817257,November,2021,514023,76.52481726,,,,,,,,,
11/16/21,1637020800,72615531900,November,2021,459272,72.6155319,,,,,,,,,
11/17/21,1637107200,79375351327,November,2021,534001,79.37535133,,,,,,,,,
11/18/21,1637193600,92180114247,November,2021,664674,92.18011425,,,,,,,,,
11/19/21,1637280000,75484138229,November,2021,519677,75.48413823,,,,,,,,,
11/20/21,1637366400,83471588511,November,2021,587912,83.47158851,,,,,,,,,
11/21/21,1637452800,91608432980,November,2021,669756,91.60843298,,,,,,,,,
11/22/21,1637539200,93517950733,November,2021,610864,93.51795073,,,,,,,,,
11/23/21,1637625600,97725127036,November,2021,608527,97.72512704,,,,,,,,,
11/24/21,1637712000,92330735853,November,2021,603653,92.33073585,,,,,,,,,
11/25/21,1637798400,90238322996,November,2021,643920,90.238323,,,,,,,,,
11/26/21,1637884800,90619645949,November,2021,700988,90.61964595,,,,,,,,,
11/27/21,1637971200,74515474055,November,2021,516142,74.51547406,,,,,,,,,
11/28/21,1638057600,70907686086,November,2021,506723,70.90768609,,,,,,,,,
11/29/21,1638144000,73467785939,November,2021,541509,73.46778594,,,,,,,,,
11/30/21,1638230400,77187029683,November,2021,539943,77.18702968,,,,,,,,,
12/1/21,1638316800,78269306252,December,2021,549246,78.26930625,,,,,,,,,
12/2/21,1638403200,93035943157,December,2021,548172,93.03594316,,,,,,,,,
12/3/21,1638489600,1.01271E+11,December,2021,627682,101.2713721,,,,,,,,,
12/4/21,1638576000,1.08727E+11,December,2021,655752,108.7265135,,,,,,,,,
12/5/21,1638662400,79444090386,December,2021,493018,79.44409039,,,,,,,,,
12/6/21,1638748800,97514200416,December,2021,639438,97.51420042,,,,,,,,,
12/7/21,1638835200,93795122578,December,2021,615379,93.79512258,,,,,,,,,
12/8/21,1638921600,1.03023E+11,December,2021,750855,103.0226647,,,,,,,,,
12/9/21,1639008000,1.0296E+11,December,2021,700843,102.9600333,,,,,,,,,
12/10/21,1639094400,1.04016E+11,December,2021,668402,104.0158995,,,,,,,,,
12/11/21,1639180800,1.03401E+11,December,2021,626314,103.400806,,,,,,,,,
12/12/21,1639267200,1.14089E+11,December,2021,625384,114.0887916,,,,,,,,,
12/13/21,1639353600,1.32076E+11,December,2021,722863,132.0757769,,,,,,,,,
12/14/21,1639440000,1.22984E+11,December,2021,717077,122.9836874,,,,,,,,,
12/15/21,1639526400,1.12628E+11,December,2021,731079,112.6280267,,,,,,,,,
12/16/21,1639612800,1.11295E+11,December,2021,734852,111.2947413,,,,,,,,,
12/17/21,1639699200,1.14984E+11,December,2021,756012,114.9835381,,,,,,,,,
12/18/21,1639785600,1.05322E+11,December,2021,693769,105.3223687,,,,,,,,,
12/19/21,1639872000,1.00418E+11,December,2021,645638,100.4179693,,,,,,,,,
12/20/21,1639958400,1.36744E+11,December,2021,877021,136.7435449,,,,,,,,,
12/21/21,1640044800,1.30532E+11,December,2021,893548,130.5320374,,,,,,,,,
12/22/21,1640131200,1.52677E+11,December,2021,959720,152.6772135,,,,,,,,,
12/23/21,1640217600,1.26304E+11,December,2021,827044,126.3037039,,,,,,,,,
12/24/21,1640304000,1.13019E+11,December,2021,649323,113.0189565,,,,,,,,,
12/25/21,1640390400,78629695448,December,2021,496372,78.62969545,,,,,,,,,
12/26/21,1640476800,82350830544,December,2021,556615,82.35083054,,,,,,,,,
12/27/21,1640563200,1.0642E+11,December,2021,665344,106.4200009,,,,,,,,,
12/28/21,1640649600,1.0525E+11,December,2021,696089,105.24974,,,,,,,,,
12/29/21,1640736000,89836599445,December,2021,601794,89.83659945,,,,,,,,,
12/30/21,1640822400,86813288022,December,2021,586505,86.81328802,,,,,,,,,
12/31/21,1640908800,78515180047,December,2021,558763,78.51518005,,,,,,,,,
1/1/22,1640995200,74122310135,January,2022,515658,74.12231014,,,,,,,,,
1/2/22,1641081600,91408374654,January,2022,675179,91.40837465,,,,,,,,,
1/3/22,1641168000,1.01698E+11,January,2022,696446,101.69794,,,,,,,,,
1/4/22,1641254400,94937098144,January,2022,677192,94.93709814,,,,,,,,,
1/5/22,1641340800,1.01385E+11,January,2022,728119,101.3854126,,,,,,,,,
1/6/22,1641427200,97134234141,January,2022,737200,97.13423414,,,,,,,,,
1/7/22,1641513600,1.13494E+11,January,2022,894876,113.4935416,,,,,,,,,
1/8/22,1641600000,95369138112,January,2022,696913,95.36913811,,,,,,,,,
1/9/22,1641686400,85678118960,January,2022,626947,85.67811896,,,,,,,,,
1/10/22,1641772800,88572211998,January,2022,663005,88.572212,,,,,,,,,
1/11/22,1641859200,89561703169,January,2022,670971,89.56170317,,,,,,,,,
1/12/22,1641945600,89928796215,January,2022,685423,89.92879622,,,,,,,,,
1/13/22,1642032000,81319693932,January,2022,609509,81.31969393,,,,,,,,,
1/14/22,1642118400,94694465261,January,2022,680696,94.69446526,,,,,,,,,
1/15/22,1642204800,96412054609,January,2022,726921,96.41205461,,,,,,,,,
1/16/22,1642291200,1.05284E+11,January,2022,806896,105.2836844,,,,,,,,,
1/17/22,1642377600,1.23574E+11,January,2022,1010496,123.573873,,,,,,,,,
1/18/22,1642464000,1.02568E+11,January,2022,810977,102.5678012,,,,,,,,,
1/19/22,1642550400,1.02957E+11,January,2022,811164,102.9570935,,,,,,,,,
1/20/22,1642636800,1.03649E+11,January,2022,762659,103.6489258,,,,,,,,,
1/21/22,1642723200,1.1685E+11,January,2022,812009,116.8504967,,,,,,,,,
1/22/22,1642809600,1.13854E+11,January,2022,829590,113.8541905,,,,,,,,,
1/23/22,1642896000,96071828698,January,2022,718996,96.0718287,,,,,,,,,
1/24/22,1642982400,1.07642E+11,January,2022,748197,107.6422096,,,,,,,,,
1/25/22,1643068800,1.01082E+11,January,2022,729935,101.0824072,,,,,,,,,
1/26/22,1643155200,1.23063E+11,January,2022,943782,123.0630318,,,,,,,,,
1/27/22,1643241600,1.34315E+11,January,2022,1100404,134.3149671,,,,,,,,,
1/28/22,1643328000,1.162E+11,January,2022,827066,116.1995903,,,,,,,,,
1/29/22,1643414400,1.24056E+11,January,2022,911356,124.0558592,,,,,,,,,
1/30/22,1643500800,1.13205E+11,January,2022,831052,113.2051624,,,,,,,,,
1/31/22,1643587200,1.32265E+11,January,2022,904472,132.2653246,,,,,,,,,
2/1/22,1643673600,1.28652E+11,February,2022,969814,128.6519043,,,,,,,,,
2/2/22,1643760000,1.21725E+11,February,2022,920330,121.7248852,,,,,,,,,
2/3/22,1643846400,1.23399E+11,February,2022,892769,123.3991731,,,,,,,,,
2/4/22,1643932800,1.25821E+11,February,2022,938969,125.8209726,,,,,,,,,
2/5/22,1644019200,1.17435E+11,February,2022,896925,117.4354603,,,,,,,,,
2/6/22,1644105600,1.25613E+11,February,2022,983514,125.6128325,,,,,,,,,
2/7/22,1644192000,1.38697E+11,February,2022,1070358,138.6974665,,,,,,,,,
2/8/22,1644278400,1.38402E+11,February,2022,1081911,138.4015119,,,,,,,,,
2/9/22,1644364800,1.31067E+11,February,2022,1004574,131.0670158,,,,,,,,,
2/10/22,1644451200,1.51506E+11,February,2022,1045208,151.5058498,,,,,,,,,
2/11/22,1644537600,1.42395E+11,February,2022,1016129,142.3945661,,,,,,,,,
2/12/22,1644624000,1.30077E+11,February,2022,1007360,130.0774665,,,,,,,,,
2/13/22,1644710400,1.21533E+11,February,2022,877147,121.5334694,,,,,,,,,
2/14/22,1644796800,1.21203E+11,February,2022,817097,121.2032815,,,,,,,,,
2/15/22,1644883200,1.35429E+11,February,2022,946246,135.4285838,,,,,,,,,
2/16/22,1644969600,1.40395E+11,February,2022,934818,140.3949686,,,,,,,,,
2/17/22,1645056000,1.40375E+11,February,2022,954536,140.3753187,,,,,,,,,
2/18/22,1645142400,1.36244E+11,February,2022,915502,136.2438081,,,,,,,,,
2/19/22,1645228800,1.38474E+11,February,2022,942811,138.4738989,,,,,,,,,
2/20/22,1645315200,1.42269E+11,February,2022,996667,142.2685289,,,,,,,,,
2/21/22,1645401600,1.44041E+11,February,2022,1024820,144.0413451,,,,,,,,,
2/22/22,1645488000,1.43576E+11,February,2022,993342,143.5761784,,,,,,,,,
2/23/22,1645574400,1.45529E+11,February,2022,1027578,145.52878,,,,,,,,,
2/24/22,1645660800,1.45394E+11,February,2022,1040061,145.3939362,,,,,,,,,
2/25/22,1645747200,1.42973E+11,February,2022,1018962,142.9733775,,,,,,,,,
2/26/22,1645833600,1.34218E+11,February,2022,976726,134.2182857,,,,,,,,,
2/27/22,1645920000,1.41587E+11,February,2022,987886,141.587208,,,,,,,,,
2/28/22,1646006400,1.50013E+11,February,2022,1041081,150.0132487,,,,,,,,,
3/1/22,1646092800,1.5014E+11,March,2022,1031112,150.1396166,,,,,,,,,
3/2/22,1646179200,1.50775E+11,March,2022,1075955,150.7754804,,,,,,,,,
3/3/22,1646265600,1.50044E+11,March,2022,1076987,150.0437946,,,,,,,,,
3/4/22,1646352000,1.48887E+11,March,2022,1060451,148.8870007,,,,,,,,,
3/5/22,1646438400,1.47326E+11,March,2022,1015134,147.3263962,,,,,,,,,
3/6/22,1646524800,1.44612E+11,March,2022,1005864,144.6121294,,,,,,,,,
3/7/22,1646611200,1.43681E+11,March,2022,787900,143.6811728,,,,,,,,,
3/8/22,1646697600,1.41428E+11,March,2022,727287,141.4281966,,,,,,,,,
3/9/22,1646784000,1.41685E+11,March,2022,755018,141.684915,,,,,,,,,
3/10/22,1646870400,1.43354E+11,March,2022,747298,143.3538489,,,,,,,,,
3/11/22,1646956800,1.45666E+11,March,2022,782101,145.6663924,,,,,,,,,
3/12/22,1647043200,1.44531E+11,March,2022,776855,144.5306499,,,,,,,,,
3/13/22,1647129600,1.52697E+11,March,2022,786563,152.6966498,,,,,,,,,
3/14/22,1647216000,1.52901E+11,March,2022,844881,152.9007809,,,,,,,,,
3/15/22,1647302400,1.54209E+11,March,2022,861336,154.2088918,,,,,,,,,
3/16/22,1647388800,1.52744E+11,March,2022,783542,152.7435412,,,,,,,,,
3/17/22,1647475200,1.53196E+11,March,2022,818057,153.1956151,,,,,,,,,
3/18/22,1647561600,1.53387E+11,March,2022,812355,153.3865529,,,,,,,,,
3/19/22,1647648000,1.52429E+11,March,2022,814821,152.4288764,,,,,,,,,
3/20/22,1647734400,1.54102E+11,March,2022,774910,154.101632,,,,,,,,,
3/21/22,1647820800,1.54484E+11,March,2022,821038,154.4838044,,,,,,,,,
3/22/22,1647907200,1.54662E+11,March,2022,836793,154.6622313,,,,,,,,,
3/23/22,1647993600,1.54019E+11,March,2022,833563,154.0194086,,,,,,,,,
3/24/22,1648080000,1.53376E+11,March,2022,845987,153.3759779,,,,,,,,,
3/25/22,1648166400,1.53806E+11,March,2022,835494,153.8063038,,,,,,,,,
3/26/22,1648252800,1.51704E+11,March,2022,811421,151.7044945,,,,,,,,,
3/27/22,1648339200,1.45276E+11,March,2022,807265,145.2759595,,,,,,,,,
3/28/22,1648425600,1.54676E+11,March,2022,870360,154.675809,,,,,,,,,
3/29/22,1648512000,1.5453E+11,March,2022,871975,154.5296033,,,,,,,,,
3/30/22,1648598400,1.53804E+11,March,2022,878014,153.8043836,,,,,,,,,
3/31/22,1648684800,1.5423E+11,March,2022,882523,154.2301526,,,,,,,,,
4/1/22,1648771200,1.53921E+11,April,2022,868382,153.9208318,,,,,,,,,
4/2/22,1648857600,1.53793E+11,April,2022,887146,153.7927917,,,,,,,,,
4/3/22,1648944000,1.53254E+11,April,2022,859396,153.2542241,,,,,,,,,
4/4/22,1649030400,1.55505E+11,April,2022,851939,155.5045108,,,,,,,,,
4/5/22,1649116800,1.54474E+11,April,2022,846619,154.4736804,,,,,,,,,
4/6/22,1649203200,1.54901E+11,April,2022,849517,154.9012526,,,,,,,,,
4/7/22,1649289600,1.5635E+11,April,2022,842319,156.3501989,,,,,,,,,
4/8/22,1649376000,1.56133E+11,April,2022,856125,156.1330405,,,,,,,,,
4/9/22,1649462400,1.5494E+11,April,2022,844332,154.9402218,,,,,,,,,
4/10/22,1649548800,1.56797E+11,April,2022,815538,156.7969024,,,,,,,,,
4/11/22,1649635200,1.58044E+11,April,2022,824060,158.0442576,,,,,,,,,
4/12/22,1649721600,1.55678E+11,April,2022,850100,155.6780872,,,,,,,,,
4/13/22,1649808000,1.56934E+11,April,2022,864147,156.9341607,,,,,,,,,
4/14/22,1649894400,1.56034E+11,April,2022,882984,156.0337222,,,,,,,,,
4/15/22,1649980800,1.56209E+11,April,2022,881670,156.2093025,,,,,,,,,
4/16/22,1650067200,1.5376E+11,April,2022,877287,153.7601995,,,,,,,,,
4/17/22,1650153600,1.55095E+11,April,2022,838158,155.0950023,,,,,,,,,
4/18/22,1650240000,1.57031E+11,April,2022,802335,157.0314199,,,,,,,,,
4/19/22,1650326400,1.57316E+11,April,2022,811601,157.3157911,,,,,,,,,
4/20/22,1650412800,1.58051E+11,April,2022,846603,158.0510433,,,,,,,,,
4/21/22,1650499200,1.57681E+11,April,2022,820556,157.6807804,,,,,,,,,
4/22/22,1650585600,1.56979E+11,April,2022,816859,156.97865,,,,,,,,,
4/23/22,1650672000,1.56451E+11,April,2022,829825,156.4509135,,,,,,,,,
4/24/22,1650758400,1.56656E+11,April,2022,813365,156.6560185,,,,,,,,,
4/25/22,1650844800,1.56991E+11,April,2022,841948,156.9911624,,,,,,,,,
4/26/22,1650931200,1.57233E+11,April,2022,840254,157.2330869,,,,,,,,,
4/27/22,1651017600,1.57196E+11,April,2022,821134,157.1963213,,,,,,,,,
4/28/22,1651104000,1.54834E+11,April,2022,796214,154.8337569,,,,,,,,,
4/29/22,1651190400,1.52325E+11,April,2022,792891,152.3247761,,,,,,,,,
4/30/22,1651276800,1.52569E+11,April,2022,792156,152.5692548,,,,,,,,,
5/1/22,1651363200,1.53047E+11,May,2022,798532,153.0470291,,,,,,,,,
5/2/22,1651449600,1.54832E+11,May,2022,822182,154.8316835,,,,,,,,,
5/3/22,1651536000,1.56063E+11,May,2022,823544,156.0625188,,,,,,,,,
5/4/22,1651622400,1.56609E+11,May,2022,833842,156.6086255,,,,,,,,,
5/5/22,1651708800,1.56347E+11,May,2022,840249,156.3466073,,,,,,,,,
5/6/22,1651795200,1.55127E+11,May,2022,934030,155.1274022,,,,,,,,,
5/7/22,1651881600,1.5369E+11,May,2022,851125,153.6900869,,,,,,,,,
5/8/22,1651968000,1.52912E+11,May,2022,812481,152.9123709,,,,,,,,,
5/9/22,1652054400,1.54149E+11,May,2022,836015,154.1493248,,,,,,,,,
5/10/22,1652140800,1.53768E+11,May,2022,825927,153.7683009,,,,,,,,,
5/11/22,1652227200,1.52704E+11,May,2022,876103,152.7040845,,,,,,,,,
5/12/22,1652313600,1.50864E+11,May,2022,886518,150.8643861,,,,,,,,,
5/13/22,1652400000,1.46876E+11,May,2022,745314,146.8760329,,,,,,,,,
5/14/22,1652486400,1.02918E+11,May,2022,517527,102.917732,,,,,,,,,
5/15/22,1652572800,83815134840,May,2022,446496,83.81513484,,,,,,,,,
5/16/22,1652659200,78391307166,May,2022,417578,78.39130717,,,,,,,,,
5/17/22,1652745600,69475741259,May,2022,365998,69.47574126,,,,,,,,,
5/18/22,1652832000,75762798105,May,2022,358474,75.76279811,,,,,,,,,
5/19/22,1652918400,71819856171,May,2022,326796,71.81985617,,,,,,,,,
5/20/22,1653004800,68920220184,May,2022,370116,68.92022018,,,,,,,,,
5/21/22,1653091200,49374745023,May,2022,257544,49.37474502,,,,,,,,,
5/22/22,1653177600,41230700091,May,2022,225201,41.23070009,,,,,,,,,
5/23/22,1653264000,48311685523,May,2022,267418,48.31168552,,,,,,,,,
5/24/22,1653350400,41981762683,May,2022,229331,41.98176268,,,,,,,,,
5/25/22,1653436800,42884808934,May,2022,234868,42.88480893,,,,,,,,,
5/26/22,1653523200,50708909518,May,2022,287823,50.70890952,,,,,,,,,
5/27/22,1653609600,55257647186,May,2022,302101,55.25764719,,,,,,,,,
5/28/22,1653696000,38259842364,May,2022,214822,38.25984236,,,,,,,,,
5/29/22,1653782400,36199493364,May,2022,201939,36.19949336,,,,,,,,,
5/30/22,1653868800,47262130453,May,2022,250089,47.26213045,,,,,,,,,
5/31/22,1653955200,45202129216,May,2022,244567,45.20212922,,,,,,,,,
6/1/22,1654041600,45637266925,June,2022,238856,45.63726693,,,,,,,,,
6/2/22,1654128000,45169823310,June,2022,224045,45.16982331,,,,,,,,,
6/3/22,1654214400,42762598437,June,2022,216763,42.76259844,,,,,,,,,
6/4/22,1654300800,33286686760,June,2022,183355,33.28668676,,,,,,,,,
6/5/22,1654387200,33204578225,June,2022,181698,33.20457823,,,,,,,,,
6/6/22,1654473600,42399849874,June,2022,229367,42.39984987,,,,,,,,,
6/7/22,1654560000,41263381671,June,2022,227764,41.26338167,,,,,,,,,
6/8/22,1654646400,37127681616,June,2022,200189,37.12768162,,,,,,,,,
6/9/22,1654732800,33749940476,June,2022,184660,33.74994048,,,,,,,,,
6/10/22,1654819200,36656497749,June,2022,202661,36.65649775,,,,,,,,,
6/11/22,1654905600,40279172737,June,2022,218193,40.27917274,,,,,,,,,
6/12/22,1654992000,49283482677,June,2022,271274,49.28348268,,,,,,,,,
6/13/22,1655078400,86460158277,June,2022,484169,86.46015828,,,,,,,,,
6/14/22,1655164800,57949616379,June,2022,311429,57.94961638,,,,,,,,,
6/15/22,1655251200,61917408594,June,2022,333309,61.91740859,,,,,,,,,
6/16/22,1655337600,62727765855,June,2022,267252,62.72776586,,,,,,,,,
6/17/22,1655424000,49317440653,June,2022,222681,49.31744065,,,,,,,,,
6/18/22,1655510400,60615164596,June,2022,308687,60.6151646,,,,,,,,,
6/19/22,1655596800,54965833710,June,2022,247777,54.96583371,,,,,,,,,
6/20/22,1655683200,53688336260,June,2022,259507,53.68833626,,,,,,,,,
6/21/22,1655769600,44228703302,June,2022,232040,44.2287033,,,,,,,,,
6/22/22,1655856000,41974144753,June,2022,219456,41.97414475,,,,,,,,,
6/23/22,1655942400,46101662008,June,2022,254167,46.10166201,,,,,,,,,
6/24/22,1656028800,51049321480,June,2022,286259,51.04932148,,,,,,,,,
6/25/22,1656115200,42310528215,June,2022,230923,42.31052822,,,,,,,,,
6/26/22,1656201600,40132765902,June,2022,218940,40.1327659,,,,,,,,,
6/27/22,1656288000,42129780036,June,2022,225716,42.12978004,,,,,,,,,
6/28/22,1656374400,41419213692,June,2022,223644,41.41921369,,,,,,,,,
6/29/22,1656460800,49059868653,June,2022,247915,49.05986865,,,,,,,,,
6/30/22,1656547200,50294926007,June,2022,267235,50.29492601,,,,,,,,,
7/1/22,1656633600,45918222316,July,2022,239996,45.91822232,,,,,,,,,
7/2/22,1656720000,40827621848,July,2022,227096,40.82762185,,,,,,,,,
7/3/22,1656806400,40865462189,July,2022,221888,40.86546219,,,,,,,,,
7/4/22,1656892800,45282221284,July,2022,217188,45.28222128,,,,,,,,,
7/5/22,1656979200,38535370716,July,2022,204941,38.53537072,,,,,,,,,
7/6/22,1657065600,41485722206,July,2022,216205,41.48572221,,,,,,,,,
7/7/22,1657152000,43828478044,July,2022,219649,43.82847804,,,,,,,,,
7/8/22,1657238400,39655383318,July,2022,215336,39.65538332,,,,,,,,,
7/9/22,1657324800,30078000278,July,2022,159807,30.07800028,,,,,,,,,
7/10/22,1657411200,30661403154,July,2022,162297,30.66140315,,,,,,,,,
7/11/22,1657497600,35682337089,July,2022,194937,35.68233709,,,,,,,,,
7/12/22,1657584000,34019130310,July,2022,197788,34.01913031,,,,,,,,,
7/13/22,1657670400,37943186745,July,2022,206145,37.94318675,,,,,,,,,
7/14/22,1657756800,37102481578,July,2022,208988,37.10248158,,,,,,,,,
7/15/22,1657843200,38406950824,July,2022,202465,38.40695082,,,,,,,,,
7/16/22,1657929600,31990737292,July,2022,174635,31.99073729,,,,,,,,,
7/17/22,1658016000,33364001783,July,2022,180574,33.36400178,,,,,,,,,
7/18/22,1658102400,45597489715,July,2022,250414,45.59748972,,,,,,,,,
7/19/22,1658188800,43934060795,July,2022,255894,43.9340608,,,,,,,,,
7/20/22,1658275200,42993459791,July,2022,246155,42.99345979,,,,,,,,,
7/21/22,1658361600,38265245901,July,2022,212265,38.2652459,,,,,,,,,
7/22/22,1658448000,34456088709,July,2022,196011,34.45608871,,,,,,,,,
7/23/22,1658534400,30166812318,July,2022,177769,30.16681232,,,,,,,,,
7/24/22,1658620800,35656900100,July,2022,209831,35.6569001,,,,,,,,,
7/25/22,1658707200,39967028626,July,2022,224714,39.96702863,,,,,,,,,
7/26/22,1658793600,36789670424,July,2022,206964,36.78967042,,,,,,,,,
7/27/22,1658880000,39971038518,July,2022,218829,39.97103852,,,,,,,,,
7/28/22,1658966400,40307464839,July,2022,227312,40.30746484,,,,,,,,,
7/29/22,1659052800,39671084840,July,2022,232382,39.67108484,,,,,,,,,
7/30/22,1659139200,36681985133,July,2022,205747,36.68198513,,,,,,,,,
7/31/22,1659225600,33486284953,July,2022,185746,33.48628495,,,,,,,,,
8/1/22,1659312000,38022751357,August,2022,207371,38.02275136,,,,,,,,,
8/2/22,1659398400,42151408816,August,2022,209318,42.15140882,,,,,,,,,
8/3/22,1659484800,38948571903,August,2022,214471,38.9485719,,,,,,,,,
8/4/22,1659571200,37793794818,August,2022,214307,37.79379482,,,,,,,,,
8/5/22,1659657600,35894438251,August,2022,189377,35.89443825,,,,,,,,,
8/6/22,1659744000,32107255553,August,2022,181718,32.10725555,,,,,,,,,
8/7/22,1659830400,34760783608,August,2022,201009,34.76078361,,,,,,,,,
8/8/22,1659916800,41019647799,August,2022,217570,41.0196478,,,,,,,,,
8/9/22,1660003200,36547618537,August,2022,188733,36.54761854,,,,,,,,,
8/10/22,1660089600,42310394338,August,2022,212361,42.31039434,,,,,,,,,
8/11/22,1660176000,40783001752,August,2022,205383,40.78300175,,,,,,,,,
8/12/22,1660262400,34077566110,August,2022,175448,34.07756611,,,,,,,,,
8/13/22,1660348800,33064122709,August,2022,166952,33.06412271,,,,,,,,,
8/14/22,1660435200,31385892833,August,2022,157423,31.38589283,,,,,,,,,
8/15/22,1660521600,38115568521,August,2022,190662,38.11556852,,,,,,,,,
8/16/22,1660608000,37513390777,August,2022,179970,37.51339078,,,,,,,,,
8/17/22,1660694400,37675353275,August,2022,179196,37.67535328,,,,,,,,,
8/18/22,1660780800,35852806303,August,2022,181725,35.8528063,,,,,,,,,
8/19/22,1660867200,45508779754,August,2022,234034,45.50877975,,,,,,,,,
8/20/22,1660953600,34563181569,August,2022,178429,34.56318157,,,,,,,,,
8/21/22,1661040000,33095141997,August,2022,165278,33.095142,,,,,,,,,
8/22/22,1661126400,34896127407,August,2022,175492,34.89612741,,,,,,,,,
8/23/22,1661212800,36172741608,August,2022,178281,36.17274161,,,,,,,,,
8/24/22,1661299200,34183127874,August,2022,159497,34.18312787,,,,,,,,,
8/25/22,1661385600,33211203440,August,2022,155217,33.21120344,,,,,,,,,
8/26/22,1661472000,40040302555,August,2022,188626,40.04030256,,,,,,,,,
8/27/22,1661558400,34115326380,August,2022,164708,34.11532638,,,,,,,,,
