dateDayStr,newTransactionSeen,newTrigger,trx_transfer,trc10_transfer,freeze_and_unfreeze_transaction,vote_transaction,other_transaction
2021-02-04,3515640,2634731,514728,322967,23105,6975,13134
2021-02-05,3124245,2017924,515822,548121,21407,6787,14184
2021-02-06,3183470,1943896,523691,674231,19856,6727,15069
2021-02-07,3222066,2071819,507107,595857,24898,6690,15695
2021-02-08,3351706,2163521,600934,538927,24617,7826,15881
2021-02-09,3466139,2315232,578699,516298,27960,8701,19249
2021-02-10,3210849,2166571,630400,362232,26445,7809,17392
2021-02-11,3092201,2028148,565500,454473,19615,8289,16176
2021-02-12,3151421,1898990,632115,560233,32370,9714,17999
2021-02-13,3169009,1940500,568539,601730,30756,9094,18390
2021-02-14,3503014,1845063,609932,996174,24090,8790,18965
2021-02-15,3883599,2013151,614576,1200335,31202,8583,15752
2021-02-16,3482884,1738648,611633,1078312,29455,9004,15832
2021-02-17,3141041,1401289,615681,1073571,25621,9089,15790
2021-02-18,3554824,1611392,722035,1158392,36377,9302,17326
2021-02-19,3660101,1667216,730782,1205517,28625,10391,17570
2021-02-20,3615867,1667548,683230,1197658,39138,9518,18775
2021-02-21,3512230,1698196,520132,1238145,28356,9901,17500
2021-02-22,3374277,1632171,520437,1162692,32961,8835,17181
2021-02-23,3537868,1603466,743277,1132257,34057,8638,16173
2021-02-24,3301791,1396797,714660,1135199,33865,9322,11948
2021-02-25,3200073,1337914,723929,1091442,27264,9117,10407
2021-02-26,2713896,1176916,612888,875611,25233,7911,15337
2021-02-27,2774466,1132370,642268,951045,24926,8560,15297
2021-02-28,2971444,1179648,618379,1126299,24457,7912,14749
2021-03-01,3357306,1355858,725563,1211107,37932,9652,17194
2021-03-02,3072683,1210947,652391,1140944,39301,9014,20086
2021-03-03,2975673,1163302,612197,1133727,36481,10279,19687
2021-03-04,2957229,1134806,631205,1130835,32869,9721,17793
2021-03-05,2911605,1137107,597264,1118251,32033,9503,17447
2021-03-06,2922568,1056355,619108,1190184,29519,9449,17953
2021-03-07,2863250,1054149,567419,1180955,31673,10148,18906
2021-03-08,2828088,1088752,639782,1033023,36610,11072,18849
2021-03-09,3114378,1253087,706032,1092494,33703,11651,17411
2021-03-10,3045758,1287855,655952,1041675,31446,10568,18262
2021-03-11,3324501,1366983,739027,1158078,32870,10625,16918
2021-03-12,3092012,1319092,658642,1057402,31739,9081,16056
2021-03-13,3114247,1255014,663474,1136980,31102,9853,17824
2021-03-14,3350334,1258628,633501,1397164,31179,10123,19739
2021-03-15,3687133,1335284,928755,1363982,32763,10233,16116
2021-03-16,3572062,1331037,870732,1315257,30385,8564,16087
2021-03-17,4060570,1420431,1089543,1487388,35500,10909,16799
2021-03-18,4270974,1553528,1126702,1529900,32370,9665,18809
2021-03-19,4161617,1428648,1157808,1510833,34463,9939,19926
2021-03-20,4091336,1323384,1261727,1436048,36892,11811,21474
2021-03-21,3816311,1195404,1153259,1404400,33737,10607,18904
2021-03-22,3525498,1262706,1247009,953569,34169,10300,17745
2021-03-23,3271916,1254248,1117433,842244,31913,10124,15954
2021-03-24,3281179,1240958,1202701,776880,32958,10498,17184
2021-03-25,2806907,1163484,1005566,581779,30538,9281,16259
2021-03-26,2921128,1267490,978801,616275,31249,10186,17127
2021-03-27,3072911,1177991,1119759,713063,33469,10430,18199
2021-03-28,2905899,1204791,1042912,596476,33849,10164,17707
2021-03-29,2971912,1212084,1187709,507681,36238,10330,17870
2021-03-30,3375371,1554191,1219885,525474,40106,10588,25127
2021-03-31,3647536,1627971,1370355,564774,47368,14536,22532
2021-04-01,3323989,1475278,1232462,543304,40394,12974,19577
2021-04-02,3412001,1506831,1309217,524553,38497,13215,19688
2021-04-03,3504164,1583368,1278801,565190,42180,13405,21220
2021-04-04,3395471,1483749,1288605,543386,42540,15491,21700
2021-04-05,3771348,1609779,1406577,666298,49454,16895,22345
2021-04-06,3659378,1678623,1321622,582206,43365,13309,20253
2021-04-07,3347513,1450693,1238983,590773,35557,12136,19371
2021-04-08,3044713,1296738,1266694,411322,37171,13578,19210
2021-04-09,2894973,1274949,1162935,377737,32235,11739,35378
2021-04-10,2742233,1248974,1006266,422058,32656,11570,20709
2021-04-11,2713641,1253255,1007917,386364,32428,12214,21463
2021-04-12,2890054,1369321,1043398,408216,35696,12549,20874
2021-04-13,3083946,1500160,983098,523866,39181,13979,23662
2021-04-14,2835760,1390622,910435,454137,40461,16403,23702
2021-04-15,3361731,1426732,1232206,624149,39531,16023,23090
2021-04-16,3578789,1455569,1336121,709525,39714,14166,23694
2021-04-17,3555728,1505991,1336095,636729,37607,13388,25918
2021-04-18,3227957,1357598,1261126,539272,34772,12253,22936
2021-04-19,3718544,1447679,1611124,587520,34939,12047,25235
2021-04-20,3934063,1571008,1695300,598775,33496,12099,23385
2021-04-21,3468991,1301247,1503972,600188,30479,11887,21218
2021-04-22,3076177,1170278,1334674,510147,29012,11470,20596
2021-04-23,3125783,1274487,1214176,575801,30810,10418,20091
2021-04-24,2640837,1098077,999646,485601,26550,10418,20545
2021-04-25,2589694,1038474,1001533,493263,25389,10878,20157
2021-04-26,2886264,1184279,1187971,453130,28077,12082,20725
2021-04-27,3497158,1285259,1502888,646702,27828,12795,21686
2021-04-28,3095291,1196256,1271468,570134,26261,11667,19505
2021-04-29,3217337,1185590,1433693,536754,26880,10818,23602
2021-04-30,3417394,1212441,1561222,581994,27850,11343,22544
2021-05-01,3142747,1020914,1467606,593284,26634,11510,22799
2021-05-02,3065868,1070228,1379594,556351,25775,11912,22008
2021-05-03,3170769,1142544,1377961,581282,31922,13050,24010
2021-05-04,3771323,1399465,1619682,686833,30703,11698,22942
2021-05-05,3521903,1148858,1592044,710753,32387,12299,25562
2021-05-06,3691697,1205426,1669599,742295,34612,14091,25674
2021-05-07,4240710,1642401,1775321,747681,33445,13387,28475
2021-05-08,4523828,1729275,1883747,808724,49261,11622,41199
2021-05-09,3915566,1644906,1383756,808503,39376,11629,27396
2021-05-10,4637230,2006221,1670783,861438,53985,11705,33098
2021-05-11,4433614,1985826,1452748,913980,36191,11586,33283
2021-05-12,3890282,1644430,1395368,775914,31827,11845,30898
2021-05-13,3753631,1401301,1479982,806824,27775,10938,26811
2021-05-14,3892063,1451740,1545505,802905,48391,11997,31525
2021-05-15,3476022,1234345,1400590,773733,30408,11153,25793
2021-05-16,3169137,1168034,1241179,674117,50365,11438,24004
2021-05-17,3575805,1393094,1443954,658997,47730,10440,21590
2021-05-18,3446902,1461298,1346439,542712,50171,11245,35037
2021-05-19,3278549,1481832,1207880,528666,28359,10781,21031
2021-05-20,3408482,1308899,1410090,606572,47602,11017,24302
2021-05-21,3270859,1263587,1220420,700401,54426,10182,21843
2021-05-22,2675720,1101556,1096567,404209,45178,9379,18831
2021-05-23,3301779,1160645,1385819,682403,44143,9747,19022
2021-05-24,3577201,1277022,1483059,693829,95040,10857,17394
2021-05-25,3330656,1091475,1227478,876556,107526,10542,17079
2021-05-26,3266540,895013,1429511,824292,88706,10965,18053
2021-05-27,3503036,1007728,1444564,982754,35111,10166,22713
2021-05-28,3643557,1320794,1431174,827270,28926,8849,26544
2021-05-29,4438022,1673699,1842958,867315,26316,8737,18997
2021-05-30,4962817,1863309,2273452,771806,25519,9168,19563
2021-05-31,4236976,1372084,1873253,922780,35572,10331,22956
2021-06-01,4414281,1557524,1689275,1094824,42461,10547,19650
2021-06-02,4349959,1487825,1464103,1325657,38248,10413,23713
2021-06-03,4781736,1539148,1690616,1449862,64356,10647,27107
2021-06-04,5140091,1537197,1638368,1854566,70754,9631,29575
2021-06-05,4986720,1427495,1336207,2134961,34713,9896,43448
2021-06-06,4572421,1329275,1233445,1911149,32992,10525,55035
2021-06-07,4386325,1335143,1295196,1690679,27733,10678,26896
2021-06-08,4878762,1606938,1408470,1764807,51571,10321,36655
2021-06-09,4261371,1497679,1181114,1420586,118344,10378,33270
2021-06-10,4978414,1452174,1426397,1888777,138118,11012,61936
2021-06-11,6224259,3474560,1009679,1562979,95356,11837,69848
2021-06-12,3950497,1414762,949283,1541024,19513,10230,15685
2021-06-13,4458628,1424006,1063968,1906953,20445,10046,33210
2021-06-14,4789434,1466864,1121375,2131787,18258,10961,40189
2021-06-15,4831951,1753291,1280479,1727265,16390,10604,43922
2021-06-16,4499120,1493615,1242918,1672608,15208,9893,64878
2021-06-17,4815297,1500605,1367413,1831882,19080,10339,85978
2021-06-18,5047241,1662797,1275198,2008641,15793,9401,75411
2021-06-19,4925169,1428577,1380454,2037445,15025,9489,54179
2021-06-20,4691835,1500759,1222775,1922825,15805,8833,20838
2021-06-21,4899696,1522424,1088341,2210951,17250,9544,51186
2021-06-22,5272388,1810431,1151515,2231434,15886,10210,52912
2021-06-23,5201360,1361909,1016441,2781650,15281,10005,16074
2021-06-24,5152544,1339424,997471,2721397,15658,9250,69344
2021-06-25,5049908,1334635,854921,2815810,15261,9304,19977
2021-06-26,4227945,1426496,806284,1931501,12910,7851,42903
2021-06-27,5117650,1382655,1055539,2612469,13320,8610,45057
2021-06-28,6383243,1320119,1250470,3689577,15376,9828,97873
2021-06-29,7177979,1527381,1212664,4299344,16276,9987,112327
2021-06-30,7477975,1427918,1153570,4738219,15937,9360,132971
2021-07-01,7769756,1570396,1056688,4921572,20493,10011,190596
2021-07-02,7822309,1509522,1041198,5073343,15445,8645,174156
2021-07-03,7145610,1187391,1018328,4685786,13297,9165,231643
2021-07-04,7937853,1252309,1052523,5477481,13884,9382,132274
2021-07-05,8193706,1341625,1087596,5612399,12841,8195,131050
2021-07-06,9278050,1845679,1310673,5921057,76818,9280,114543
2021-07-07,7890682,1300860,1047080,5376062,84258,9241,73181
2021-07-08,6605943,1224607,1119849,4136934,48547,8818,67188
2021-07-09,5461210,1301344,1048247,2988128,52365,8461,62665
2021-07-10,5082249,1188532,1080590,2743437,26087,8421,35182
2021-07-11,5236290,1104139,949183,3081988,38520,8577,53883
2021-07-12,5497730,1374854,860287,3158640,27957,8174,67818
2021-07-13,5033627,1442242,1069421,2467622,31269,7883,15190
2021-07-14,3953161,1147515,1066083,1685154,30659,7986,15764
2021-07-15,4092795,1171309,1323581,1515983,30636,7927,43359
2021-07-16,4584671,1212464,1711437,1552304,29970,7722,70774
2021-07-17,5093101,1026852,2221808,1796618,25832,7391,14600
2021-07-18,5449781,1092066,2216338,2096007,23681,7140,14549
2021-07-19,5292777,1097612,1869564,2279137,24882,7081,14501
2021-07-20,6130010,1389247,1885779,2807457,24752,7366,15409
2021-07-21,6391381,1140231,1797361,3403319,27693,7615,15162
2021-07-22,6583401,1200340,1874921,3457324,27479,7742,15595
2021-07-23,7617441,1279045,1950679,4340952,24163,7495,15107
2021-07-24,7443501,1086356,2004251,4300942,28889,7658,15405
2021-07-25,7321993,1255832,1838062,4182261,22884,7482,15472
2021-07-26,6584279,1466953,1705523,3361299,24321,8927,17256
2021-07-27,6233268,1666464,1594280,2926307,21734,8033,16450
2021-07-28,9298611,1352448,1321965,6577864,23732,7947,14655
2021-07-29,7601388,1344552,1434986,4783214,18865,7676,12095
2021-07-30,7181651,1574683,1758008,3804511,22674,7931,13844
2021-07-31,5863024,1364721,1681610,2773592,22272,8345,12484
2021-08-01,6393114,1324010,1441421,3586770,19994,8545,12374
2021-08-02,6371772,1406438,1479803,3448855,17754,7439,11483
2021-08-03,7037383,1837713,1786165,3375880,18838,7425,11362
2021-08-04,6443124,1556920,1534016,3305578,26516,8177,11917
2021-08-05,6725551,1557821,1600248,3526210,20650,8781,11841
2021-08-06,6435043,1434068,1489043,3469957,21271,8598,12106
2021-08-07,5981077,1279665,1286261,3369202,22753,8837,14359
2021-08-08,6142068,1178810,1401821,3501225,19616,8722,31874
2021-08-09,5415562,1321149,1519685,2531891,22212,7784,12841
2021-08-10,5429658,1728977,1273235,2378615,28097,8529,12205
2021-08-11,4613820,1537909,807806,2219708,25042,10162,13193
2021-08-12,3572329,1687312,675823,1166269,23197,8806,10922
2021-08-13,3188218,1525609,612561,1003998,24000,9168,12882
2021-08-14,2837152,1339708,579765,872762,23360,9016,12541
2021-08-15,2889869,1308265,681958,854984,23256,9202,12204
2021-08-16,3170466,1501287,826253,795120,24610,9527,13669
2021-08-17,3143269,1582894,745990,763900,29373,8443,12669
2021-08-18,3116979,1260967,778331,1036196,22445,8184,10856
2021-08-19,3433102,1345860,684125,1354689,27975,8602,11851
2021-08-20,3617843,1392370,721192,1451358,30318,9291,13314
2021-08-21,2645463,1213192,611460,777233,22859,8785,11934
2021-08-22,2634625,1203503,744847,642185,24219,8337,11534
2021-08-23,2937444,1397119,700417,782374,33962,9312,14260
2021-08-24,3221267,1599540,733221,832466,35226,8659,12155
2021-08-25,2675563,1314952,604582,702909,33341,8277,11502
2021-08-26,2992499,1294312,700864,948907,28738,8184,11494
2021-08-27,3179372,1318290,938650,872531,29905,8381,11615
2021-08-28,3315666,1222862,949643,1095235,29599,8399,9928
2021-08-29,3413600,1245272,1030859,1087189,29434,8737,12109
2021-08-30,3629891,1354739,997740,1226628,30462,8315,12007
2021-08-31,3853418,1667499,1242706,891804,28092,8871,14446
2021-09-01,3701139,1382541,1145108,1106174,37556,9600,20160
2021-09-02,3914607,1440889,1102979,1307424,32876,10425,20014
2021-09-03,2896195,1433506,748164,650585,36826,9689,17425
2021-09-04,2680001,1377439,722242,521524,37780,8781,12235
2021-09-05,2509338,1320473,675017,453935,36920,9611,13382
2021-09-06,2662253,1469791,708830,424754,35683,9734,13461
2021-09-07,3154373,1861510,799166,432716,35904,8536,16541
2021-09-08,2683416,1508548,687377,422651,36301,8481,20058
2021-09-09,2357885,1471485,606159,217004,36646,8217,18374
2021-09-10,2582629,1461483,683370,379297,33154,7985,17340
2021-09-11,2347906,1166412,663347,458319,32688,8311,18829
2021-09-12,2681063,1361946,671906,575661,36806,10266,24478
2021-09-13,2842335,1369397,835026,569832,34712,8264,25104
2021-09-14,3051415,1650242,757535,574771,31547,9251,28069
2021-09-15,2634567,1103879,662702,807886,27820,8901,23379
2021-09-16,2726720,1188927,612175,864221,31039,8827,21531
2021-09-17,2889109,1253694,614654,958569,32500,8427,21265
2021-09-18,2872622,1427368,633725,751693,30868,8095,20873
2021-09-19,2636832,1180286,723942,676772,28725,8175,18932
2021-09-20,3034417,1446830,812243,715181,34624,8110,17429
2021-09-21,2763669,1458816,813328,435503,31121,7752,17149
2021-09-22,2804450,1303793,892558,548278,33287,8029,18505
2021-09-23,2644629,1289791,877888,423560,27348,7918,18124
2021-09-24,2971735,1435046,1020134,464206,27470,7275,17604
2021-09-25,2650758,1237267,941221,421674,25792,7115,17689
2021-09-26,2929267,1319991,1096308,458661,26496,7472,20339
2021-09-27,2602117,1243676,958068,344680,28693,7845,19155
2021-09-28,2633786,1498927,899318,180136,30245,7275,17885
2021-09-29,2312904,1349760,654765,257143,26562,7358,17316
2021-09-30,2540587,1330061,900180,258128,27185,7715,17318
2021-10-01,2472649,1245755,918059,251196,26906,8190,22543
2021-10-02,2226747,1194543,702589,268664,35692,7692,17567
2021-10-03,2078898,1196816,555097,271079,30802,8122,16982
2021-10-04,2551707,1357329,757657,386442,25777,8025,16477
2021-10-05,2580353,1507436,748204,266671,31040,8621,18381
2021-10-06,2216243,1180922,722026,259042,28110,8034,18109
2021-10-07,2671968,1581672,796609,229149,37487,8322,18729
2021-10-08,2499987,1670112,654766,115807,31981,8264,19057
2021-10-09,2273119,1419230,620029,175183,29951,8432,20294
2021-10-10,2258058,1414853,692356,93022,31909,7537,18381
2021-10-11,2214000,1358662,725435,63276,40556,7606,18465
2021-10-12,2684242,1616451,796290,214116,31787,7677,17921
2021-10-13,2614328,1358387,990214,211616,26859,7976,19276
2021-10-14,2467785,1505663,719263,183011,31301,8042,20505
2021-10-15,2723963,1553228,845933,268095,29100,8109,19498
2021-10-16,2569552,1417888,868960,226430,28946,7870,19458
2021-10-17,2476636,1329347,906609,182551,31496,7890,18743
2021-10-18,2611539,1511718,944765,90771,37933,7962,18390
2021-10-19,3080389,1669423,1118658,225847,38894,8777,18790
2021-10-20,2891088,1557695,1059683,213541,31167,8589,20413
2021-10-21,2573563,1514711,927165,76535,28648,7727,18777
2021-10-22,2514602,1435911,913301,104150,34098,7883,19259
2021-10-23,2127335,1272766,717076,73487,37355,8137,18514
2021-10-24,2308300,1431506,719483,95995,33387,8294,19635
2021-10-25,2531523,1615917,775361,76728,34568,8737,20212
2021-10-26,2733712,1804395,751033,113718,32970,9273,22323
2021-10-27,2562841,1700369,735401,73366,25922,8281,19502
2021-10-28,2724834,1734993,826540,104379,27042,9496,22384
2021-10-29,3010452,1766201,1103583,75971,32883,9780,22034
2021-10-30,2904551,1749395,969857,101779,50653,9757,23110
2021-10-31,2942373,1636697,967807,260341,48719,9266,19543
2021-11-01,2841530,1693310,1000331,72281,45161,9415,21032
2021-11-02,3430928,1891419,1166528,300533,40057,10756,21635
2021-11-03,3079468,1617440,1136271,255721,40952,9279,19805
2021-11-04,2829427,1502236,1015712,243741,41268,8402,18068
2021-11-05,3150419,2034808,939041,100333,48868,8632,18737
2021-11-06,2684057,1529207,1011042,66854,50897,8373,17684
2021-11-07,2807300,1536492,1009819,189367,43495,9070,19057
2021-11-08,3250832,1732005,1215257,225319,48004,9884,20363
2021-11-09,3398256,1996437,1119094,194798,52444,11272,24211
2021-11-10,3170210,1824914,1177427,76911,60767,9892,20299
2021-11-11,3050979,1754574,1144984,66980,55843,9372,19226
2021-11-12,3043647,1678558,992093,276630,67697,8934,19735
2021-11-13,2670496,1342950,953060,273489,70750,9341,20906
2021-11-14,2901016,1520729,951363,324941,73945,9750,20288
2021-11-15,3826696,2059052,1447407,234828,51734,11116,22559
2021-11-16,3684405,2081536,1188916,306950,80142,8524,18337
2021-11-17,3087771,1628220,1120601,215816,95668,8691,18775
2021-11-18,3364338,1724557,1202410,326645,83317,8531,18878
2021-11-19,3062863,1681025,1076599,219024,61931,8601,15683
2021-11-20,2632349,1305670,932381,311865,55024,8623,18786
2021-11-21,3270013,1525695,1172195,471365,73794,9205,17759
2021-11-22,3514532,1690460,1236295,500639,61365,8558,17215
2021-11-23,3551851,1658220,1264224,550988,53850,8604,15965
2021-11-24,3528061,1715355,1220020,513927,52715,8215,17829
2021-11-25,3483681,1800188,1072652,524828,61663,8487,15863
2021-11-26,3418684,1530805,1237490,567137,56737,8108,18407
2021-11-27,3019885,1278599,1092628,563614,57250,7734,20060
2021-11-28,2935324,1180544,1120976,545245,63300,8246,17013
2021-11-29,2947795,1380406,978672,522288,39738,8527,18164
2021-11-30,3115781,1577522,992070,476559,43142,8413,18075
2021-12-01,3033180,1537280,1031304,370310,67770,8348,18168
2021-12-02,2850985,1355197,1008888,415509,44208,7814,19369
2021-12-03,3524319,1570704,1193127,688248,42879,8094,21267
2021-12-04,3112362,1498936,1018720,531399,36185,7853,19269
2021-12-05,2636447,1159896,913748,489736,45731,8076,19260
2021-12-06,3144636,1409789,1175096,442344,90654,8255,18498
2021-12-07,3128903,1430410,1060556,532783,76619,8894,19641
2021-12-08,3229595,1347302,1213505,604109,37945,8240,18494
2021-12-09,3166390,1365794,1203417,522495,43173,8005,23506
2021-12-10,3241408,1404003,1182305,590926,35434,8246,20494
2021-12-11,2594665,1184053,950414,400999,30551,7796,20852
2021-12-12,2576439,1344980,887465,270635,38799,8604,25956
2021-12-13,3101068,1400465,1125451,500095,41628,7970,25459
2021-12-14,3240765,1416966,1170744,564502,48961,8986,30606
2021-12-15,3234520,1437509,1244610,472505,50041,8485,21370
2021-12-16,2975809,1298165,1169310,446573,34627,8300,18834
2021-12-17,2763740,1310263,1066957,328583,31687,8344,17906
2021-12-18,2416542,1158747,971854,227859,32397,8013,17672
2021-12-19,2573539,1116795,933021,461728,36961,7940,17094
2021-12-20,2935807,1373880,1092798,402547,38368,7849,20365
2021-12-21,2992786,1383570,1157740,381239,39558,8125,22554
2021-12-22,2730035,1347621,901421,409569,42600,8339,20485
2021-12-23,2700075,1339119,901892,391753,40010,8364,18937
2021-12-24,3404144,1605086,1337753,399927,34589,7989,18800
2021-12-25,2327980,1100244,816950,345436,37107,7245,20998
2021-12-26,2388919,1061334,766012,498632,35138,8125,19678
2021-12-27,2575506,1262524,908112,340635,35334,8811,20090
2021-12-28,2663222,1325399,853088,425319,33456,7627,18333
2021-12-29,2749980,1350472,849158,475433,47624,7794,19499
2021-12-30,2787249,1353087,955349,421872,29290,8549,19102
2021-12-31,2606465,1260540,883718,401691,33222,8453,18841
2022-01-01,2284619,1046513,782459,384460,36427,9669,25091
2022-01-02,2679531,1122572,986425,501240,38525,10261,20508
2022-01-03,2732517,1224129,1076832,362895,39750,9874,19037
2022-01-04,2746513,1360799,931756,396479,27703,10088,19688
2022-01-05,2887152,1408873,992809,422489,33828,9707,19446
2022-01-06,2777596,1321825,967110,425587,33996,9454,19624
2022-01-07,2624160,1324147,947402,289446,34772,9360,19033
2022-01-08,2548103,1211596,786399,485357,35767,9546,19438
2022-01-09,2846870,1274402,938703,566221,38912,9899,18733
2022-01-10,3092593,1498802,1042682,481851,40496,9869,18893
2022-01-11,3050625,1402605,1055077,527266,35338,10526,19813
2022-01-12,3053000,1402291,1034213,551412,33982,10677,20425
2022-01-13,3141340,1537271,1005001,529812,37943,10473,20840
2022-01-14,3036485,1402844,1016371,543033,43070,10381,20786
2022-01-15,3046557,1310285,1054404,604765,44934,10166,22003
2022-01-16,2748901,1297654,984963,387592,45473,10866,22353
2022-01-17,3248228,1566204,1072514,512927,58447,10995,27141
2022-01-18,3134828,1538190,1076329,432195,56870,9982,21262
2022-01-19,3027135,1545711,1042634,356408,51781,10357,20244
2022-01-20,3288997,1561508,1056505,590171,48981,10941,20891
2022-01-21,3108474,1548546,1047014,424984,57338,10402,20190
2022-01-22,3220308,1556677,1031988,561621,39043,10014,20965
2022-01-23,2806492,1220291,945091,560687,49961,10190,20272
2022-01-24,2995777,1481836,1007650,433851,42267,10584,19589
2022-01-25,3229520,1544788,1081391,522078,52080,9887,19296
2022-01-26,3290137,1449017,1181594,577607,52392,9744,19783
2022-01-27,2879934,1312652,1046538,449574,41731,9673,19766
2022-01-28,2910556,1286463,1060270,493059,37085,9952,23727
2022-01-29,3065953,1196969,1047226,728590,61157,10550,21461
2022-01-30,3037111,1125599,981836,842088,51839,10210,25539
2022-01-31,2957349,1159969,983260,725112,42695,9770,36543
2022-02-01,2989536,1064743,1098478,696878,70012,10030,49395
2022-02-02,2898369,1108294,1020521,672089,42014,10006,45445
2022-02-03,2830296,1088842,1081032,546379,65925,9299,38819
2022-02-04,3130010,1239346,1085981,712226,45341,10669,36447
2022-02-05,3075028,1219591,1129053,629187,54274,10517,32406
2022-02-06,3120678,1225788,1129995,671504,57000,10275,26116
2022-02-07,3308992,1400126,1251545,570152,51942,11427,23800
2022-02-08,3389899,1437041,1222994,638977,57258,10591,23038
2022-02-09,3276984,1443708,1325125,421420,54612,10644,21475
2022-02-10,3208121,1446538,1235313,456381,37664,10616,21609
2022-02-11,3274940,1522815,1218612,458793,44167,10052,20501
2022-02-12,3072640,1376689,1222001,394590,48101,9343,21916
2022-02-13,2909679,1259312,1221888,339044,58958,9761,20716
2022-02-14,3518202,1433566,1453966,560465,40621,9707,19877
2022-02-15,3337905,1502853,1290042,466687,46307,10697,21319
2022-02-16,3702860,1490359,1312392,827771,40582,10600,21156
2022-02-17,3466624,1489068,1398253,506958,42678,9780,19887
2022-02-18,3435362,1416156,1357740,592093,39843,9730,19800
2022-02-19,3766275,1434759,1383760,875373,41815,10189,20379
2022-02-20,3429916,1362430,1433769,558754,45119,9823,20021
2022-02-21,3479622,1530131,1510840,372202,36681,9812,19956
2022-02-22,4080641,1724123,1652461,625810,38962,10193,29092
2022-02-23,3894858,1574701,1622804,610994,50007,10184,26168
2022-02-24,4004374,1687544,1722905,508915,56874,9563,18573
2022-02-25,4327200,1830145,1698575,728600,39526,10115,20239
2022-02-26,3836822,1550964,1709973,503620,41449,10082,20734
2022-02-27,3815108,1429872,1643887,671948,39140,9874,20387
2022-02-28,4135744,1625899,1780224,650536,47690,10657,20738
2022-03-01,3852498,1516766,1655213,605594,41901,11286,21738
2022-03-02,3949058,1475140,1663672,735441,43142,10357,21306
2022-03-03,3884850,1434194,1662970,724169,32812,10233,20472
2022-03-04,3930063,1360008,1665369,839239,35586,9746,20115
2022-03-05,3831584,1351183,1518780,886975,45042,9397,20207
2022-03-06,3682245,1320204,1506600,791461,34015,9655,20310
2022-03-07,3629889,1449438,1611277,509337,30142,9339,20356
2022-03-08,3650607,1391127,1586101,601253,42070,9424,20632
2022-03-09,3587406,1397270,1483864,625098,49384,10156,21634
2022-03-10,3432403,1313663,1488346,560317,38395,9871,21811
2022-03-11,3350268,1247741,1524199,507102,38805,10058,22363
2022-03-12,3118219,1256033,1335121,455976,38172,10421,22496
2022-03-13,3046852,1164603,1336841,475849,36676,10388,22495
2022-03-14,3372187,1368544,1434610,501033,36252,9709,22039
2022-03-15,3291461,1309358,1250427,656171,42621,10000,22884
2022-03-16,3319258,1367507,1148494,730092,39764,10591,22810
2022-03-17,3356517,1327190,1363535,592995,39957,10456,22384
2022-03-18,3414520,1359411,1271277,716334,35744,9919,21835
2022-03-19,3032051,1233329,1097068,631762,37335,10422,22135
2022-03-20,3120311,1189782,1219500,642090,38141,9660,21138
2022-03-21,2892391,1309896,1112249,396193,42319,10491,21243
2022-03-22,3324632,1383548,1414082,447014,45978,11494,22516
2022-03-23,3140661,1353332,1309814,410708,34381,10613,21813
2022-03-24,3248272,1415197,1434584,325045,39306,11223,22917
2022-03-25,3298373,1457303,1287497,480368,40680,10784,21741
2022-03-26,3034753,1325763,1187897,443574,45846,10278,21395
2022-03-27,3181784,1416946,1279272,408235,41808,11308,24215
2022-03-28,3537508,1669675,1328226,455665,47267,11631,25044
2022-03-29,3570583,1742143,1377007,363783,49825,10733,27092
2022-03-30,3374068,1700609,1306749,291566,40262,10868,24014
2022-03-31,3300622,1782260,1258377,179102,45637,12075,23171
2022-04-01,3361770,1552398,1298102,409429,51651,10724,39466
2022-04-02,3362103,1433144,1246649,609879,38920,10637,22874
2022-04-03,3232048,1467191,1056852,628077,47298,10719,21911
2022-04-04,3613978,1740210,1299186,496979,46551,10293,20759
2022-04-05,3315958,1716634,1162664,361353,43016,10425,21866
2022-04-06,3522331,1731308,1268032,437016,54322,10105,21548
2022-04-07,3361632,1634024,1208703,438645,48729,10112,21419
2022-04-08,3870009,1555697,1621180,622011,40560,9475,21086
2022-04-09,3466939,1458889,1359971,576979,40391,8434,22275
2022-04-10,3452092,1428961,1287138,669670,35150,8877,22296
2022-04-11,3740559,1616919,1491321,560371,41571,8598,21779
2022-04-12,3462009,1652558,1050366,686051,41649,8668,22717
2022-04-13,3593448,1579989,1129082,816884,38287,8716,20490
2022-04-14,3476623,1530574,1083324,791405,41143,8584,21593
2022-04-15,4051887,1689207,1456193,830109,44461,8849,23068
2022-04-16,3670545,1561758,1366320,663207,48741,8530,21989
2022-04-17,3475240,1519477,1197184,685192,43321,8504,21562
2022-04-18,3875636,1669397,1387386,738253,49776,8603,22221
2022-04-19,4052618,1750002,1429844,790529,50135,9309,22799
2022-04-20,4202936,1951384,1330845,838981,51215,8912,21599
2022-04-21,4149514,1803810,1412522,849262,48827,10358,24735
2022-04-22,3600125,1728072,1172307,615341,52508,9559,22338
2022-04-23,3770281,1525519,1153861,1013242,46536,8988,22135
2022-04-24,3554892,1438388,1132295,902624,51092,8499,21994
2022-04-25,4169799,1860638,1154234,1075585,47048,9382,22912
2022-04-26,4288752,1784647,1161706,1256483,52028,9417,24471
2022-04-27,4049022,1700614,1150090,1121728,46158,8470,21962
2022-04-28,3768078,1771655,1182758,741753,40812,8376,22724
2022-04-29,4353944,1855975,1424545,995061,43702,8504,26157
