dateDayStr,newTransactionSeen,newTrigger,trx_transfer,trc10_transfer,freeze_and_unfreeze_transaction,vote_transaction,other_transaction
2019-10-18,2424386,2106722,177691,134668,2436,2505,364
2019-10-19,2124885,1803235,162959,154076,2155,2213,247
2019-10-20,2170416,1907268,156562,101370,2456,2507,253
2019-10-21,2007030,1710036,178974,112648,2474,2552,346
2019-10-22,2496368,2212167,207584,71604,2302,2383,328
2019-10-23,2906974,2632034,161501,108292,2395,2492,260
2019-10-24,2872931,2534829,196616,135986,2518,2572,410
2019-10-25,2745211,2431553,167821,140456,2578,2432,371
2019-10-26,2430485,2195330,155604,74387,2404,2493,267
2019-10-27,2409335,2147964,164728,91026,2664,2583,370
2019-10-28,2607349,2339033,157491,104344,2995,3064,422
2019-10-29,2211141,1961577,153646,90323,2562,2700,333
2019-10-30,1683736,1417732,150803,109599,2589,2764,249
2019-10-31,1664457,1353548,158583,146760,2485,2800,281
2019-11-01,1700777,1453411,152332,89446,2350,2670,568
2019-11-02,1953574,1705201,147355,95314,2549,2670,485
2019-11-03,1832268,1582168,147833,95515,3059,3080,613
2019-11-04,1819466,1580291,153334,76006,2719,2652,4464
2019-11-05,1707435,1418855,155585,116611,2669,2529,11186
2019-11-06,1432567,1195640,142573,87777,2655,2742,1180
2019-11-07,1357342,1100182,145867,104241,2813,3158,1081
2019-11-08,1453283,1167340,149533,129497,3050,3187,676
2019-11-09,1749891,1521996,142903,78313,2864,3196,619
2019-11-10,1623892,1393062,147047,76880,2904,3343,656
2019-11-11,1680831,1281765,150336,241467,3149,3239,875
2019-11-12,1417131,1162222,149434,98226,2788,3203,1258
2019-11-13,1486513,1150557,179144,149798,2945,3205,864
2019-11-14,1318532,1145952,80039,85730,2880,3001,930
2019-11-15,1276117,1115617,74179,79720,2763,2866,972
2019-11-16,1079035,902973,72688,96429,2924,2916,1105
2019-11-17,1465045,1268015,62620,127526,2863,3071,950
2019-11-18,1067189,927985,61641,70271,2957,3238,1097
2019-11-19,1015693,889542,62847,56430,2826,2855,1193
2019-11-20,1020638,865532,68949,79487,2774,2877,1019
2019-11-21,1063309,914815,61605,80083,2845,2702,1259
2019-11-22,1187788,991963,85871,103305,2718,2827,1104
2019-11-23,1050926,930452,63136,51189,2613,2623,913
2019-11-24,1135590,983764,66861,78719,2637,2690,919
2019-11-25,990220,827932,77852,77730,2655,2847,1204
2019-11-26,1082948,914374,79334,82325,2691,3162,1062
2019-11-27,1050327,892847,68539,81642,2838,3383,1078
2019-11-28,1164712,1017158,66684,73933,2700,3195,1042
2019-11-29,1145987,945212,67620,126426,2768,2929,1032
2019-11-30,1063178,860371,80677,115879,2564,2741,946
2019-12-01,1011623,837542,70808,96637,2714,2879,1043
2019-12-02,1039702,889085,72376,71706,2534,2844,1157
2019-12-03,1016094,857624,67250,84461,2725,2963,1071
2019-12-04,1257768,1023721,174425,52307,3422,2727,1166
2019-12-05,1068566,951741,65260,44626,2821,3018,1100
2019-12-06,1146256,986606,100257,52106,2788,3443,1056
2019-12-07,1026587,898027,70673,50934,2741,3019,1193
2019-12-08,963174,848461,59049,48616,2849,2968,1231
2019-12-09,990762,832289,82655,68540,2809,3204,1265
2019-12-10,884261,758903,67322,51467,2627,2815,1127
2019-12-11,1248718,929561,71895,239780,3102,3209,1171
2019-12-12,952778,814030,69906,62008,2745,2991,1098
2019-12-13,975085,851293,73677,43329,2749,2802,1235
2019-12-14,957474,807392,80714,62739,2737,2695,1197
2019-12-15,1004333,867492,75393,54884,2692,2689,1183
2019-12-16,1009706,839167,72896,90690,2811,2975,1167
2019-12-17,927274,746196,64656,109681,2850,2687,1204
2019-12-18,901958,767612,66810,60878,2725,2624,1309
2019-12-19,972982,824703,74860,66491,2748,2841,1339
2019-12-20,1031744,784156,97630,143339,2697,2602,1320
2019-12-21,903336,772961,70558,53681,2447,2401,1288
2019-12-22,888985,756673,68957,56322,2966,2754,1313
2019-12-23,1158542,968447,102566,79715,3585,2934,1295
2019-12-24,1597599,1443336,79188,68663,2726,2665,1021
2019-12-25,1413035,1268782,75583,62177,2736,2585,1172
2019-12-26,1300391,1145975,82748,65060,2736,2779,1093
2019-12-27,1153759,975755,75077,96362,2678,2742,1145
2019-12-28,1731102,1570234,76744,76721,2952,2858,1593
2019-12-29,1368472,1223330,69791,68185,2757,2895,1514
2019-12-30,1368459,1223331,74731,62887,2830,2877,1803
2019-12-31,1430302,1291251,72924,59573,2595,2569,1390
2020-01-01,1319957,1187116,68786,57548,2758,2576,1173
2020-01-02,1125034,1000847,66868,50339,2796,2627,1557
2020-01-03,1049904,911316,75358,56257,2766,2825,1382
2020-01-04,979031,853473,69214,49461,2667,2914,1302
2020-01-05,977003,860825,67652,41258,2746,2698,1824
2020-01-06,951847,787131,72568,84893,2819,2671,1765
2020-01-07,853225,707667,63738,74485,2750,2597,1988
2020-01-08,814246,691875,65405,49886,2623,2625,1832
2020-01-09,886448,749863,64903,64878,2700,2675,1429
2020-01-10,876030,745677,73195,49764,2805,2815,1774
2020-01-11,1085142,747775,71242,258551,2766,2769,2039
2020-01-12,881123,759081,63880,50502,2798,2806,2056
2020-01-13,864349,743572,65946,47467,2725,2663,1976
2020-01-14,963399,802661,70671,81676,3318,2948,2125
2020-01-15,827135,690703,75368,53002,3160,3046,1856
2020-01-16,841279,716535,67874,49680,2756,2957,1477
2020-01-17,924640,710943,78788,127233,2890,3361,1425
2020-01-18,987267,739834,114309,125848,2814,2841,1621
2020-01-19,861176,730103,65797,58076,2702,2830,1668
2020-01-20,895274,659883,78504,149756,2723,2941,1467
2020-01-21,824483,696460,67800,53282,2718,2844,1379
2020-01-22,946320,806729,63875,68684,2764,2955,1313
2020-01-23,966377,768366,66782,124539,2514,2865,1311
2020-01-24,1048696,839156,85763,117425,2535,2674,1143
2020-01-25,888924,700971,78957,102507,2551,2802,1136
2020-01-26,831283,688736,74032,61832,2568,2772,1343
2020-01-27,1022363,898022,67526,48915,2738,2869,2293
2020-01-28,1296127,1161668,71907,52157,3063,3031,4301
2020-01-29,1054697,922695,74573,49754,2914,2991,1770
2020-01-30,991604,835865,83194,65337,2743,2748,1717
2020-01-31,925785,763475,69595,85583,2632,2894,1606
2020-02-01,877193,727295,77679,65164,2716,2576,1763
2020-02-02,1003316,861388,79517,54025,2986,2921,2479
2020-02-03,988374,848996,73309,59448,2751,2589,1281
2020-02-04,964593,835588,73436,48683,2776,2840,1270
2020-02-05,857976,721437,77526,51552,3191,2660,1610
2020-02-06,813635,638101,82638,84072,4125,3033,1666
2020-02-07,816985,653491,77382,78353,3250,3045,1464
2020-02-08,847528,679984,83989,76539,2947,2578,1491
2020-02-09,792526,664222,77549,42159,3702,3167,1727
2020-02-10,725091,606523,67574,43288,3124,2872,1710
2020-02-11,956421,622886,69322,256638,3047,2988,1540
2020-02-12,773977,606585,87383,72007,3333,3089,1580
2020-02-13,800825,657706,82054,53116,3289,3128,1532
2020-02-14,842279,677447,80135,76810,3196,3163,1528
2020-02-15,872114,706725,78646,78949,3245,3208,1341
2020-02-16,858828,740154,73963,37296,2958,3100,1357
2020-02-17,822991,694066,74955,47087,2739,2730,1414
2020-02-18,811851,681048,78912,44572,2780,2976,1563
2020-02-19,804022,679508,75331,42145,2760,2796,1482
2020-02-20,900219,723743,84017,84737,2824,2909,1989
2020-02-21,968664,775788,88061,94421,2810,2883,4701
2020-02-22,1033991,870422,76304,79207,3040,2959,2059
2020-02-23,1033661,902690,73846,47101,3236,3123,3665
2020-02-24,911364,771472,77727,55267,2772,2756,1370
2020-02-25,899532,767340,74668,50954,2625,2733,1212
2020-02-26,954360,814661,81464,51218,2811,2889,1317
2020-02-27,991756,865755,79521,38947,2872,3040,1621
2020-02-28,1147434,1019685,78127,43251,2470,2582,1319
2020-02-29,920275,786712,85994,40543,2613,2769,1644
2020-03-01,924849,789558,80624,47360,2752,3066,1489
2020-03-02,898010,766007,79141,44184,3770,2906,2002
2020-03-03,1029750,842244,112125,67348,3359,3096,1578
2020-03-04,829197,692146,86962,42644,2892,3032,1521
2020-03-05,834320,712093,80382,33468,2980,3944,1453
2020-03-06,828131,701589,82978,28680,2659,10713,1512
2020-03-07,947997,810900,86510,42740,2739,3401,1707
2020-03-08,991245,840544,84399,58818,2930,2968,1586
2020-03-09,948812,797294,85690,58281,2700,3099,1748
2020-03-10,982219,845790,80744,48504,2702,2837,1642
2020-03-11,1326468,964542,80455,274172,2625,3157,1517
2020-03-12,995810,830913,90120,66872,3227,3017,1661
2020-03-13,1215929,1003858,92263,111957,2949,3150,1752
2020-03-14,1220825,1050736,88417,73574,2750,3376,1972
2020-03-15,1308983,1159857,87116,54170,2860,3263,1717
2020-03-16,1335239,1180683,90623,55679,2924,3266,2064
2020-03-17,1258759,1095147,78126,77485,2822,3232,1947
2020-03-18,1361729,1143422,110007,100472,2726,3220,1882
2020-03-19,1426792,1084140,113865,220762,2811,3230,1984
2020-03-20,1187747,1007392,78828,93499,2794,3165,2069
2020-03-21,1336654,1112867,86359,130100,2497,2904,1927
2020-03-22,1251559,1030260,86103,125189,3788,3061,3158
2020-03-23,1189205,961649,93074,126472,2992,2814,2204
2020-03-24,1107878,946255,82483,71418,2708,3041,1973
2020-03-25,1184594,1009142,80044,87311,2790,3252,2055
2020-03-26,1198701,1028467,80132,82302,2595,3111,2094
2020-03-27,1165047,945128,108614,103289,2587,2999,2430
2020-03-28,1427592,1253164,95139,71491,2543,3037,2218
2020-03-29,1207001,1038498,90585,70025,2662,2997,2234
2020-03-30,1171709,985555,99234,78686,2856,2978,2400
2020-03-31,1223375,1023004,111321,80358,2800,3032,2860
2020-04-01,1116674,922759,104197,81397,2752,3106,2463
2020-04-02,1111270,922976,108570,70921,2944,3311,2548
2020-04-03,1203357,958636,122328,114225,2790,2761,2617
2020-04-04,1305624,907071,100653,289866,2690,2875,2469
2020-04-05,1220060,873523,108640,229782,2841,2816,2458
2020-04-06,1160147,859442,96622,195403,3012,3020,2648
2020-04-07,1224445,928005,97242,190776,3010,2937,2475
2020-04-08,1228207,979220,93107,147658,2809,2893,2520
2020-04-09,1109609,853458,105154,142789,2809,2887,2512
2020-04-10,1160933,886742,103910,161906,2760,3049,2566
2020-04-11,1488720,986040,91060,403244,2837,3002,2537
2020-04-12,1537144,1185138,103456,239604,3312,3083,2551
2020-04-13,1336118,986060,111979,229343,3032,3102,2602
2020-04-14,1239561,922334,107841,200481,3141,2997,2767
2020-04-15,1281336,1005293,108908,157561,3399,3551,2624
2020-04-16,1252901,971502,120179,151048,3625,3685,2862
2020-04-17,1207335,948065,121074,127873,3564,3592,3167
2020-04-18,1229784,1004047,134111,81393,3657,3645,2931
2020-04-19,1461150,1012458,185378,253092,3561,3799,2862
2020-04-20,1654571,1038323,278515,328002,3507,3503,2721
2020-04-21,1911575,1261953,379914,259636,3553,3476,3043
2020-04-22,1755452,1220442,333137,191903,3693,3437,2840
2020-04-23,1459445,1031919,183079,234668,3705,3544,2530
2020-04-24,1373788,954797,163380,245831,3809,3584,2387
2020-04-25,1368818,973551,124837,260472,3906,3558,2494
2020-04-26,1371363,955280,134057,271528,4049,3780,2669
2020-04-27,1322525,949759,131048,231639,3819,3709,2551
2020-04-28,1699670,1294850,158339,236106,3754,3768,2853
2020-04-29,1241189,900479,144281,185460,4067,3711,3191
2020-04-30,1365634,1085550,140674,128809,3867,3598,3136
2020-05-01,1266022,973054,143687,139296,3560,3516,2909
2020-05-02,1167924,948350,132720,76715,3845,3484,2810
2020-05-03,1043660,838249,105921,89854,3456,3198,2982
2020-05-04,1057753,879555,111636,56608,3444,3297,3213
2020-05-05,1162017,956535,124424,70515,3642,3397,3504
2020-05-06,1126522,939009,105239,71892,3687,3937,2758
2020-05-07,1064123,878253,105022,70068,3973,3925,2882
2020-05-08,1050214,854253,119197,66086,3803,3899,2976
2020-05-09,1124953,886147,126370,101325,4113,4026,2972
2020-05-10,1045726,870504,103451,61115,3891,3900,2865
2020-05-11,1339471,895486,105236,313563,4267,4236,16683
2020-05-12,1170262,843408,106122,209729,3980,3888,3135
2020-05-13,1069072,820891,107040,130459,3837,3862,2983
2020-05-14,1162120,768453,179796,201857,4814,4033,3167
2020-05-15,1104146,839629,111316,141581,4266,3867,3487
2020-05-16,1007211,779841,102220,114166,4091,3774,3119
2020-05-17,1106302,941815,96488,57018,4182,3965,2834
2020-05-18,1271860,947530,108494,205020,4201,3903,2712
2020-05-19,1157310,813325,139095,194341,3979,3911,2659
2020-05-20,1399546,1038954,135091,214556,4369,3927,2649
2020-05-21,1118401,747816,112937,246946,4328,3600,2774
2020-05-22,1220464,886713,103955,219160,3961,3859,2816
2020-05-23,1194695,884331,118823,180835,4149,3924,2633
2020-05-24,1212453,897002,105757,198820,4111,4114,2649
2020-05-25,1215110,886640,117062,200977,4039,3848,2544
2020-05-26,1031080,717256,125732,177129,4050,4261,2652
2020-05-27,1008859,698842,105605,194247,3792,3825,2548
2020-05-28,1253479,944149,109455,189063,4170,3967,2675
2020-05-29,1057747,744902,107691,193615,4154,3910,3475
2020-05-30,1003563,726330,115187,150405,4469,4176,2996
2020-05-31,908590,682216,120276,94636,4255,4094,3113
2020-06-01,952703,732144,115703,93034,4380,4027,3415
2020-06-02,928633,707084,124293,85323,4468,4349,3116
2020-06-03,966413,741128,119665,94423,3919,4058,3220
2020-06-04,1133567,798831,140944,181532,4249,4379,3632
2020-06-05,1060161,724549,155794,165895,4539,4374,5010
2020-06-06,1102484,848335,151629,90948,4171,3935,3466
2020-06-07,1124737,865944,161649,83801,4807,4615,3921
2020-06-08,945018,671314,166126,94337,4860,4467,3914
2020-06-09,985901,628159,169886,174778,4887,4373,3818
2020-06-10,1061233,722539,199750,125748,4975,4314,3907
2020-06-11,1035037,723176,191080,107194,5472,4468,3647
2020-06-12,1225495,909351,197917,105675,4797,4300,3455
2020-06-13,1525324,1203407,168096,141004,4849,4259,3709
2020-06-14,990611,673042,181873,123066,4259,4117,4254
2020-06-15,1059279,767516,188906,90694,4185,4077,3901
2020-06-16,940131,645776,189565,91561,4846,4161,4222
2020-06-17,948305,653699,196557,84257,5029,3977,4786
2020-06-18,964035,628926,166377,153448,5305,4047,5932
2020-06-19,839429,613942,152764,58244,4679,4074,5726
2020-06-20,1096480,830187,158720,93663,4448,3809,5653
2020-06-21,884770,637294,147957,84959,5194,3879,5487
2020-06-22,1364788,859722,167807,322266,5331,3972,5690
2020-06-23,1199184,736142,156342,292143,4798,4042,5717
2020-06-24,1158639,738658,175242,229870,4534,3992,6343
2020-06-25,1131583,757298,159818,200547,4437,3871,5612
2020-06-26,1015628,654162,175101,172262,4580,3817,5706
2020-06-27,986121,651122,179704,141593,5343,3476,4883
2020-06-28,1162570,858306,150557,140183,4740,3588,5196
2020-06-29,1014066,712626,160007,126899,4810,3957,5767
2020-06-30,950395,695302,158444,81374,4686,3706,6883
2020-07-01,913736,692962,144789,60243,4926,3772,7044
2020-07-02,974547,689856,166739,101840,5440,4020,6652
2020-07-03,977336,683312,185587,92599,5054,3787,6997
2020-07-04,1148297,858486,191076,84547,4939,3811,5438
2020-07-05,1197907,826332,186204,171156,4988,3766,5461
2020-07-06,1493424,952513,212812,310922,6689,4357,6131
2020-07-07,1189525,876023,222838,73828,6148,3904,6784
2020-07-08,1294076,1013720,207129,53108,6843,4164,9112
2020-07-09,1378999,1089706,226605,43111,7061,4139,8377
2020-07-10,1403533,1095618,239169,50146,6616,4124,7860
2020-07-11,3321305,2956906,278326,68197,6622,3803,7451
2020-07-12,4513252,4161788,255633,77382,6751,4092,7606
2020-07-13,2361187,2044406,220420,78003,6412,4147,7799
2020-07-14,2207819,1945103,190955,53252,6251,4242,8016
2020-07-15,1843387,1589883,175631,60768,5898,4054,7153
2020-07-16,1822361,1543192,213852,48703,5689,4080,6845
2020-07-17,1600354,1336475,195396,51961,5653,4058,6811
2020-07-18,1848834,1538919,221693,71933,5779,4012,6498
2020-07-19,1609216,1333216,205129,53938,6276,4077,6580
2020-07-20,1752470,1492014,196901,47061,5458,4178,6858
2020-07-21,1370624,1100441,209951,42429,6818,4012,6973
2020-07-22,1144249,875855,195596,57406,5102,3809,6481
2020-07-23,966208,753334,149776,46848,5427,4003,6820
2020-07-24,1079482,851954,158584,52517,5336,3994,7097
2020-07-25,1157246,904616,186298,49329,5674,4222,7107
2020-07-26,1170602,870052,232097,50968,5676,4476,7333
2020-07-27,1163205,828493,238711,79893,5648,4169,6291
2020-07-28,1584788,1278633,225933,62101,5985,4538,7598
2020-07-29,1451936,1109605,262936,60307,6468,4750,7870
2020-07-30,1443149,1100391,271332,53858,6065,4246,7257
2020-07-31,1481820,1128897,270332,64969,5910,4528,7184
2020-08-01,1499388,1130603,287668,62186,6544,4403,7984
2020-08-02,1912158,1528272,303817,60774,6838,4919,7538
2020-08-03,1344940,994348,269582,61668,6849,4610,7883
2020-08-04,1354471,978966,284602,72071,6747,4658,7427
2020-08-05,1374843,975012,287370,90840,7302,4773,9546
2020-08-06,1517656,1078482,322754,97381,6863,4466,7710
2020-08-07,1376511,975102,276871,105357,6673,4968,7540
2020-08-08,1451494,1062605,288186,79995,7095,5161,8452
2020-08-09,1473298,1046567,260093,145306,7347,5117,8868
2020-08-10,1462179,1067193,280901,92517,8083,5323,8162
2020-08-11,1368066,1004347,265901,77792,7393,5166,7467
2020-08-12,1491613,1087702,270158,113935,7428,4949,7441
2020-08-13,1344868,980920,273243,68315,8092,5354,8944
2020-08-14,1470811,1049830,321144,73612,9892,5736,10597
2020-08-15,1489719,1089558,323464,52263,9207,5395,9832
2020-08-16,1501480,1103887,307848,63489,9656,6218,10382
2020-08-17,1724539,1252987,349487,93660,10703,6982,10720
2020-08-18,1878146,1392263,377315,75828,14148,6791,11801
2020-08-19,1813246,1357189,363790,64577,10184,6085,11421
2020-08-20,1966776,1498904,364396,73243,12526,6364,11343
2020-08-21,1976208,1515726,364536,68533,11073,5935,10405
2020-08-22,1981907,1538418,350796,64617,10995,6771,10310
2020-08-23,1901271,1478794,334521,59884,10861,6458,10753
2020-08-24,1870749,1453242,327961,60245,11344,6503,11454
2020-08-25,2756915,2296137,353157,79237,11618,6180,10586
2020-08-26,3244567,2851155,296341,65139,11201,6665,14066
2020-08-27,3007742,2589814,315157,68090,10627,6109,17945
2020-08-28,2657885,2223621,333188,62862,10869,6279,21066
2020-08-29,2394491,1923865,342435,77032,9975,6261,34923
2020-08-30,2243536,1739456,305740,118981,10460,7023,61876
2020-08-31,2297776,1840377,320728,87638,14148,7076,27809
2020-09-01,2321344,1859615,319771,102119,15670,7950,16219
2020-09-02,2664699,2094519,390790,104419,24382,9425,41164
2020-09-03,2933424,2356775,426823,79834,31971,10178,27843
2020-09-04,2706359,2193064,374098,85743,20790,8445,24219
2020-09-05,2396444,1924047,342911,87069,14808,7006,20603
2020-09-06,2142443,1682991,337589,82780,13214,7138,18731
2020-09-07,2205420,1713224,360751,91646,15357,7095,17347
2020-09-08,2238891,1745116,358519,95453,15452,7429,16922
2020-09-09,2103853,1635791,334944,93551,13993,7420,18154
2020-09-10,2216998,1721054,357479,100118,13799,7524,17024
2020-09-11,2226499,1786337,324046,74153,16809,7566,17588
2020-09-12,2035491,1606375,304105,86119,13311,7204,18377
2020-09-13,1864833,1478925,289487,58296,12490,7131,18504
2020-09-14,1957474,1552856,308390,58493,13397,7072,17266
2020-09-15,2069892,1639822,328636,70495,12723,7255,10961
2020-09-16,2202523,1776833,320474,70806,18908,8499,7003
2020-09-17,2263942,1803077,342561,66820,17643,9106,24735
2020-09-18,2188393,1719939,373013,47350,19270,9334,19487
2020-09-19,1975733,1512980,358119,57731,16821,9251,20831
2020-09-20,1848129,1428542,310645,62620,16319,8743,21260
2020-09-21,1975686,1543537,338200,50178,15672,8574,19525
2020-09-22,1886007,1463303,329063,54341,14404,8091,16805
2020-09-23,2145279,1675321,354617,74698,14230,8185,18228
2020-09-24,1981035,1543636,330643,64862,17090,7884,16920
2020-09-25,2346117,1804370,410273,83451,18916,12171,16936
2020-09-26,2301618,1794073,388304,79449,13755,7987,18050
2020-09-27,2082885,1647080,323501,72121,14400,7968,17815
2020-09-28,2289820,1817021,354652,73056,19274,8742,17075
2020-09-29,2256934,1798423,350863,67526,14984,8209,16929
2020-09-30,2522019,2028745,371831,77450,18153,8564,17276
2020-10-01,2273257,1780323,361400,79544,19283,8520,24187
2020-10-02,2357480,1839762,412151,64650,16351,8215,16351
2020-10-03,2964964,2362796,484580,73259,17752,8621,17956
2020-10-04,2974594,2430861,424806,74958,18971,8516,16482
2020-10-05,2742063,2240474,386243,74914,16364,8245,15823
2020-10-06,2465538,1979242,367335,80918,14234,8147,15662
2020-10-07,2312842,1868573,360688,43593,17464,7454,15070
2020-10-08,2436337,1992183,361152,45321,14513,7462,15706
2020-10-09,2434298,1997437,342667,55887,15364,7698,15245
2020-10-10,2307640,1888153,343564,36920,15327,7365,16311
2020-10-11,2352000,1926826,349912,38525,13522,7321,15894
2020-10-12,2327916,1883917,366882,40991,13261,7361,15504
2020-10-13,2314754,1823053,393449,57365,16704,7344,16839
2020-10-14,2282389,1825226,354531,64621,14718,7911,15382
2020-10-15,2292281,1840416,360651,54248,12950,7638,16378
2020-10-16,2140244,1704957,342419,57565,12050,7537,15716
2020-10-17,2185033,1745931,330646,72677,12171,7053,16555
2020-10-18,4398367,3979450,317495,65747,11604,6776,17295
2020-10-19,2452667,1956049,372210,90246,12119,7194,14849
2020-10-20,2511502,2022541,365693,88252,12077,7290,15649
2020-10-21,2686778,2095283,462955,94734,11353,7160,15293
2020-10-22,2336314,1866690,375378,58302,12071,7207,16666
2020-10-23,2022829,1618889,332688,35296,11651,6721,17584
2020-10-24,1915996,1485969,306460,88635,11094,6466,17372
2020-10-25,2024952,1585811,330246,73969,11747,6588,16591
2020-10-26,2062799,1612443,349466,66235,12273,6762,15620
2020-10-27,2140473,1661318,364095,78596,12373,7333,16758
2020-10-28,2085359,1605894,367349,77144,11740,6632,16600
2020-10-29,2219362,1739487,356646,87581,12522,6753,16373
2020-10-30,1918947,1473162,315085,95983,11611,6312,16794
2020-10-31,1916484,1489151,313164,78448,12856,6360,16505
2020-11-01,1636774,1213913,268273,120400,12005,6028,16155
2020-11-02,1735050,1298560,300701,101509,11359,6181,16740
2020-11-03,2139439,1695436,286319,123579,11555,6155,16395
2020-11-04,1894905,1415935,310739,136340,10423,5469,15999
2020-11-05,1823673,1356983,291302,142345,10393,6230,16420
2020-11-06,1876426,1425444,300233,115976,11276,6351,17146
2020-11-07,2205558,1727485,302908,140625,10864,6516,17160
2020-11-08,1895615,1475804,284579,103295,9771,5967,16199
2020-11-09,1987142,1554403,307625,92691,10407,6000,16016
2020-11-10,2003290,1482461,342218,145004,10330,5774,17503
2020-11-11,1982256,1481105,325990,143451,9581,5561,16568
2020-11-12,1949339,1379292,356750,176900,12448,5687,18262
2020-11-13,1756604,1210181,341308,168136,9315,5238,22426
2020-11-14,1623553,1146155,346883,93402,9326,6072,21715
2020-11-15,1757396,1268779,343639,107082,9691,6100,22105
2020-11-16,1738715,1256959,346692,101652,9929,6073,17410
2020-11-17,1755543,1259655,351437,108093,10247,6035,20076
2020-11-18,1681013,1206979,313064,126716,10530,5876,17848
2020-11-19,1710578,1230885,323412,121082,10623,6381,18195
2020-11-20,1859646,1365034,354624,107480,11234,6513,14761
2020-11-21,1690604,1207543,326233,122816,12008,6868,15136
2020-11-22,1694127,1205172,344949,111341,11362,6771,14532
2020-11-23,1817028,1286180,359805,126418,20861,6827,16937
2020-11-24,2095774,1486515,423737,146688,14303,7780,16751
2020-11-25,1818818,1260468,406798,116897,16713,7138,10804
2020-11-26,1734866,1229939,399655,69949,15721,6255,13347
2020-11-27,1743869,1234181,371437,101570,15355,6546,14780
2020-11-28,1730166,1179369,364745,148254,15447,6499,15852
2020-11-29,1833953,1180154,363292,255058,14688,6440,14321
2020-11-30,1942663,1310471,360263,233329,16801,6885,14914
2020-12-01,2180366,1490886,453847,195631,17742,7423,14837
2020-12-02,2041579,1338095,454351,211253,16961,6774,14145
2020-12-03,2298532,1666315,484746,105051,21483,7212,13725
2020-12-04,2160278,1546078,472212,97742,22906,7044,14296
2020-12-05,1736446,1196890,419363,83121,15939,6626,14507
2020-12-06,1604825,1032546,392732,142380,13998,6536,16633
2020-12-07,1748647,1129103,400890,184019,15224,6720,12691
2020-12-08,1782280,1165264,434535,154915,14084,6369,7113
2020-12-09,1895365,1104127,631492,125096,13695,6004,14951
2020-12-10,1761961,1088651,461326,168389,14451,5736,23408
2020-12-11,1663574,1051734,422889,152212,13227,5306,18206
2020-12-12,1569981,1010886,370600,152849,12515,5823,17308
2020-12-13,1656459,1027479,479379,112725,13111,6310,17455
2020-12-14,2034526,1159637,626185,214682,12898,5967,15157
2020-12-15,1671918,1065986,395188,174254,16180,6384,13926
2020-12-16,1690145,1122085,400189,133212,14721,6127,13811
2020-12-17,1805511,1170195,463720,137128,14751,6123,13594
2020-12-18,1717365,1123440,408866,153255,13763,5635,12406
2020-12-19,1853406,1251658,397992,170485,13771,5895,13605
2020-12-20,1690746,1134976,382697,140207,13799,6049,13018
2020-12-21,1858014,1265072,426746,134568,13594,5634,12400
2020-12-22,1779224,1193436,416288,137093,13743,5954,12710
2020-12-23,1871669,1288963,420114,129007,15503,5798,12284
2020-12-24,1813490,1248276,376458,157527,13806,5403,12020
2020-12-25,1740833,1200414,373218,133972,14884,5557,12788
2020-12-26,1689510,1224169,352648,78352,14336,5846,14159
2020-12-27,1734435,1144562,416586,137609,14838,6211,14629
2020-12-28,1936693,1273469,407036,222704,13584,6360,13540
2020-12-29,2039542,1353196,473325,177801,16282,5885,13053
2020-12-30,2091259,1446499,423539,188875,13763,5768,12815
2020-12-31,1954680,1292873,457276,173699,13734,5263,11835
2021-01-01,1779673,1211978,366469,170542,12592,5280,12812
2021-01-02,1994507,1342555,441082,176486,13879,6126,14379
2021-01-03,2388789,1658091,564743,123755,21512,6258,14430
2021-01-04,1906838,1241657,474365,153746,16449,6320,14301
2021-01-05,1814091,1204111,379216,196779,14312,6498,13175
2021-01-06,1846629,1143903,380563,284953,16583,6931,13696
2021-01-07,1875593,1262473,348141,227127,16575,6865,14412
2021-01-08,2017170,1349301,353933,279470,14672,6334,13460
2021-01-09,2048074,1361663,438579,211089,15988,6523,14232
2021-01-10,2100392,1367848,421681,274088,16447,6500,13828
2021-01-11,2130684,1396760,500768,192970,20835,5805,13546
2021-01-12,1947843,1375415,343171,183711,25096,6155,14295
2021-01-13,2118266,1572590,333345,169277,23389,5883,13782
2021-01-14,2309484,1623543,361435,284125,20897,6061,13423
2021-01-15,2575197,1700731,644372,193036,18158,5817,13083
2021-01-16,2542256,1710644,406413,388335,16876,6046,13942
2021-01-17,2597325,1833510,353207,374884,15796,6426,13502
2021-01-18,2483700,1896381,371356,181085,15325,6249,13304
2021-01-19,2938668,2059893,386506,448307,23609,6503,13850
2021-01-20,3336017,2119577,358110,825449,14234,6125,12522
2021-01-21,3301322,2134032,397799,737894,13363,5904,12330
2021-01-22,3481444,2439574,393147,607517,21882,6023,13301
2021-01-23,3330883,2377395,343801,575049,15113,6023,13502
2021-01-24,3178407,2494476,328850,319043,16127,6357,13554
2021-01-25,3379152,2601147,362731,382579,16356,6106,10233
2021-01-26,3412470,2386280,427037,570695,15621,5573,7264
2021-01-27,3224126,2271821,445545,479390,15515,5733,6122
2021-01-28,3146980,2101994,472360,543383,16639,5710,6894
2021-01-29,3206345,2375552,567406,220454,21167,6678,15088
2021-01-30,3388883,2297663,474276,576766,17932,6525,15721
2021-01-31,3286857,2391111,500190,352479,21499,6708,14870
2021-02-01,3326525,2355151,494659,436931,20388,6446,12950
2021-02-02,3307420,2525000,478404,260295,20077,6613,17031
2021-02-03,3544378,2631002,490899,380801,22797,6585,12294
