Date(UTC),UnixTimeStamp,Value (Wei),Month,Year,ETH,Transactions Per Day,Average Gas In ETH,,,,,,,
3/7/19,1551916800,13740882181,March,2019,1.37409E-08,572685,0.007869197,,,,,,,
3/8/19,1552003200,13479470622,March,2019,1.34795E-08,562361,0.007580329,,,,,,,
3/9/19,1552089600,11957111022,March,2019,1.19571E-08,555854,0.006646408,,,,,,,
3/10/19,1552176000,12106103256,March,2019,1.21061E-08,484038,0.005859814,,,,,,,
3/11/19,1552262400,12484460496,March,2019,1.24845E-08,536412,0.006696814,,,,,,,
3/12/19,1552348800,12238102548,March,2019,1.22381E-08,564306,0.006906035,,,,,,,
3/13/19,1552435200,11704565023,March,2019,1.17046E-08,573281,0.006710005,,,,,,,
3/14/19,1552521600,11052545157,March,2019,1.10525E-08,573828,0.00634226,,,,,,,
3/15/19,1552608000,11016047852,March,2019,1.1016E-08,553012,0.006092007,,,,,,,
3/16/19,1552694400,10383394399,March,2019,1.03834E-08,504183,0.005235131,,,,,,,
3/17/19,1552780800,14577386112,March,2019,1.45774E-08,494872,0.00721394,,,,,,,
3/18/19,1552867200,1.95879E+11,March,2019,1.95879E-07,573940,0.112422952,,,,,,,
3/19/19,1552953600,13115885101,March,2019,1.31159E-08,635940,0.008340916,,,,,,,
3/20/19,1553040000,12179174942,March,2019,1.21792E-08,630313,0.007676692,,,,,,,
3/21/19,1553126400,13904796043,March,2019,1.39048E-08,618318,0.008597586,,,,,,,
3/22/19,1553212800,12584442788,March,2019,1.25844E-08,628700,0.007911839,,,,,,,
3/23/19,1553299200,10993968628,March,2019,1.0994E-08,561778,0.00617617,,,,,,,
3/24/19,1553385600,11003609358,March,2019,1.10036E-08,549073,0.006041785,,,,,,,
3/25/19,1553472000,12549223821,March,2019,1.25492E-08,648670,0.008140305,,,,,,,
3/26/19,1553558400,13059718677,March,2019,1.30597E-08,629010,0.008214694,,,,,,,
3/27/19,1553644800,13596847307,March,2019,1.35968E-08,625948,0.008510919,,,,,,,
3/28/19,1553731200,12197114669,March,2019,1.21971E-08,634367,0.007737447,,,,,,,
3/29/19,1553817600,12576130900,March,2019,1.25761E-08,640352,0.008053151,,,,,,,
3/30/19,1553904000,10413550419,March,2019,1.04136E-08,667967,0.006955908,,,,,,,
3/31/19,1553990400,10558447429,March,2019,1.05584E-08,646230,0.006823185,,,,,,,
4/1/19,1554076800,12552870066,April,2019,1.25529E-08,687574,0.008631027,,,,,,,
4/2/19,1554163200,13857811373,April,2019,1.38578E-08,758900,0.010516693,,,,,,,
4/3/19,1554249600,16783552076,April,2019,1.67836E-08,746605,0.012530684,,,,,,,
4/4/19,1554336000,13718910474,April,2019,1.37189E-08,673520,0.009239961,,,,,,,
4/5/19,1554422400,11844298751,April,2019,1.18443E-08,621924,0.007366254,,,,,,,
4/6/19,1554508800,10759382633,April,2019,1.07594E-08,559039,0.006014915,,,,,,,
4/7/19,1554595200,11332764771,April,2019,1.13328E-08,572886,0.006492382,,,,,,,
4/8/19,1554681600,12537949552,April,2019,1.25379E-08,668000,0.00837535,,,,,,,
4/9/19,1554768000,12040035380,April,2019,1.204E-08,656914,0.007909268,,,,,,,
4/10/19,1554854400,15258127612,April,2019,1.52581E-08,674070,0.010285046,,,,,,,
4/11/19,1554940800,12499489602,April,2019,1.24995E-08,729032,0.009112528,,,,,,,
4/12/19,1555027200,11673635693,April,2019,1.16736E-08,694793,0.00811076,,,,,,,
4/13/19,1555113600,10652876605,April,2019,1.06529E-08,614291,0.006543966,,,,,,,
4/14/19,1555200000,10388886423,April,2019,1.03889E-08,551055,0.005724848,,,,,,,
4/15/19,1555286400,10617255578,April,2019,1.06173E-08,622058,0.006604549,,,,,,,
4/16/19,1555372800,10784749556,April,2019,1.07847E-08,656461,0.007079767,,,,,,,
4/17/19,1555459200,11272692912,April,2019,1.12727E-08,681896,0.007686804,,,,,,,
4/18/19,1555545600,11933245058,April,2019,1.19332E-08,697650,0.008325228,,,,,,,
4/19/19,1555632000,11036616753,April,2019,1.10366E-08,693183,0.007650395,,,,,,,
4/20/19,1555718400,8988625935,April,2019,8.98863E-09,686824,0.006173604,,,,,,,
4/21/19,1555804800,9504825894,April,2019,9.50483E-09,631190,0.005999351,,,,,,,
4/22/19,1555891200,10745867154,April,2019,1.07459E-08,719306,0.007729567,,,,,,,
4/23/19,1555977600,11225045012,April,2019,1.1225E-08,729268,0.008186066,,,,,,,
4/24/19,1556064000,12141527708,April,2019,1.21415E-08,668917,0.008121674,,,,,,,
4/25/19,1556150400,10528010066,April,2019,1.0528E-08,680812,0.007167596,,,,,,,
4/26/19,1556236800,12095560071,April,2019,1.20956E-08,661061,0.007995903,,,,,,,
4/27/19,1556323200,9632992552,April,2019,9.63299E-09,562687,0.00542036,,,,,,,
4/28/19,1556409600,9399212617,April,2019,9.39921E-09,593482,0.005578264,,,,,,,
4/29/19,1556496000,10356343230,April,2019,1.03563E-08,628989,0.006514026,,,,,,,
4/30/19,1556582400,10119622328,April,2019,1.01196E-08,707771,0.007162375,,,,,,,
5/1/19,1556668800,9786414125,May,2019,9.78641E-09,703790,0.00688758,,,,,,,
5/2/19,1556755200,40480290586,May,2019,4.04803E-08,626308,0.02535313,,,,,,,
5/3/19,1556841600,10997063020,May,2019,1.09971E-08,670882,0.007377732,,,,,,,
5/4/19,1556928000,10092628539,May,2019,1.00926E-08,623395,0.006291694,,,,,,,
5/5/19,1557014400,9698121519,May,2019,9.69812E-09,637464,0.006182203,,,,,,,
5/6/19,1557100800,10589774139,May,2019,1.05898E-08,706135,0.00747781,,,,,,,
5/7/19,1557187200,12582212961,May,2019,1.25822E-08,658146,0.008280933,,,,,,,
5/8/19,1557273600,10988087035,May,2019,1.09881E-08,686996,0.007548772,,,,,,,
5/9/19,1557360000,10636414510,May,2019,1.06364E-08,718440,0.007641626,,,,,,,
5/10/19,1557446400,11387738585,May,2019,1.13877E-08,736762,0.008390053,,,,,,,
5/11/19,1557532800,10905004770,May,2019,1.0905E-08,742337,0.008095189,,,,,,,
5/12/19,1557619200,10835160355,May,2019,1.08352E-08,715827,0.0077561,,,,,,,
5/13/19,1557705600,13689484729,May,2019,1.36895E-08,758695,0.010386144,,,,,,,
5/14/19,1557792000,13338733306,May,2019,1.33387E-08,830785,0.01108162,,,,,,,
5/15/19,1557878400,16275386400,May,2019,1.62754E-08,847606,0.013795115,,,,,,,
5/16/19,1557964800,21005575115,May,2019,2.10056E-08,908208,0.019077431,,,,,,,
5/17/19,1558051200,18212850135,May,2019,1.82129E-08,810320,0.014758237,,,,,,,
5/18/19,1558137600,14709151796,May,2019,1.47092E-08,735420,0.010817404,,,,,,,
5/19/19,1558224000,14046405891,May,2019,1.40464E-08,752431,0.010568951,,,,,,,
5/20/19,1558310400,15523993957,May,2019,1.5524E-08,860161,0.013353134,,,,,,,
5/21/19,1558396800,12949937514,May,2019,1.29499E-08,812799,0.010525696,,,,,,,
5/22/19,1558483200,16439389013,May,2019,1.64394E-08,873384,0.014357899,,,,,,,
5/23/19,1558569600,14469157604,May,2019,1.44692E-08,846724,0.012251383,,,,,,,
5/24/19,1558656000,15059891209,May,2019,1.50599E-08,904057,0.013615,,,,,,,
5/25/19,1558742400,12137206615,May,2019,1.21372E-08,839949,0.010194635,,,,,,,
5/26/19,1558828800,10795166754,May,2019,1.07952E-08,763094,0.008237727,,,,,,,
5/27/19,1558915200,14709981473,May,2019,1.471E-08,941733,0.013852875,,,,,,,
5/28/19,1559001600,15120065441,May,2019,1.51201E-08,910535,0.013767349,,,,,,,
5/29/19,1559088000,16609583268,May,2019,1.66096E-08,947509,0.01573773,,,,,,,
5/30/19,1559174400,17362707848,May,2019,1.73627E-08,891907,0.015485921,,,,,,,
5/31/19,1559260800,15875042148,May,2019,1.5875E-08,870676,0.013822018,,,,,,,
6/1/19,1559347200,13503119540,June,2019,1.35031E-08,956751,0.012919123,,,,,,,
6/2/19,1559433600,10838097166,June,2019,1.08381E-08,890894,0.009655596,,,,,,,
6/3/19,1559520000,13640935323,June,2019,1.36409E-08,889067,0.012127705,,,,,,,
6/4/19,1559606400,14336552294,June,2019,1.43366E-08,891955,0.01278756,,,,,,,
6/5/19,1559692800,14726678555,June,2019,1.47267E-08,799392,0.011772389,,,,,,,
6/6/19,1559779200,12778204456,June,2019,1.27782E-08,824817,0.01053968,,,,,,,
6/7/19,1559865600,13551596264,June,2019,1.35516E-08,758454,0.010278262,,,,,,,
6/8/19,1559952000,17865004622,June,2019,1.7865E-08,992653,0.01773375,,,,,,,
6/9/19,1560038400,11772205947,June,2019,1.17722E-08,715741,0.00842585,,,,,,,
6/10/19,1560124800,18767554680,June,2019,1.87676E-08,963694,0.01808618,,,,,,,
6/11/19,1560211200,15302451335,June,2019,1.53025E-08,930038,0.014231861,,,,,,,
6/12/19,1560297600,10704744804,June,2019,1.07047E-08,860682,0.009213381,,,,,,,
6/13/19,1560384000,12498549026,June,2019,1.24985E-08,749758,0.009370887,,,,,,,
6/14/19,1560470400,14507586823,June,2019,1.45076E-08,825364,0.01197404,,,,,,,
6/15/19,1560556800,16655327552,June,2019,1.66553E-08,938952,0.015638553,,,,,,,
6/16/19,1560643200,11744583227,June,2019,1.17446E-08,888979,0.010440688,,,,,,,
6/17/19,1560729600,18033291141,June,2019,1.80333E-08,944094,0.017025122,,,,,,,
6/18/19,1560816000,14140107747,June,2019,1.41401E-08,850016,0.012019318,,,,,,,
6/19/19,1560902400,15149051110,June,2019,1.51491E-08,886054,0.013422877,,,,,,,
6/20/19,1560988800,19171082160,June,2019,1.91711E-08,985024,0.018883976,,,,,,,
6/21/19,1561075200,13132476474,June,2019,1.31325E-08,777627,0.010212168,,,,,,,
6/22/19,1561161600,13079405563,June,2019,1.30794E-08,758133,0.009915929,,,,,,,
6/23/19,1561248000,12904678821,June,2019,1.29047E-08,773499,0.009981756,,,,,,,
6/24/19,1561334400,14343913979,June,2019,1.43439E-08,809637,0.011613363,,,,,,,
6/25/19,1561420800,18442820009,June,2019,1.84428E-08,932194,0.017192286,,,,,,,
6/26/19,1561507200,18226501386,June,2019,1.82265E-08,848601,0.015467027,,,,,,,
6/27/19,1561593600,20536617245,June,2019,2.05366E-08,814118,0.01671923,,,,,,,
6/28/19,1561680000,17836887762,June,2019,1.78369E-08,1004170,0.017911268,,,,,,,
6/29/19,1561766400,14969393891,June,2019,1.49694E-08,733337,0.01097761,,,,,,,
6/30/19,1561852800,16147637271,June,2019,1.61476E-08,685958,0.011076601,,,,,,,
7/1/19,1561939200,19512205713,July,2019,1.95122E-08,951985,0.018575327,,,,,,,
7/2/19,1562025600,15735865298,July,2019,1.57359E-08,895054,0.014084449,,,,,,,
7/3/19,1562112000,13480141945,July,2019,1.34801E-08,753227,0.010153607,,,,,,,
7/4/19,1562198400,12364123019,July,2019,1.23641E-08,747514,0.009242355,,,,,,,
7/5/19,1562284800,14987264501,July,2019,1.49873E-08,849080,0.012725387,,,,,,,
7/6/19,1562371200,14142027457,July,2019,1.4142E-08,754040,0.010663654,,,,,,,
7/7/19,1562457600,11147195619,July,2019,1.11472E-08,582067,0.006488415,,,,,,,
7/8/19,1562544000,15397601493,July,2019,1.53976E-08,809796,0.012468916,,,,,,,
7/9/19,1562630400,13383300658,July,2019,1.33833E-08,771955,0.010331306,,,,,,,
7/10/19,1562716800,12326418288,July,2019,1.23264E-08,736096,0.009073427,,,,,,,
7/11/19,1562803200,17687551350,July,2019,1.76876E-08,975288,0.017250457,,,,,,,
7/12/19,1562889600,13888489542,July,2019,1.38885E-08,726392,0.010088488,,,,,,,
7/13/19,1562976000,11680585984,July,2019,1.16806E-08,587283,0.00685981,,,,,,,
7/14/19,1563062400,14577611095,July,2019,1.45776E-08,613490,0.008943219,,,,,,,
7/15/19,1563148800,14426857237,July,2019,1.44269E-08,743294,0.010723396,,,,,,,
7/16/19,1563235200,22122486062,July,2019,2.21225E-08,1003278,0.022195004,,,,,,,
7/17/19,1563321600,19083353124,July,2019,1.90834E-08,830029,0.015839737,,,,,,,
7/18/19,1563408000,13195635523,July,2019,1.31956E-08,667874,0.008813022,,,,,,,
7/19/19,1563494400,17348942255,July,2019,1.73489E-08,815548,0.014148895,,,,,,,
7/20/19,1563580800,11840097601,July,2019,1.18401E-08,584085,0.006915623,,,,,,,
7/21/19,1563667200,12479706324,July,2019,1.24797E-08,522416,0.006519598,,,,,,,
7/22/19,1563753600,12142840638,July,2019,1.21428E-08,640666,0.007779505,,,,,,,
7/23/19,1563840000,13450918814,July,2019,1.34509E-08,606795,0.00816195,,,,,,,
7/24/19,1563926400,18814448444,July,2019,1.88144E-08,907213,0.017068712,,,,,,,
7/25/19,1564012800,17932204080,July,2019,1.79322E-08,949864,0.017033155,,,,,,,
7/26/19,1564099200,12838413297,July,2019,1.28384E-08,640260,0.008219922,,,,,,,
7/27/19,1564185600,11947823376,July,2019,1.19478E-08,577697,0.006902222,,,,,,,
7/28/19,1564272000,10847884346,July,2019,1.08479E-08,572697,0.006212551,,,,,,,
7/29/19,1564358400,12397806559,July,2019,1.23978E-08,676990,0.008393191,,,,,,,
7/30/19,1564444800,12981815912,July,2019,1.29818E-08,715782,0.00929215,,,,,,,
7/31/19,1564531200,13135247596,July,2019,1.31352E-08,684284,0.00898824,,,,,,,
8/1/19,1564617600,18322408906,August,2019,1.83224E-08,877643,0.016080534,,,,,,,
8/2/19,1564704000,14823555455,August,2019,1.48236E-08,768312,0.011389116,,,,,,,
8/3/19,1564790400,17617275530,August,2019,1.76173E-08,783492,0.013802994,,,,,,,
8/4/19,1564876800,10409458393,August,2019,1.04095E-08,569134,0.005924377,,,,,,,
8/5/19,1564963200,12210509054,August,2019,1.22105E-08,718438,0.008772494,,,,,,,
8/6/19,1565049600,12165349434,August,2019,1.21653E-08,732052,0.008905668,,,,,,,
8/7/19,1565136000,11738350907,August,2019,1.17384E-08,742477,0.008715456,,,,,,,
8/8/19,1565222400,12955325988,August,2019,1.29553E-08,692736,0.008974621,,,,,,,
8/9/19,1565308800,13282666611,August,2019,1.32827E-08,721762,0.009586924,,,,,,,
8/10/19,1565395200,12206554100,August,2019,1.22066E-08,630929,0.007701469,,,,,,,
8/11/19,1565481600,11603713466,August,2019,1.16037E-08,582507,0.006759244,,,,,,,
8/12/19,1565568000,12880972727,August,2019,1.2881E-08,712949,0.009183477,,,,,,,
8/13/19,1565654400,18843208007,August,2019,1.88432E-08,698671,0.013165203,,,,,,,
8/14/19,1565740800,12123884054,August,2019,1.21239E-08,736647,0.008931023,,,,,,,
8/15/19,1565827200,14148150754,August,2019,1.41482E-08,689076,0.009749151,,,,,,,
8/16/19,1565913600,12115168092,August,2019,1.21152E-08,718875,0.008709291,,,,,,,
8/17/19,1566000000,10569108357,August,2019,1.05691E-08,641106,0.006775919,,,,,,,
8/18/19,1566086400,11034378823,August,2019,1.10344E-08,627260,0.006921424,,,,,,,
8/19/19,1566172800,13799990972,August,2019,1.38E-08,724461,0.009997555,,,,,,,
8/20/19,1566259200,13732033156,August,2019,1.3732E-08,733520,0.010072721,,,,,,,
8/21/19,1566345600,16137663683,August,2019,1.61377E-08,731500,0.011804701,,,,,,,
8/22/19,1566432000,14728994674,August,2019,1.4729E-08,737144,0.01085739,,,,,,,
8/23/19,1566518400,13885136910,August,2019,1.38851E-08,733282,0.010181721,,,,,,,
8/24/19,1566604800,12922493779,August,2019,1.29225E-08,684235,0.008842023,,,,,,,
8/25/19,1566691200,13825531935,August,2019,1.38255E-08,677260,0.00936348,,,,,,,
8/26/19,1566777600,17091718069,August,2019,1.70917E-08,750845,0.012833231,,,,,,,
8/27/19,1566864000,14643027992,August,2019,1.4643E-08,748158,0.010955299,,,,,,,
8/28/19,1566950400,14687429096,August,2019,1.46874E-08,722262,0.010608172,,,,,,,
8/29/19,1567036800,14972039939,August,2019,1.4972E-08,724189,0.010842587,,,,,,,
8/30/19,1567123200,14683175769,August,2019,1.46832E-08,713194,0.010471953,,,,,,,
8/31/19,1567209600,14081874858,August,2019,1.40819E-08,679773,0.009572478,,,,,,,
9/1/19,1567296000,14737729279,September,2019,1.47377E-08,690235,0.010172497,,,,,,,
9/2/19,1567382400,15926990579,September,2019,1.5927E-08,757539,0.012065317,,,,,,,
9/3/19,1567468800,14923674985,September,2019,1.49237E-08,751224,0.011211023,,,,,,,
9/4/19,1567555200,14800053906,September,2019,1.48001E-08,714432,0.010573632,,,,,,,
9/5/19,1567641600,18537447007,September,2019,1.85374E-08,769872,0.014271461,,,,,,,
9/6/19,1567728000,18511322392,September,2019,1.85113E-08,768500,0.014225951,,,,,,,
9/7/19,1567814400,17638675225,September,2019,1.76387E-08,677445,0.011949232,,,,,,,
9/8/19,1567900800,18529952052,September,2019,1.853E-08,675137,0.012510256,,,,,,,
9/9/19,1567987200,20493754439,September,2019,2.04938E-08,756508,0.015503689,,,,,,,
9/10/19,1568073600,21909433505,September,2019,2.19094E-08,691617,0.015152937,,,,,,,
9/11/19,1568160000,21354287415,September,2019,2.13543E-08,705292,0.015061008,,,,,,,
9/12/19,1568246400,22875111264,September,2019,2.28751E-08,723726,0.016555313,,,,,,,
9/13/19,1568332800,22002957173,September,2019,2.2003E-08,623470,0.013718184,,,,,,,
9/14/19,1568419200,22838238246,September,2019,2.28382E-08,628467,0.014353079,,,,,,,
9/15/19,1568505600,22247768825,September,2019,2.22478E-08,633961,0.014104218,,,,,,,
9/16/19,1568592000,22828478879,September,2019,2.28285E-08,733010,0.016733503,,,,,,,
9/17/19,1568678400,26408295258,September,2019,2.64083E-08,681814,0.018005545,,,,,,,
9/18/19,1568764800,28400755958,September,2019,2.84008E-08,708743,0.020128837,,,,,,,
9/19/19,1568851200,29790611153,September,2019,2.97906E-08,692484,0.020629522,,,,,,,
9/20/19,1568937600,28547468411,September,2019,2.85475E-08,717128,0.020472189,,,,,,,
9/21/19,1569024000,23160146334,September,2019,2.31601E-08,596973,0.013825982,,,,,,,
9/22/19,1569110400,20620710292,September,2019,2.06207E-08,576563,0.011889139,,,,,,,
9/23/19,1569196800,25273983935,September,2019,2.5274E-08,639394,0.016160034,,,,,,,
9/24/19,1569283200,29005803910,September,2019,2.90058E-08,709522,0.020580256,,,,,,,
9/25/19,1569369600,34523331716,September,2019,3.45233E-08,677675,0.023395599,,,,,,,
9/26/19,1569456000,24844463848,September,2019,2.48445E-08,657676,0.016339608,,,,,,,
9/27/19,1569542400,25309113745,September,2019,2.53091E-08,623632,0.015783573,,,,,,,
9/28/19,1569628800,22571983572,September,2019,2.2572E-08,607857,0.013720538,,,,,,,
9/29/19,1569715200,23509644437,September,2019,2.35096E-08,591986,0.01391738,,,,,,,
9/30/19,1569801600,21698036057,September,2019,2.1698E-08,683924,0.014839808,,,,,,,
10/1/19,1569888000,14792630237,October,2019,1.47926E-08,645073,0.009542326,,,,,,,
10/2/19,1569974400,14784178819,October,2019,1.47842E-08,627137,0.009271706,,,,,,,
10/3/19,1570060800,16416641528,October,2019,1.64166E-08,615189,0.010099337,,,,,,,
10/4/19,1570147200,16620612726,October,2019,1.66206E-08,590197,0.009809436,,,,,,,
10/5/19,1570233600,15308020009,October,2019,1.5308E-08,595118,0.009110078,,,,,,,
10/6/19,1570320000,13863525470,October,2019,1.38635E-08,571769,0.007926734,,,,,,,
10/7/19,1570406400,14672557297,October,2019,1.46726E-08,629382,0.009234643,,,,,,,
10/8/19,1570492800,14792097829,October,2019,1.47921E-08,710373,0.010507907,,,,,,,
10/9/19,1570579200,16947877071,October,2019,1.69479E-08,751354,0.012733855,,,,,,,
10/10/19,1570665600,15841678706,October,2019,1.58417E-08,706127,0.011186237,,,,,,,
10/11/19,1570752000,15370015405,October,2019,1.537E-08,702673,0.010800095,,,,,,,
10/12/19,1570838400,14536181143,October,2019,1.45362E-08,634450,0.00922248,,,,,,,
10/13/19,1570924800,15214219663,October,2019,1.52142E-08,566845,0.008624104,,,,,,,
10/14/19,1571011200,15219524599,October,2019,1.52195E-08,650601,0.009901838,,,,,,,
10/15/19,1571097600,15110469830,October,2019,1.51105E-08,690703,0.010436847,,,,,,,
10/16/19,1571184000,14449734443,October,2019,1.44497E-08,694589,0.010036627,,,,,,,
10/17/19,1571270400,14111516782,October,2019,1.41115E-08,703704,0.009930331,,,,,,,
10/18/19,1571356800,14295776270,October,2019,1.42958E-08,733646,0.010488039,,,,,,,
10/19/19,1571443200,14181262788,October,2019,1.41813E-08,665170,0.009432951,,,,,,,
10/20/19,1571529600,15579342674,October,2019,1.55793E-08,612341,0.00953987,,,,,,,
10/21/19,1571616000,15275793403,October,2019,1.52758E-08,678528,0.010365054,,,,,,,
10/22/19,1571702400,16354366795,October,2019,1.63544E-08,726230,0.011877032,,,,,,,
10/23/19,1571788800,18828418999,October,2019,1.88284E-08,736388,0.013865022,,,,,,,
10/24/19,1571875200,15247927380,October,2019,1.52479E-08,724917,0.011053482,,,,,,,
10/25/19,1571961600,16022315848,October,2019,1.60223E-08,741655,0.011883031,,,,,,,
10/26/19,1572048000,16003775608,October,2019,1.60038E-08,716822,0.011471858,,,,,,,
10/27/19,1572134400,14662908845,October,2019,1.46629E-08,642955,0.009427591,,,,,,,
10/28/19,1572220800,16063415762,October,2019,1.60634E-08,721335,0.011587104,,,,,,,
10/29/19,1572307200,16275212916,October,2019,1.62752E-08,707622,0.011516699,,,,,,,
10/30/19,1572393600,16158350778,October,2019,1.61584E-08,717618,0.011595523,,,,,,,
10/31/19,1572480000,15988367551,October,2019,1.59884E-08,744118,0.011897232,,,,,,,
11/1/19,1572566400,15357755865,November,2019,1.53578E-08,705019,0.01082751,,,,,,,
11/2/19,1572652800,14245599208,November,2019,1.42456E-08,590976,0.008418807,,,,,,,
11/3/19,1572739200,14596844718,November,2019,1.45968E-08,571113,0.008336448,,,,,,,
11/4/19,1572825600,15086847398,November,2019,1.50868E-08,670783,0.010120001,,,,,,,
11/5/19,1572912000,14471734891,November,2019,1.44717E-08,739254,0.010698288,,,,,,,
11/6/19,1572998400,13890291945,November,2019,1.38903E-08,707733,0.009830618,,,,,,,
11/7/19,1573084800,17205356282,November,2019,1.72054E-08,857371,0.014751374,,,,,,,
11/8/19,1573171200,14143518466,November,2019,1.41435E-08,699138,0.009888271,,,,,,,
11/9/19,1573257600,14334783126,November,2019,1.43348E-08,604007,0.008658309,,,,,,,
11/10/19,1573344000,13888122126,November,2019,1.38881E-08,609364,0.008462922,,,,,,,
11/11/19,1573430400,14764625146,November,2019,1.47646E-08,710155,0.010485172,,,,,,,
11/12/19,1573516800,14527702801,November,2019,1.45277E-08,708660,0.010295202,,,,,,,
11/13/19,1573603200,14942230244,November,2019,1.49422E-08,713551,0.010662043,,,,,,,
11/14/19,1573689600,15987898238,November,2019,1.59879E-08,679505,0.010863857,,,,,,,
11/15/19,1573776000,14426485520,November,2019,1.44265E-08,683049,0.009853997,,,,,,,
11/16/19,1573862400,13100698613,November,2019,1.31007E-08,596661,0.007816676,,,,,,,
11/17/19,1573948800,13599253833,November,2019,1.35993E-08,600168,0.008161837,,,,,,,
11/18/19,1574035200,21613413943,November,2019,2.16134E-08,734472,0.015874447,,,,,,,
11/19/19,1574121600,14275368805,November,2019,1.42754E-08,735532,0.010499991,,,,,,,
11/20/19,1574208000,15039835571,November,2019,1.50398E-08,689771,0.010374042,,,,,,,
11/21/19,1574294400,17827294565,November,2019,1.78273E-08,762896,0.013600372,,,,,,,
11/22/19,1574380800,23870653045,November,2019,2.38707E-08,794748,0.018971154,,,,,,,
11/23/19,1574467200,13470958455,November,2019,1.3471E-08,631670,0.0085092,,,,,,,
11/24/19,1574553600,13759387353,November,2019,1.37594E-08,596880,0.008212703,,,,,,,
11/25/19,1574640000,20123981060,November,2019,2.0124E-08,762888,0.015352344,,,,,,,
11/26/19,1574726400,16321234587,November,2019,1.63212E-08,679733,0.011094082,,,,,,,
11/27/19,1574812800,14460479877,November,2019,1.44605E-08,674957,0.009760202,,,,,,,
11/28/19,1574899200,14616747830,November,2019,1.46167E-08,623080,0.009107403,,,,,,,
11/29/19,1574985600,13456025432,November,2019,1.3456E-08,670568,0.00902318,,,,,,,
11/30/19,1575072000,13169970955,November,2019,1.317E-08,584871,0.007702734,,,,,,,
12/1/19,1575158400,16157752499,December,2019,1.61578E-08,615069,0.009938133,,,,,,,
12/2/19,1575244800,15214773817,December,2019,1.52148E-08,681210,0.010364456,,,,,,,
12/3/19,1575331200,13985120429,December,2019,1.39851E-08,610528,0.008538308,,,,,,,
12/4/19,1575417600,13990237704,December,2019,1.39902E-08,661004,0.009247603,,,,,,,
12/5/19,1575504000,13294192486,December,2019,1.32942E-08,617647,0.008211118,,,,,,,
12/6/19,1575590400,13469631277,December,2019,1.34696E-08,573666,0.007727069,,,,,,,
12/7/19,1575676800,12143075170,December,2019,1.21431E-08,488124,0.005927326,,,,,,,
12/8/19,1575763200,9619578683,December,2019,9.61958E-09,440672,0.004239079,,,,,,,
12/9/19,1575849600,11586206259,December,2019,1.15862E-08,635462,0.007362594,,,,,,,
12/10/19,1575936000,12196873088,December,2019,1.21969E-08,631603,0.007703582,,,,,,,
12/11/19,1576022400,13193611413,December,2019,1.31936E-08,625349,0.008250612,,,,,,,
12/12/19,1576108800,12094101016,December,2019,1.20941E-08,635638,0.00768747,,,,,,,
12/13/19,1576195200,12025417709,December,2019,1.20254E-08,621511,0.007473929,,,,,,,
12/14/19,1576281600,11649625168,December,2019,1.16496E-08,551143,0.006420609,,,,,,,
12/15/19,1576368000,12379589133,December,2019,1.23796E-08,526996,0.006523994,,,,,,,
12/16/19,1576454400,13569145225,December,2019,1.35691E-08,634682,0.008612092,,,,,,,
12/17/19,1576540800,15434108069,December,2019,1.54341E-08,646999,0.009985852,,,,,,,
12/18/19,1576627200,16536921861,December,2019,1.65369E-08,663295,0.010968858,,,,,,,
12/19/19,1576713600,12757474902,December,2019,1.27575E-08,620140,0.00791142,,,,,,,
12/20/19,1576800000,12994689673,December,2019,1.29947E-08,614338,0.007983132,,,,,,,
12/21/19,1576886400,11587579022,December,2019,1.15876E-08,545378,0.006319611,,,,,,,
12/22/19,1576972800,11038288256,December,2019,1.10383E-08,529935,0.005849575,,,,,,,
12/23/19,1577059200,12723118611,December,2019,1.27231E-08,631635,0.008036367,,,,,,,
12/24/19,1577145600,11744086945,December,2019,1.17441E-08,602814,0.0070795,,,,,,,
12/25/19,1577232000,11924668484,December,2019,1.19247E-08,565093,0.006738547,,,,,,,
12/26/19,1577318400,11931708420,December,2019,1.19317E-08,586645,0.006999677,,,,,,,
12/27/19,1577404800,12102235247,December,2019,1.21022E-08,580029,0.007019647,,,,,,,
12/28/19,1577491200,11826353778,December,2019,1.18264E-08,516438,0.006107578,,,,,,,
12/29/19,1577577600,11250754288,December,2019,1.12508E-08,480131,0.005401836,,,,,,,
12/30/19,1577664000,11988751334,December,2019,1.19888E-08,584426,0.007006538,,,,,,,
12/31/19,1577750400,14031976089,December,2019,1.4032E-08,554215,0.007776732,,,,,,,
1/1/20,1577836800,11664054350,January,2020,1.16641E-08,466526,0.005441585,,,,,,,
1/2/20,1577923200,10566318855,January,2020,1.05663E-08,505639,0.005342743,,,,,,,
1/3/20,1578009600,11494907509,January,2020,1.14949E-08,581641,0.006685909,,,,,,,
1/4/20,1578096000,9665112896,January,2020,9.66511E-09,559074,0.005403513,,,,,,,
1/5/20,1578182400,9764148415,January,2020,9.76415E-09,524664,0.005122897,,,,,,,
1/6/20,1578268800,10997805904,January,2020,1.09978E-08,626525,0.0068904,,,,,,,
1/7/20,1578355200,10476977187,January,2020,1.0477E-08,646478,0.006773135,,,,,,,
1/8/20,1578441600,11402214882,January,2020,1.14022E-08,653831,0.007455122,,,,,,,
1/9/20,1578528000,10881434074,January,2020,1.08814E-08,621399,0.006761712,,,,,,,
