"Date(UTC)","UnixTimeStamp","Value"
"2/17/2022","1645056000","30789159904573924230575"
"2/18/2022","1645142400","30361859631072710499305"
"2/19/2022","1645228800","26477584929474374072543"
"2/20/2022","1645315200","26228359973079042900387"
"2/21/2022","1645401600","31290755411204766830482"
"2/22/2022","1645488000","37712605812706189605455"
"2/23/2022","1645574400","25410897982516993834706"
"2/24/2022","1645660800","54961703619525380487227"
"2/25/2022","1645747200","30487367270285596217005"
"2/26/2022","1645833600","25976935120810844255843"
"2/27/2022","1645920000","32307154953040894247857"
"2/28/2022","1646006400","36861517113597203753949"
"3/1/2022","1646092800","36481997612477930312972"
"3/2/2022","1646179200","36244408620960431460290"
"3/3/2022","1646265600","32130968822201989551691"
"3/4/2022","1646352000","35198722314431076686531"
"3/5/2022","1646438400","26858913760002870481821"
"3/6/2022","1646524800","31933019157708501850219"
"3/7/2022","1646611200","34710847280748307146049"
"3/8/2022","1646697600","38321399457154474625053"
"3/9/2022","1646784000","33941022739035869240737"
"3/10/2022","1646870400","26954517600221153396908"
"3/11/2022","1646956800","26936101811874689392618"
"3/12/2022","1647043200","26350736918883032493528"
"3/13/2022","1647129600","25765557036960348154876"
"3/14/2022","1647216000","29048420308061402214646"
"3/15/2022","1647302400","33446525673570552120662"
"3/16/2022","1647388800","41249493856267204943400"
"3/17/2022","1647475200","31327759533597164561858"
"3/18/2022","1647561600","29047970002080627846947"
"3/19/2022","1647648000","28571675987784926799495"
"3/20/2022","1647734400","30631348843772418253414"
"3/21/2022","1647820800","29066508785846947914238"
"3/22/2022","1647907200","34528179874838012582742"
"3/23/2022","1647993600","31849703389897557288230"
"3/24/2022","1648080000","33196044326999294538016"
"3/25/2022","1648166400","28950872089671944864648"
"3/26/2022","1648252800","26519538041943668465147"
"3/27/2022","1648339200","27437545945468188910026"
"3/28/2022","1648425600","29992124956231924520064"
"3/29/2022","1648512000","31783906839433064997673"
"3/30/2022","1648598400","29122475557564971361812"
"3/31/2022","1648684800","36351033413989720693970"
"4/1/2022","1648771200","31800465222882781778660"
"4/2/2022","1648857600","29542419489084921897559"
"4/3/2022","1648944000","27401022348738226910453"
"4/4/2022","1649030400","33861095955169775695056"
"4/5/2022","1649116800","30115400972000546727085"
"4/6/2022","1649203200","38219816541525646039244"
"4/7/2022","1649289600","34612573089288623082666"
"4/8/2022","1649376000","34585295345733360105328"
"4/9/2022","1649462400","25838997096683954321215"
"4/10/2022","1649548800","27051997063803167173704"
"4/11/2022","1649635200","39856207781700930737042"
"4/12/2022","1649721600","36438712637821700843936"
"4/13/2022","1649808000","35248637712415450682027"
"4/14/2022","1649894400","34397942028613854580516"
"4/15/2022","1649980800","38326916182143117948031"
"4/16/2022","1650067200","36538215475289870008410"
"4/17/2022","1650153600","34347414343511419767031"
"4/18/2022","1650240000","44036705675171833584243"
"4/19/2022","1650326400","38018351218913960657945"
"4/20/2022","1650412800","40418696634389751468558"
"4/21/2022","1650499200","43916536643416423504436"
"4/22/2022","1650585600","41505998660147324661081"
"4/23/2022","1650672000","33861775096607688541573"
"4/24/2022","1650758400","37316678030094621090511"
"4/25/2022","1650844800","52118570956204756195885"
"4/26/2022","1650931200","43074322328814122124011"
"4/27/2022","1651017600","45837484649944383064601"
"4/28/2022","1651104000","47103759469422550361350"
"4/29/2022","1651190400","47424355811946165004914"
"4/30/2022","1651276800","57733012480965750229237"
"5/1/2022","1651363200","43719667390973299202499"
"5/2/2022","1651449600","38477422571507027836726"
"5/3/2022","1651536000","37149024485340703179547"
"5/4/2022","1651622400","42957922588111347806916"
"5/5/2022","1651708800","51530357896338713739786"
"5/6/2022","1651795200","54456886610424575685322"
"5/7/2022","1651881600","44127254005171514703044"
"5/8/2022","1651968000","45820618000608530093262"
"5/9/2022","1652054400","147753133302156578823540"
"5/10/2022","1652140800","112446391508882562628193"
"5/11/2022","1652227200","303346820822385326162568"
"5/12/2022","1652313600","268061383405097888244447"
"5/13/2022","1652400000","78719647001615502881867"
"5/14/2022","1652486400","46513204993789623616957"
"5/15/2022","1652572800","40727414477100030693057"
"5/16/2022","1652659200","49771558836746832232657"
"5/17/2022","1652745600","38565079676855967256702"
"5/18/2022","1652832000","46436563448034929582767"
"5/19/2022","1652918400","43595941313444322787469"
"5/20/2022","1653004800","39843591177290943841244"
"5/21/2022","1653091200","32283466179369349159018"
"5/22/2022","1653177600","31138591440631802703483"
"5/23/2022","1653264000","55625267966882316089969"
"5/24/2022","1653350400","37331512030079882604871"
"5/25/2022","1653436800","41649262655522836862418"
"5/26/2022","1653523200","63367561294691521624280"
"5/27/2022","1653609600","64826449232060968939153"
"5/28/2022","1653696000","34389695913114505845031"
"5/29/2022","1653782400","26854695276198063235942"
"5/30/2022","1653868800","44222693969690670140613"
"5/31/2022","1653955200","44229808986718555204415"
"6/1/2022","1654041600","46873942986400465827541"
"6/2/2022","1654128000","36951364208343713655017"
"6/3/2022","1654214400","43097272411619170904895"
"6/4/2022","1654300800","29865900817860425606657"
"6/5/2022","1654387200","28407759211827898153041"
"6/6/2022","1654473600","35690252446069986753915"
"6/7/2022","1654560000","54468842079028759658873"
"6/8/2022","1654646400","43483034649458389700500"
"6/9/2022","1654732800","34514987820544141365759"
"6/10/2022","1654819200","57700900079674789634031"
"6/11/2022","1654905600","68877320657461756455903"
"6/12/2022","1654992000","68216789414332645964155"
"6/13/2022","1655078400","300162660314860098166690"
"6/14/2022","1655164800","153436501002126102307543"
"6/15/2022","1655251200","173730065801517410956911"
"6/16/2022","1655337600","57906815197859499741713"
"6/17/2022","1655424000","46558768210645264692844"
"6/18/2022","1655510400","171478339222182970337742"
"6/19/2022","1655596800","75394223734624674506439"
"6/20/2022","1655683200","69232292327676276078908"
"6/21/2022","1655769600","57032479963108287016732"
"6/22/2022","1655856000","47743613863293458658013"
"6/23/2022","1655942400","61918376328054198620844"
"6/24/2022","1656028800","60632286282503970907718"
"6/25/2022","1656115200","44156136589139069509876"
"6/26/2022","1656201600","39132960467830399902052"
"6/27/2022","1656288000","47376323273866342835438"
"6/28/2022","1656374400","47594102698968233825988"
"6/29/2022","1656460800","60012355987316189403605"
"6/30/2022","1656547200","70524426516357191118143"
"7/1/2022","1656633600","62546626352180797144812"
"7/2/2022","1656720000","38197780972057823822260"
"7/3/2022","1656806400","40895446662876254603540"
"7/4/2022","1656892800","48916921183941447586348"
"7/5/2022","1656979200","52150405344742557043527"
"7/6/2022","1657065600","46754582850039628470216"
"7/7/2022","1657152000","39049812804096654628226"
"7/8/2022","1657238400","53212640155579525106720"
"7/9/2022","1657324800","31579047681670392758508"
"7/10/2022","1657411200","33273332512738524499362"
"7/11/2022","1657497600","45082633428235661944169"
"7/12/2022","1657584000","44601589640709089359856"
"7/13/2022","1657670400","75413043421670112141213"
"7/14/2022","1657756800","62706117378815292905899"
"7/15/2022","1657843200","62948919805873455201038"
"7/16/2022","1657929600","60210872542207067026232"
"7/17/2022","1658016000","56756623765671095244483"
"7/18/2022","1658102400","98621984655220565245456"
"7/19/2022","1658188800","97552568979514650288461"
"7/20/2022","1658275200","74602603036488582201333"
"7/21/2022","1658361600","62483883390689640358134"
"7/22/2022","1658448000","47055618968460699263802"
"7/23/2022","1658534400","34989001457757054125684"
"7/24/2022","1658620800","46932990871927016652332"
"7/25/2022","1658707200","60484729264372885782650"
"7/26/2022","1658793600","63991682344108687965467"
"7/27/2022","1658880000","75399695081410030245037"
"7/28/2022","1658966400","75085559265507047448683"
"7/29/2022","1659052800","71107829897596546718411"
"7/30/2022","1659139200","47247145040995692116124"
"7/31/2022","1659225600","49075910026166055173433"
"8/1/2022","1659312000","48185239579071926622355"
"8/2/2022","1659398400","73838522775034915201428"
"8/3/2022","1659484800","43198864693405625001652"
"8/4/2022","1659571200","40690008151127999413746"
"8/5/2022","1659657600","46134822787721871262978"
"8/6/2022","1659744000","31816840337792448623660"
"8/7/2022","1659830400","28105017139736193469373"
"8/8/2022","1659916800","46604907489968211255191"
"8/9/2022","1660003200","45002427803515027608092"
"8/10/2022","1660089600","68021817764718187772930"
"8/11/2022","1660176000","52334623604704267788120"
"8/12/2022","1660262400","46588230345869547625753"
"8/13/2022","1660348800","54865887041900621884121"
"8/14/2022","1660435200","45375208115103375299869"
"8/15/2022","1660521600","55271067741691686429787"
"8/16/2022","1660608000","44514123886027034335536"
"8/17/2022","1660694400","60956084442638740942576"
"8/18/2022","1660780800","40450607444847991441116"
"8/19/2022","1660867200","79070919553522871527307"
"8/20/2022","1660953600","57756126323010184119907"
"8/21/2022","1661040000","55150145162725085401082"
"8/22/2022","1661126400","59047347149833399350381"
"8/23/2022","1661212800","49494778781185589089760"
"8/24/2022","1661299200","43001199805559670381631"
"8/25/2022","1661385600","39551892281198454113261"
"8/26/2022","1661472000","84095919467454152569849"
"8/27/2022","1661558400","49547697362822963601202"
"8/28/2022","1661644800","43641119476949790535222"
"8/29/2022","1661731200","48498310584580048263059"
"8/30/2022","1661817600","75411534436199737466261"
"8/31/2022","1661904000","62364432397058841760548"
"9/1/2022","1661990400","59975191648085972709830"
"9/2/2022","1662076800","48545789776583958942199"
"9/3/2022","1662163200","30804584599931896427849"
"9/4/2022","1662249600","29096950801545055996655"
"9/5/2022","1662336000","33098634992162295930194"
"9/6/2022","1662422400","56756367661753779250140"
"9/7/2022","1662508800","55370202934542278841549"
"9/8/2022","1662595200","48227949238071441132777"
"9/9/2022","1662681600","53272096934809193699406"
"9/10/2022","1662768000","37929880584455265424714"
"9/11/2022","1662854400","38391651524818236145309"
"9/12/2022","1662940800","50677561472635094810722"
"9/13/2022","1663027200","83575417079690437792310"
"9/14/2022","1663113600","44613153852372408813076"
"9/15/2022","1663200000","70514033855869724127823"
"9/16/2022","1663286400","41223916229706120565589"
"9/17/2022","1663372800","26799586827698322854818"
"9/18/2022","1663459200","53370854299052677821935"
"9/19/2022","1663545600","60208004854246106218961"
"9/20/2022","1663632000","37228107409898697297023"
"9/21/2022","1663718400","78404363893372703530464"
