Date(UTC),Month,Year,UnixTimeStamp,Transaction Fee (gWei?),BSC Token Transaction Fee,Price,Transaction Fee in USD,,,,
6/17/21,June,2021,1623888000,4.6807E+21,4680.701297,352.83,1651491.839,,,,
6/18/21,June,2021,1623974400,4.51344E+21,4513.437584,337.38,1522743.572,,,,
6/19/21,June,2021,1624060800,3.77342E+21,3773.422472,334.24,1261228.727,,,,
6/20/21,June,2021,1624147200,3.58033E+21,3580.332915,339.11,1214126.695,,,,
6/21/21,June,2021,1624233600,4.39446E+21,4394.458742,271.11,1191381.71,,,,
6/22/21,June,2021,1624320000,4.97624E+21,4976.241613,261.92,1303377.203,,,,
6/23/21,June,2021,1624406400,3.62674E+21,3626.736225,296.24,1074384.339,,,,
6/24/21,June,2021,1624492800,3.80988E+21,3809.881801,308.38,1174891.35,,,,
6/25/21,June,2021,1624579200,4.03015E+21,4030.15111,280.94,1132230.653,,,,
6/26/21,June,2021,1624665600,3.33096E+21,3330.957187,279.57,931235.7008,,,,
6/27/21,June,2021,1624752000,3.11237E+21,3112.365098,291.21,906351.8401,,,,
6/28/21,June,2021,1624838400,3.71634E+21,3716.342559,290,1077739.342,,,,
6/29/21,June,2021,1624924800,3.74632E+21,3746.319134,300.78,1126817.869,,,,
6/30/21,June,2021,1625011200,3.92443E+21,3924.430746,303.57,1191339.442,,,,
7/1/21,July,2021,1625097600,3.40796E+21,3407.959219,287.62,980197.2307,,,,
7/2/21,July,2021,1625184000,4.19824E+21,4198.235602,287.22,1205817.23,,,,
7/3/21,July,2021,1625270400,3.36284E+21,3362.837875,298.26,1003000.025,,,,
7/4/21,July,2021,1625356800,4.31182E+21,4311.819089,307.82,1327264.152,,,,
7/5/21,July,2021,1625443200,4.80664E+21,4806.641016,302.15,1452326.583,,,,
7/6/21,July,2021,1625529600,5.24209E+21,5242.093129,320.29,1678990.008,,,,
7/7/21,July,2021,1625616000,5.33226E+21,5332.256394,328.01,1749033.42,,,,
7/8/21,July,2021,1625702400,4.04722E+21,4047.221155,310.27,1255731.308,,,,
7/9/21,July,2021,1625788800,4.33718E+21,4337.177034,316.75,1373800.825,,,,
7/10/21,July,2021,1625875200,4.0345E+21,4034.502409,316.12,1275386.902,,,,
7/11/21,July,2021,1625961600,3.32619E+21,3326.193253,322.22,1071765.99,,,,
7/12/21,July,2021,1626048000,4.42933E+21,4429.334029,316.1,1400112.487,,,,
7/13/21,July,2021,1626134400,3.9717E+21,3971.696051,308.94,1227015.778,,,,
7/14/21,July,2021,1626220800,5.0517E+21,5051.702612,309.41,1563047.305,,,,
7/15/21,July,2021,1626307200,3.79712E+21,3797.121775,315.71,1198789.316,,,,
7/16/21,July,2021,1626393600,3.39478E+21,3394.775014,303.04,1028752.62,,,,
7/17/21,July,2021,1626480000,3.37469E+21,3374.686108,300.59,1014396.897,,,,
7/18/21,July,2021,1626566400,3.71322E+21,3713.22282,302.11,1121801.746,,,,
7/19/21,July,2021,1626652800,5.23375E+21,5233.74687,280.36,1467333.273,,,,
7/20/21,July,2021,1626739200,4.9012E+21,4901.196264,264.55,1296611.472,,,,
7/21/21,July,2021,1626825600,4.87108E+21,4871.081507,292.97,1427080.749,,,,
7/22/21,July,2021,1626912000,6.2759E+21,6275.898306,293.58,1842478.225,,,,
7/23/21,July,2021,1626998400,7.29297E+21,7292.974645,299.24,2182349.733,,,,
7/24/21,July,2021,1627084800,7.60379E+21,7603.792183,301.75,2294444.291,,,,
7/25/21,July,2021,1627171200,7.65582E+21,7655.819121,302.88,2318794.495,,,,
7/26/21,July,2021,1627257600,9.61188E+21,9611.883851,303.93,2921339.859,,,,
7/27/21,July,2021,1627344000,1.04962E+22,10496.2414,313.73,3292985.815,,,,
7/28/21,July,2021,1627430400,1.19032E+22,11903.16972,313.96,3737119.164,,,,
7/29/21,July,2021,1627516800,1.18833E+22,11883.29979,317.13,3768550.864,,,,
7/30/21,July,2021,1627603200,9.47483E+21,9474.832108,322.88,3059233.791,,,,
7/31/21,July,2021,1627689600,8.97171E+21,8971.714219,332.58,2983812.715,,,,
8/1/21,August,2021,1627776000,9.21631E+21,9216.309554,332.79,3067095.656,,,,
8/2/21,August,2021,1627862400,8.47494E+21,8474.944904,330.72,2802833.779,,,,
8/3/21,August,2021,1627948800,8.10097E+21,8100.971239,323.31,2619125.011,,,,
8/4/21,August,2021,1628035200,7.96897E+21,7968.966296,334.84,2668328.675,,,,
8/5/21,August,2021,1628121600,7.40559E+21,7405.58649,338.19,2504495.295,,,,
8/6/21,August,2021,1628208000,7.32432E+21,7324.323671,342.43,2508068.155,,,,
8/7/21,August,2021,1628294400,7.21151E+21,7211.507032,356.51,2570974.372,,,,
8/8/21,August,2021,1628380800,7.1199E+21,7119.898317,342.04,2435290.02,,,,
8/9/21,August,2021,1628467200,7.18507E+21,7185.069097,354.68,2548400.307,,,,
8/10/21,August,2021,1628553600,7.53144E+21,7531.438508,372.1,2802448.269,,,,
8/11/21,August,2021,1628640000,8.99543E+21,8995.429317,391.21,3519101.903,,,,
8/12/21,August,2021,1628726400,7.34466E+21,7344.65994,385.91,2834377.718,,,,
8/13/21,August,2021,1628812800,6.34913E+21,6349.126207,411.25,2611078.153,,,,
8/14/21,August,2021,1628899200,5.32296E+21,5322.961675,409.07,2177463.933,,,,
8/15/21,August,2021,1628985600,6.11827E+21,6118.273753,414.39,2535351.461,,,,
8/16/21,August,2021,1629072000,6.70228E+21,6702.28277,415.94,2787747.495,,,,
8/17/21,August,2021,1629158400,6.24701E+21,6247.012262,401.71,2509487.296,,,,
8/18/21,August,2021,1629244800,6.32981E+21,6329.806457,396.03,2506793.251,,,,
8/19/21,August,2021,1629331200,7.23661E+21,7236.614694,431.09,3119632.228,,,,
8/20/21,August,2021,1629417600,6.97681E+21,6976.80928,455.18,3175704.048,,,,
8/21/21,August,2021,1629504000,7.19683E+21,7196.83057,449.12,3232240.546,,,,
8/22/21,August,2021,1629590400,6.12073E+21,6120.732328,448.92,2747719.157,,,,
8/23/21,August,2021,1629676800,5.35657E+21,5356.572213,499.5,2675607.821,,,,
8/24/21,August,2021,1629763200,4.60639E+21,4606.394429,471.99,2174172.107,,,,
8/25/21,August,2021,1629849600,4.81747E+21,4817.47118,503.4,2425114.992,,,,
8/26/21,August,2021,1629936000,5.08437E+21,5084.374286,478.21,2431398.627,,,,
8/27/21,August,2021,1630022400,5.82319E+21,5823.194652,494.66,2880501.467,,,,
8/28/21,August,2021,1630108800,7.14866E+21,7148.657931,486.33,3476606.812,,,,
8/29/21,August,2021,1630195200,6.19236E+21,6192.364432,479.97,2972149.157,,,,
8/30/21,August,2021,1630281600,6.57496E+21,6574.960242,460.05,3024810.459,,,,
8/31/21,August,2021,1630368000,7.21374E+21,7213.736543,464.42,3350203.525,,,,
9/1/21,September,2021,1630454400,6.78938E+21,6789.383999,489.87,3325915.54,,,,
9/2/21,September,2021,1630540800,6.83413E+21,6834.125001,483.69,3305597.922,,,,
9/3/21,September,2021,1630627200,6.95673E+21,6956.731164,488.64,3399337.116,,,,
9/4/21,September,2021,1630713600,6.70528E+21,6705.280166,497.71,3337284.991,,,,
9/5/21,September,2021,1630800000,5.73568E+21,5735.675979,504.69,2894738.31,,,,
9/6/21,September,2021,1630886400,6.01459E+21,6014.589805,496.32,2985161.212,,,,
9/7/21,September,2021,1630972800,6.41599E+21,6415.987891,418.26,2683551.095,,,,
9/8/21,September,2021,1631059200,5.2112E+21,5211.204273,414.95,2162389.213,,,,
9/9/21,September,2021,1631145600,5.22794E+21,5227.937904,421.29,2202477.959,,,,
9/10/21,September,2021,1631232000,4.6936E+21,4693.601057,401.39,1883964.528,,,,
9/11/21,September,2021,1631318400,3.69118E+21,3691.182515,404.98,1494855.095,,,,
9/12/21,September,2021,1631404800,4.16141E+21,4161.410379,416.93,1735016.829,,,,
9/13/21,September,2021,1631491200,4.15057E+21,4150.566009,399.03,1656200.355,,,,
9/14/21,September,2021,1631577600,4.54084E+21,4540.843842,414.71,1883133.35,,,,
9/15/21,September,2021,1631664000,4.3195E+21,4319.500289,431.27,1862870.89,,,,
9/16/21,September,2021,1631750400,4.9484E+21,4948.399526,424.3,2099605.919,,,,
9/17/21,September,2021,1631836800,4.37089E+21,4370.886624,406.51,1776809.121,,,,
9/18/21,September,2021,1631923200,4.61597E+21,4615.970885,410.63,1895456.125,,,,
9/19/21,September,2021,1632009600,4.34686E+21,4346.861811,408.56,1775953.861,,,,
9/20/21,September,2021,1632096000,4.79911E+21,4799.113006,363.86,1746205.258,,,,
9/21/21,September,2021,1632182400,4.89564E+21,4895.635009,344.24,1685273.395,,,,
9/22/21,September,2021,1632268800,4.52597E+21,4525.966419,379.09,1715748.61,,,,
9/23/21,September,2021,1632355200,4.89085E+21,4890.845661,383.86,1877400.016,,,,
9/24/21,September,2021,1632441600,4.47914E+21,4479.141104,355.23,1591125.294,,,,
9/25/21,September,2021,1632528000,3.77655E+21,3776.549447,349.82,1321112.528,,,,
9/26/21,September,2021,1632614400,3.93823E+21,3938.232754,344.16,1355382.185,,,,
9/27/21,September,2021,1632700800,4.37317E+21,4373.173161,335.81,1468555.279,,,,
9/28/21,September,2021,1632787200,4.14901E+21,4149.012648,333.28,1382782.935,,,,
9/29/21,September,2021,1632873600,4.42028E+21,4420.276689,367.46,1624274.872,,,,
9/30/21,September,2021,1632960000,4.98752E+21,4987.52223,387.47,1932515.238,,,,
10/1/21,October,2021,1633046400,4.58403E+21,4584.026737,421.58,1932533.992,,,,
10/2/21,October,2021,1633132800,4.61618E+21,4616.178181,427.4,1972954.555,,,,
10/3/21,October,2021,1633219200,4.53539E+21,4535.391251,430.64,1953120.888,,,,
10/4/21,October,2021,1633305600,4.78457E+21,4784.56698,426.55,2040857.045,,,,
10/5/21,October,2021,1633392000,5.06212E+21,5062.122217,442.51,2240039.702,,,,
10/6/21,October,2021,1633478400,5.32702E+21,5327.022818,435.1,2317787.628,,,,
10/7/21,October,2021,1633564800,6.33588E+21,6335.884228,438.39,2777588.287,,,,
10/8/21,October,2021,1633651200,5.40673E+21,5406.726405,419.47,2267959.525,,,,
10/9/21,October,2021,1633737600,5.11817E+21,5118.170409,422,2159867.912,,,,
10/10/21,October,2021,1633824000,5.47914E+21,5479.144902,404.39,2215711.407,,,,
10/11/21,October,2021,1633910400,5.77923E+21,5779.233727,413.42,2389250.808,,,,
10/12/21,October,2021,1633996800,6.21424E+21,6214.243727,444.57,2762666.334,,,,
10/13/21,October,2021,1634083200,6.52899E+21,6528.990103,470.45,3071563.394,,,,
10/14/21,October,2021,1634169600,5.99099E+21,5990.994223,472.73,2832122.699,,,,
10/15/21,October,2021,1634256000,5.63888E+21,5638.877702,474.16,2673730.251,,,,
10/16/21,October,2021,1634342400,5.08172E+21,5081.72498,465.85,2367321.582,,,,
10/17/21,October,2021,1634428800,5.41413E+21,5414.131444,471,2550055.91,,,,
10/18/21,October,2021,1634515200,6.40809E+21,6408.094197,484.97,3107733.443,,,,
10/19/21,October,2021,1634601600,6.54577E+21,6545.772981,488.03,3194533.588,,,,
10/20/21,October,2021,1634688000,6.30375E+21,6303.74919,501.47,3161141.106,,,,
10/21/21,October,2021,1634774400,6.8145E+21,6814.499282,471.13,3210515.047,,,,
10/22/21,October,2021,1634860800,6.5062E+21,6506.202683,479.09,3117056.644,,,,
10/23/21,October,2021,1634947200,5.91209E+21,5912.086221,485.55,2870613.465,,,,
10/24/21,October,2021,1635033600,5.88762E+21,5887.621024,475.88,2801801.093,,,,
10/25/21,October,2021,1635120000,6.66942E+21,6669.419529,485,3234668.472,,,,
10/26/21,October,2021,1635206400,7.87883E+21,7878.826459,478.09,3766788.142,,,,
10/27/21,October,2021,1635292800,8.47663E+21,8476.627831,448.6,3802615.245,,,,
10/28/21,October,2021,1635379200,9.67797E+21,9677.966094,492.44,4765817.623,,,,
10/29/21,October,2021,1635465600,1.03306E+22,10330.56872,530.21,5477370.841,,,,
10/30/21,October,2021,1635552000,9.92481E+21,9924.805088,528.72,5247442.946,,,,
10/31/21,October,2021,1635638400,8.89699E+21,8896.988876,524.94,4670385.34,,,,
11/1/21,November,2021,1635724800,9.71765E+21,9717.64913,551.71,5361324.202,,,,
11/2/21,November,2021,1635811200,1.09854E+22,10985.43305,554.94,6096256.215,,,,
11/3/21,November,2021,1635897600,1.05324E+22,10532.43852,568.77,5990535.06,,,,
11/4/21,November,2021,1635984000,1.02211E+22,10221.10367,559.5,5718707.504,,,,
11/5/21,November,2021,1636070400,9.19397E+21,9193.970817,607.77,5587819.643,,,,
11/6/21,November,2021,1636156800,8.97355E+21,8973.545603,637.58,5721353.205,,,,
11/7/21,November,2021,1636243200,9.25072E+21,9250.716524,649.78,6010930.583,,,,
11/8/21,November,2021,1636329600,9.01023E+21,9010.232832,653.81,5890980.328,,,,
11/9/21,November,2021,1636416000,9.60445E+21,9604.452715,635.14,6100172.098,,,,
11/10/21,November,2021,1636502400,1.07799E+22,10779.9182,614.68,6626200.118,,,,
11/11/21,November,2021,1636588800,1.02487E+22,10248.70193,628.89,6445306.154,,,,
11/12/21,November,2021,1636675200,1.01983E+22,10198.30479,627,6394337.104,,,,
11/13/21,November,2021,1636761600,1.00912E+22,10091.15725,649.81,6557334.89,,,,
11/14/21,November,2021,1636848000,1.00029E+22,10002.86571,650.98,6511665.521,,,,
11/15/21,November,2021,1636934400,1.13713E+22,11371.26811,634.01,7209497.697,,,,
11/16/21,November,2021,1637020800,1.34023E+22,13402.29812,589.16,7896097.959,,,,
11/17/21,November,2021,1637107200,1.13515E+22,11351.50937,578.22,6563669.748,,,,
11/18/21,November,2021,1637193600,1.19281E+22,11928.13176,532.02,6346004.659,,,,
11/19/21,November,2021,1637280000,1.27339E+22,12733.90482,581.61,7406166.382,,,,
11/20/21,November,2021,1637366400,1.21332E+22,12133.21877,604.73,7337321.389,,,,
11/21/21,November,2021,1637452800,1.18477E+22,11847.67171,584.63,6926504.314,,,,
11/22/21,November,2021,1637539200,1.18872E+22,11887.15254,559.84,6654903.476,,,,
11/23/21,November,2021,1637625600,1.2859E+22,12858.98953,591.18,7601977.433,,,,
11/24/21,November,2021,1637712000,1.24525E+22,12452.45903,590.75,7356290.174,,,,
11/25/21,November,2021,1637798400,1.27052E+22,12705.20244,639.3,8122435.922,,,,
11/26/21,November,2021,1637884800,1.24996E+22,12499.58305,587.42,7342505.073,,,,
11/27/21,November,2021,1637971200,1.25271E+22,12527.13415,600.62,7524047.312,,,,
11/28/21,November,2021,1638057600,1.24848E+22,12484.81727,611.95,7640083.928,,,,
11/29/21,November,2021,1638144000,1.25289E+22,12528.85384,624.12,7819508.256,,,,
11/30/21,November,2021,1638230400,1.22879E+22,12287.94779,622.23,7645929.753,,,,
12/1/21,December,2021,1638316800,1.28857E+22,12885.74121,627.93,8091343.477,,,,
12/2/21,December,2021,1638403200,1.15746E+22,11574.56744,620.69,7184218.264,,,,
12/3/21,December,2021,1638489600,9.01066E+21,9010.659389,595.59,5366658.626,,,,
12/4/21,December,2021,1638576000,9.71639E+21,9716.394789,569.2,5530571.914,,,,
12/5/21,December,2021,1638662400,1.07964E+22,10796.4001,558.23,6026874.43,,,,
12/6/21,December,2021,1638748800,1.08648E+22,10864.80037,587.99,6388393.97,,,,
12/7/21,December,2021,1638835200,1.052E+22,10519.98636,579.11,6092229.3,,,,
12/8/21,December,2021,1638921600,8.64606E+21,8646.060033,607.83,5255334.67,,,,
12/9/21,December,2021,1639008000,7.50066E+21,7500.65958,570.89,4282051.547,,,,
12/10/21,December,2021,1639094400,8.2842E+21,8284.201179,553.52,4585471.037,,,,
12/11/21,December,2021,1639180800,5.55196E+21,5551.95545,564.19,3132357.745,,,,
12/12/21,December,2021,1639267200,5.98384E+21,5983.839965,570.73,3415156.983,,,,
12/13/21,December,2021,1639353600,6.33273E+21,6332.725839,521.07,3299793.453,,,,
12/14/21,December,2021,1639440000,6.75099E+21,6750.991776,528.6,3568574.253,,,,
12/15/21,December,2021,1639526400,6.25129E+21,6251.288321,541.28,3383697.342,,,,
12/16/21,December,2021,1639612800,6.42987E+21,6429.870543,526.08,3382626.295,,,,
12/17/21,December,2021,1639699200,7.12633E+21,7126.328369,525.79,3746952.193,,,,
12/18/21,December,2021,1639785600,6.06045E+21,6060.447108,534.23,3237672.659,,,,
12/19/21,December,2021,1639872000,5.27948E+21,5279.478089,530.01,2798176.182,,,,
12/20/21,December,2021,1639958400,6.2807E+21,6280.700017,523.85,3290144.704,,,,
12/21/21,December,2021,1640044800,7.23031E+21,7230.308016,528.84,3823676.091,,,,
12/22/21,December,2021,1640131200,6.41485E+21,6414.853374,533.74,3423863.84,,,,
12/23/21,December,2021,1640217600,6.30832E+21,6308.3248,548.95,3462954.899,,,,
12/24/21,December,2021,1640304000,5.54453E+21,5544.526552,542.08,3005576.953,,,,
12/25/21,December,2021,1640390400,4.65926E+21,4659.262913,547.77,2552204.446,,,,
12/26/21,December,2021,1640476800,5.28112E+21,5281.123072,546.52,2886239.381,,,,
12/27/21,December,2021,1640563200,6.15004E+21,6150.044037,563.95,3468317.335,,,,
12/28/21,December,2021,1640649600,5.86477E+21,5864.766784,534.24,3133193.007,,,,
12/29/21,December,2021,1640736000,5.7964E+21,5796.397276,514.55,2982536.219,,,,
12/30/21,December,2021,1640822400,5.68274E+21,5682.743674,518.56,2946843.559,,,,
12/31/21,December,2021,1640908800,5.51482E+21,5514.816077,511.71,2821986.535,,,,
1/1/22,January,2022,1640995200,4.99834E+21,4998.338841,527.5,2636623.738,,,,
1/2/22,January,2022,1641081600,5.53447E+21,5534.47356,531.25,2940189.079,,,,
1/3/22,January,2022,1641168000,6.066E+21,6065.995241,511.89,3105122.304,,,,
1/4/22,January,2022,1641254400,6.16974E+21,6169.736351,506.73,3126390.501,,,,
1/5/22,January,2022,1641340800,6.3947E+21,6394.701793,473.76,3029553.922,,,,
1/6/22,January,2022,1641427200,5.80056E+21,5800.558989,472.32,2739720.022,,,,
1/7/22,January,2022,1641513600,5.64124E+21,5641.240263,447.7,2525583.266,,,,
1/8/22,January,2022,1641600000,5.26456E+21,5264.562886,430.21,2264867.599,,,,
1/9/22,January,2022,1641686400,4.65216E+21,4652.155843,438.79,2041319.462,,,,
1/10/22,January,2022,1641772800,5.66875E+21,5668.752773,425.03,2409389.991,,,,
1/11/22,January,2022,1641859200,5.49782E+21,5497.816288,463.38,2547578.111,,,,
1/12/22,January,2022,1641945600,5.35498E+21,5354.979536,487.51,2610606.074,,,,
1/13/22,January,2022,1642032000,5.36325E+21,5363.250088,475.57,2550600.844,,,,
1/14/22,January,2022,1642118400,5.4146E+21,5414.595379,490.36,2655100.99,,,,
1/15/22,January,2022,1642204800,5.17623E+21,5176.234068,494.66,2560475.944,,,,
1/16/22,January,2022,1642291200,5.30423E+21,5304.230776,498.67,2645060.761,,,,
1/17/22,January,2022,1642377600,4.96587E+21,4965.86843,475.45,2361022.145,,,,
1/18/22,January,2022,1642464000,5.49117E+21,5491.167766,471.43,2588701.22,,,,
1/19/22,January,2022,1642550400,4.81234E+21,4812.343261,462.11,2223831.944,,,,
1/20/22,January,2022,1642636800,5.58696E+21,5586.958751,440.34,2460161.416,,,,
1/21/22,January,2022,1642723200,5.68872E+21,5688.71979,384.09,2184980.384,,,,
1/22/22,January,2022,1642809600,5.60313E+21,5603.128905,358.48,2008609.65,,,,
1/23/22,January,2022,1642896000,4.53763E+21,4537.633739,384.29,1743767.269,,,,
1/24/22,January,2022,1642982400,4.68202E+21,4682.023008,371.68,1740214.312,,,,
1/25/22,January,2022,1643068800,4.77161E+21,4771.607485,385.29,1838452.648,,,,
1/26/22,January,2022,1643155200,4.80985E+21,4809.852286,375.02,1803790.804,,,,
1/27/22,January,2022,1643241600,4.79518E+21,4795.17549,390.12,1870693.862,,,,
1/28/22,January,2022,1643328000,4.32917E+21,4329.168806,386.13,1671621.951,,,,
1/29/22,January,2022,1643414400,3.97616E+21,3976.161921,389.49,1548675.307,,,,
1/30/22,January,2022,1643500800,3.82302E+21,3823.024433,377.3,1442427.118,,,,
1/31/22,January,2022,1643587200,4.21471E+21,4214.712711,374.75,1579463.588,,,,
2/1/22,February,2022,1643673600,4.24089E+21,4240.891171,384.28,1629689.659,,,,
2/2/22,February,2022,1643760000,4.12119E+21,4121.194255,367.26,1513549.802,,,,
2/3/22,February,2022,1643846400,4.67792E+21,4677.919202,372.39,1742010.332,,,,
2/4/22,February,2022,1643932800,4.70058E+21,4700.584685,399.68,1878729.687,,,,
2/5/22,February,2022,1644019200,4.98438E+21,4984.383551,414.05,2063784.009,,,,
2/6/22,February,2022,1644105600,4.65857E+21,4658.56508,420.34,1958181.246,,,,
2/7/22,February,2022,1644192000,5.42123E+21,5421.226106,433.75,2351456.823,,,,
2/8/22,February,2022,1644278400,5.13499E+21,5134.988964,408.09,2095537.646,,,,
2/9/22,February,2022,1644364800,4.73334E+21,4733.33526,423.24,2003336.815,,,,
2/10/22,February,2022,1644451200,5.2092E+21,5209.198316,414.79,2160723.369,,,,
2/11/22,February,2022,1644537600,5.26876E+21,5268.763516,400.83,2111878.48,,,,
2/12/22,February,2022,1644624000,4.20288E+21,4202.881443,403.6,1696282.95,,,,
2/13/22,February,2022,1644710400,4.42569E+21,4425.688772,398.07,1761733.929,,,,
2/14/22,February,2022,1644796800,4.56743E+21,4567.431758,403.71,1843917.875,,,,
2/15/22,February,2022,1644883200,6.2603E+21,6260.297018,432.82,2709581.755,,,,
2/16/22,February,2022,1644969600,6.81144E+21,6811.438673,427.59,2912503.062,,,,
2/17/22,February,2022,1645056000,5.26701E+21,5267.012996,402.64,2120710.113,,,,
2/18/22,February,2022,1645142400,5.24335E+21,5243.35066,399.39,2094141.82,,,,
2/19/22,February,2022,1645228800,4.30845E+21,4308.452855,399.84,1722691.789,,,,
2/20/22,February,2022,1645315200,4.50914E+21,4509.136493,380.68,1716538.08,,,,
2/21/22,February,2022,1645401600,4.6712E+21,4671.202781,356.82,1666778.576,,,,
2/22/22,February,2022,1645488000,4.83294E+21,4832.939466,374.49,1809887.501,,,,
2/23/22,February,2022,1645574400,4.90237E+21,4902.374724,365.88,1793680.864,,,,
2/24/22,February,2022,1645660800,4.81825E+21,4818.247219,360.45,1736737.21,,,,
2/25/22,February,2022,1645747200,4.92735E+21,4927.345264,375.01,1847803.747,,,,
2/26/22,February,2022,1645833600,3.81907E+21,3819.071007,373.86,1427797.887,,,,
2/27/22,February,2022,1645920000,3.78972E+21,3789.715552,359.83,1363653.347,,,,
2/28/22,February,2022,1646006400,4.52842E+21,4528.424263,396.03,1793391.861,,,,
3/1/22,March,2022,1646092800,4.40087E+21,4400.867316,408.83,1799206.585,,,,
3/2/22,March,2022,1646179200,3.95546E+21,3955.464119,409.32,1619050.573,,,,
3/3/22,March,2022,1646265600,4.30321E+21,4303.209756,402.77,1733203.793,,,,
3/4/22,March,2022,1646352000,4.02715E+21,4027.146888,374.15,1506757.008,,,,
3/5/22,March,2022,1646438400,3.7163E+21,3716.300693,384.81,1430069.67,,,,
3/6/22,March,2022,1646524800,3.7295E+21,3729.49608,374.84,1397964.311,,,,
3/7/22,March,2022,1646611200,4.1719E+21,4171.901564,380.84,1588826.992,,,,
3/8/22,March,2022,1646697600,3.93197E+21,3931.971422,381.48,1499968.458,,,,
3/9/22,March,2022,1646784000,4.00641E+21,4006.413741,393.4,1576123.166,,,,
3/10/22,March,2022,1646870400,3.99467E+21,3994.670363,372.27,1487095.936,,,,
3/11/22,March,2022,1646956800,3.81304E+21,3813.041175,372.02,1418527.578,,,,
3/12/22,March,2022,1647043200,3.8465E+21,3846.502293,372.46,1432668.244,,,,
3/13/22,March,2022,1647129600,3.6961E+21,3696.096894,361.36,1335621.573,,,,
3/14/22,March,2022,1647216000,4.0499E+21,4049.903355,373.49,1512598.404,,,,
3/15/22,March,2022,1647302400,4.1537E+21,4153.702389,371.76,1544180.4,,,,
3/16/22,March,2022,1647388800,4.14637E+21,4146.367298,385.68,1599170.94,,,,
3/17/22,March,2022,1647475200,4.47471E+21,4474.712939,392.14,1754713.932,,,,
3/18/22,March,2022,1647561600,3.9448E+21,3944.803332,397.44,1567822.636,,,,
3/19/22,March,2022,1647648000,4.39856E+21,4398.562729,400.1,1759864.948,,,,
3/20/22,March,2022,1647734400,4.07277E+21,4072.771296,390.87,1591924.116,,,,
3/21/22,March,2022,1647820800,4.70621E+21,4706.20573,396.15,1864363.4,,,,
3/22/22,March,2022,1647907200,4.77937E+21,4779.366981,404.31,1932345.864,,,,
3/23/22,March,2022,1647993600,4.55259E+21,4552.591304,408.6,1860188.807,,,,
3/24/22,March,2022,1648080000,4.49041E+21,4490.407624,414.39,1860780.015,,,,
3/25/22,March,2022,1648166400,4.01998E+21,4019.977813,410.37,1649678.295,,,,
3/26/22,March,2022,1648252800,3.74584E+21,3745.840304,416.23,1559131.11,,,,
3/27/22,March,2022,1648339200,3.80065E+21,3800.650464,430.8,1637320.22,,,,
3/28/22,March,2022,1648425600,4.53179E+21,4531.786417,430.15,1949347.927,,,,
3/29/22,March,2022,1648512000,4.26744E+21,4267.440765,434.48,1854117.664,,,,
3/30/22,March,2022,1648598400,4.67947E+21,4679.470153,442,2068325.808,,,,
3/31/22,March,2022,1648684800,4.74662E+21,4746.619672,428.82,2035445.448,,,,
4/1/22,April,2022,1648771200,4.63005E+21,4630.049483,447.8,2073336.158,,,,
4/2/22,April,2022,1648857600,4.50687E+21,4506.870387,437.17,1970268.527,,,,
4/3/22,April,2022,1648944000,4.14319E+21,4143.194403,450.26,1865514.712,,,,
4/4/22,April,2022,1649030400,4.622E+21,4621.997941,447.85,2069961.778,,,,
4/5/22,April,2022,1649116800,4.63262E+21,4632.620931,444.61,2059709.592,,,,
4/6/22,April,2022,1649203200,4.5061E+21,4506.096898,420.17,1893326.733,,,,
4/7/22,April,2022,1649289600,4.4283E+21,4428.295273,436.34,1932242.359,,,,
4/8/22,April,2022,1649376000,4.33709E+21,4337.089926,421.78,1829297.789,,,,
4/9/22,April,2022,1649462400,3.61758E+21,3617.577167,426.93,1544452.22,,,,
4/10/22,April,2022,1649548800,3.62484E+21,3624.838,417.93,1514928.545,,,,
4/11/22,April,2022,1649635200,3.98473E+21,3984.725337,394.3,1571177.2,,,,
4/12/22,April,2022,1649721600,3.927E+21,3927.003045,413.73,1624718.97,,,,
4/13/22,April,2022,1649808000,3.95333E+21,3953.3268,423.35,1673640.901,,,,
4/14/22,April,2022,1649894400,3.83264E+21,3832.636441,414.75,1589585.964,,,,
4/15/22,April,2022,1649980800,3.81152E+21,3811.515842,417.39,1590888.597,,,,
4/16/22,April,2022,1650067200,3.4837E+21,3483.701972,417.25,1453574.648,,,,
4/17/22,April,2022,1650153600,3.48806E+21,3488.060516,406.71,1418629.092,,,,
4/18/22,April,2022,1650240000,3.82256E+21,3822.559479,416.98,1593930.852,,,,
4/19/22,April,2022,1650326400,3.98174E+21,3981.743847,422.49,1682246.958,,,,
4/20/22,April,2022,1650412800,4.27131E+21,4271.312418,418.48,1787458.821,,,,
4/21/22,April,2022,1650499200,4.39853E+21,4398.532587,405,1781405.698,,,,
4/22/22,April,2022,1650585600,4.19687E+21,4196.86916,406.59,1706405.032,,,,
4/23/22,April,2022,1650672000,4.41911E+21,4419.108223,401.08,1772415.926,,,,
4/24/22,April,2022,1650758400,3.83529E+21,3835.288431,398.81,1529551.379,,,,
4/25/22,April,2022,1650844800,4.36068E+21,4360.677862,404.29,1762978.453,,,,
4/26/22,April,2022,1650931200,4.2479E+21,4247.895748,385.93,1639390.406,,,,
4/27/22,April,2022,1651017600,3.7768E+21,3776.797436,391.41,1478276.285,,,,
4/28/22,April,2022,1651104000,4.39102E+21,4391.024367,406.99,1787103.007,,,,
4/29/22,April,2022,1651190400,4.81021E+21,4810.214864,392.92,1890029.624,,,,
