Date(UTC),UnixTimeStamp,Gas Used,Month,Year,Gas Used BSC,,,,,,,
12/27/21,1640563200,1.06816E+12,December,2021,10681.62948,,,,,,,
12/28/21,1640649600,9.7382E+11,December,2021,9738.201665,,,,,,,
12/29/21,1640736000,9.92343E+11,December,2021,9923.425205,,,,,,,
12/30/21,1640822400,9.63629E+11,December,2021,9636.291575,,,,,,,
12/31/21,1640908800,9.53769E+11,December,2021,9537.694266,,,,,,,
1/1/22,1640995200,8.62061E+11,January,2022,8620.607116,,,,,,,
1/2/22,1641081600,9.49334E+11,January,2022,9493.339081,,,,,,,
1/3/22,1641168000,1.05331E+12,January,2022,10533.0918,,,,,,,
1/4/22,1641254400,1.03785E+12,January,2022,10378.46592,,,,,,,
1/5/22,1641340800,1.06559E+12,January,2022,10655.88111,,,,,,,
1/6/22,1641427200,9.87858E+11,January,2022,9878.58314,,,,,,,
1/7/22,1641513600,9.50486E+11,January,2022,9504.858849,,,,,,,
1/8/22,1641600000,8.79209E+11,January,2022,8792.089482,,,,,,,
1/9/22,1641686400,7.98978E+11,January,2022,7989.780607,,,,,,,
1/10/22,1641772800,9.44618E+11,January,2022,9446.181628,,,,,,,
1/11/22,1641859200,9.09325E+11,January,2022,9093.250575,,,,,,,
1/12/22,1641945600,9.14832E+11,January,2022,9148.318792,,,,,,,
1/13/22,1642032000,9.14554E+11,January,2022,9145.537918,,,,,,,
1/14/22,1642118400,9.22428E+11,January,2022,9224.280322,,,,,,,
1/15/22,1642204800,8.93618E+11,January,2022,8936.175375,,,,,,,
1/16/22,1642291200,8.88938E+11,January,2022,8889.37895,,,,,,,
1/17/22,1642377600,8.74611E+11,January,2022,8746.113965,,,,,,,
1/18/22,1642464000,9.29323E+11,January,2022,9293.233237,,,,,,,
1/19/22,1642550400,8.41724E+11,January,2022,8417.236358,,,,,,,
1/20/22,1642636800,9.17288E+11,January,2022,9172.880111,,,,,,,
1/21/22,1642723200,9.33733E+11,January,2022,9337.330877,,,,,,,
1/22/22,1642809600,8.8902E+11,January,2022,8890.196492,,,,,,,
1/23/22,1642896000,7.44773E+11,January,2022,7447.733045,,,,,,,
1/24/22,1642982400,7.79413E+11,January,2022,7794.134962,,,,,,,
1/25/22,1643068800,8.10006E+11,January,2022,8100.064985,,,,,,,
1/26/22,1643155200,8.08297E+11,January,2022,8082.968135,,,,,,,
1/27/22,1643241600,7.6711E+11,January,2022,7671.09893,,,,,,,
1/28/22,1643328000,7.44893E+11,January,2022,7448.933533,,,,,,,
1/29/22,1643414400,6.869E+11,January,2022,6868.998805,,,,,,,
1/30/22,1643500800,6.6142E+11,January,2022,6614.198485,,,,,,,
1/31/22,1643587200,7.03902E+11,January,2022,7039.017874,,,,,,,
2/1/22,1643673600,7.24723E+11,February,2022,7247.231113,,,,,,,
2/2/22,1643760000,7.06593E+11,February,2022,7065.931255,,,,,,,
2/3/22,1643846400,8.05057E+11,February,2022,8050.565543,,,,,,,
2/4/22,1643932800,8.04855E+11,February,2022,8048.545207,,,,,,,
2/5/22,1644019200,8.65878E+11,February,2022,8658.775307,,,,,,,
2/6/22,1644105600,8.15317E+11,February,2022,8153.173451,,,,,,,
2/7/22,1644192000,9.26244E+11,February,2022,9262.438794,,,,,,,
2/8/22,1644278400,8.73989E+11,February,2022,8739.894357,,,,,,,
2/9/22,1644364800,8.14449E+11,February,2022,8144.492037,,,,,,,
2/10/22,1644451200,8.66016E+11,February,2022,8660.164102,,,,,,,
2/11/22,1644537600,8.77816E+11,February,2022,8778.164999,,,,,,,
2/12/22,1644624000,7.24948E+11,February,2022,7249.476771,,,,,,,
2/13/22,1644710400,7.68301E+11,February,2022,7683.009294,,,,,,,
2/14/22,1644796800,7.86821E+11,February,2022,7868.207053,,,,,,,
2/15/22,1644883200,1.09939E+12,February,2022,10993.91119,,,,,,,
2/16/22,1644969600,1.21424E+12,February,2022,12142.35565,,,,,,,
2/17/22,1645056000,9.19402E+11,February,2022,9194.017645,,,,,,,
2/18/22,1645142400,8.50383E+11,February,2022,8503.834259,,,,,,,
2/19/22,1645228800,7.3235E+11,February,2022,7323.499602,,,,,,,
2/20/22,1645315200,7.66113E+11,February,2022,7661.129171,,,,,,,
2/21/22,1645401600,7.98559E+11,February,2022,7985.588786,,,,,,,
2/22/22,1645488000,8.11218E+11,February,2022,8112.181839,,,,,,,
2/23/22,1645574400,7.7845E+11,February,2022,7784.504576,,,,,,,
2/24/22,1645660800,7.87957E+11,February,2022,7879.571985,,,,,,,
2/25/22,1645747200,7.8483E+11,February,2022,7848.303986,,,,,,,
2/26/22,1645833600,6.40303E+11,February,2022,6403.033828,,,,,,,
2/27/22,1645920000,6.22756E+11,February,2022,6227.557381,,,,,,,
2/28/22,1646006400,7.08721E+11,February,2022,7087.209258,,,,,,,
3/1/22,1646092800,7.26654E+11,March,2022,7266.544752,,,,,,,
3/2/22,1646179200,6.73136E+11,March,2022,6731.364802,,,,,,,
3/3/22,1646265600,6.94201E+11,March,2022,6942.006571,,,,,,,
3/4/22,1646352000,6.85115E+11,March,2022,6851.153145,,,,,,,
3/5/22,1646438400,6.20034E+11,March,2022,6200.344838,,,,,,,
3/6/22,1646524800,6.23363E+11,March,2022,6233.633939,,,,,,,
3/7/22,1646611200,7.10327E+11,March,2022,7103.272245,,,,,,,
3/8/22,1646697600,6.73656E+11,March,2022,6736.561514,,,,,,,
3/9/22,1646784000,6.7522E+11,March,2022,6752.199482,,,,,,,
3/10/22,1646870400,6.6885E+11,March,2022,6688.499188,,,,,,,
3/11/22,1646956800,6.36594E+11,March,2022,6365.942877,,,,,,,
3/12/22,1647043200,6.35409E+11,March,2022,6354.094237,,,,,,,
3/13/22,1647129600,6.15175E+11,March,2022,6151.745651,,,,,,,
3/14/22,1647216000,6.67775E+11,March,2022,6677.74763,,,,,,,
3/15/22,1647302400,6.92585E+11,March,2022,6925.845535,,,,,,,
3/16/22,1647388800,7.04665E+11,March,2022,7046.653613,,,,,,,
3/17/22,1647475200,7.07018E+11,March,2022,7070.178885,,,,,,,
3/18/22,1647561600,6.6366E+11,March,2022,6636.602824,,,,,,,
3/19/22,1647648000,6.84285E+11,March,2022,6842.850786,,,,,,,
3/20/22,1647734400,6.39278E+11,March,2022,6392.783926,,,,,,,
3/21/22,1647820800,7.59234E+11,March,2022,7592.335024,,,,,,,
3/22/22,1647907200,7.59309E+11,March,2022,7593.088022,,,,,,,
3/23/22,1647993600,7.47719E+11,March,2022,7477.192259,,,,,,,
3/24/22,1648080000,7.45998E+11,March,2022,7459.976926,,,,,,,
3/25/22,1648166400,6.83215E+11,March,2022,6832.153525,,,,,,,
3/26/22,1648252800,6.32806E+11,March,2022,6328.055183,,,,,,,
3/27/22,1648339200,6.42073E+11,March,2022,6420.728738,,,,,,,
3/28/22,1648425600,7.37364E+11,March,2022,7373.641004,,,,,,,
3/29/22,1648512000,6.93655E+11,March,2022,6936.553433,,,,,,,
3/30/22,1648598400,7.59849E+11,March,2022,7598.491645,,,,,,,
3/31/22,1648684800,7.87783E+11,March,2022,7877.833727,,,,,,,
4/1/22,1648771200,7.56944E+11,April,2022,7569.443916,,,,,,,
4/2/22,1648857600,7.40754E+11,April,2022,7407.536049,,,,,,,
4/3/22,1648944000,6.8795E+11,April,2022,6879.502505,,,,,,,
4/4/22,1649030400,7.65937E+11,April,2022,7659.368173,,,,,,,
4/5/22,1649116800,7.77694E+11,April,2022,7776.943176,,,,,,,
4/6/22,1649203200,7.53415E+11,April,2022,7534.152924,,,,,,,
4/7/22,1649289600,7.26879E+11,April,2022,7268.789731,,,,,,,
4/8/22,1649376000,6.96536E+11,April,2022,6965.358123,,,,,,,
4/9/22,1649462400,5.93166E+11,April,2022,5931.660676,,,,,,,
4/10/22,1649548800,5.99172E+11,April,2022,5991.721601,,,,,,,
4/11/22,1649635200,6.43209E+11,April,2022,6432.086123,,,,,,,
4/12/22,1649721600,6.42528E+11,April,2022,6425.281326,,,,,,,
4/13/22,1649808000,6.47723E+11,April,2022,6477.230947,,,,,,,
4/14/22,1649894400,6.10974E+11,April,2022,6109.735315,,,,,,,
4/15/22,1649980800,6.1322E+11,April,2022,6132.195447,,,,,,,
4/16/22,1650067200,5.58354E+11,April,2022,5583.537413,,,,,,,
4/17/22,1650153600,5.76303E+11,April,2022,5763.034173,,,,,,,
4/18/22,1650240000,6.30541E+11,April,2022,6305.411228,,,,,,,
4/19/22,1650326400,6.76913E+11,April,2022,6769.132344,,,,,,,
4/20/22,1650412800,7.22402E+11,April,2022,7224.020804,,,,,,,
4/21/22,1650499200,7.18913E+11,April,2022,7189.131732,,,,,,,
4/22/22,1650585600,7.03976E+11,April,2022,7039.761403,,,,,,,
4/23/22,1650672000,7.576E+11,April,2022,7576.004742,,,,,,,
4/24/22,1650758400,6.47748E+11,April,2022,6477.477107,,,,,,,
4/25/22,1650844800,7.24493E+11,April,2022,7244.93136,,,,,,,
4/26/22,1650931200,7.01865E+11,April,2022,7018.653119,,,,,,,
4/27/22,1651017600,6.269E+11,April,2022,6269.003527,,,,,,,
4/28/22,1651104000,6.95122E+11,April,2022,6951.223618,,,,,,,
4/29/22,1651190400,7.48127E+11,April,2022,7481.268573,,,,,,,
4/30/22,1651276800,6.10427E+11,April,2022,6104.266038,,,,,,,
5/1/22,1651363200,6.20748E+11,May,2022,6207.478384,,,,,,,
5/2/22,1651449600,5.68046E+11,May,2022,5680.458003,,,,,,,
5/3/22,1651536000,5.68522E+11,May,2022,5685.219365,,,,,,,
5/4/22,1651622400,6.13904E+11,May,2022,6139.044416,,,,,,,
5/5/22,1651708800,6.37771E+11,May,2022,6377.710452,,,,,,,
5/6/22,1651795200,5.63896E+11,May,2022,5638.960344,,,,,,,
5/7/22,1651881600,5.48152E+11,May,2022,5481.516224,,,,,,,
5/8/22,1651968000,5.47658E+11,May,2022,5476.584013,,,,,,,
5/9/22,1652054400,6.84043E+11,May,2022,6840.433512,,,,,,,
5/10/22,1652140800,6.24172E+11,May,2022,6241.720447,,,,,,,
5/11/22,1652227200,8.73636E+11,May,2022,8736.362914,,,,,,,
5/12/22,1652313600,1.02753E+12,May,2022,10275.29172,,,,,,,
5/13/22,1652400000,8.76888E+11,May,2022,8768.880822,,,,,,,
5/14/22,1652486400,8.3085E+11,May,2022,8308.497423,,,,,,,
5/15/22,1652572800,7.23007E+11,May,2022,7230.069101,,,,,,,
5/16/22,1652659200,6.66149E+11,May,2022,6661.491379,,,,,,,
5/17/22,1652745600,5.5379E+11,May,2022,5537.904292,,,,,,,
5/18/22,1652832000,5.50084E+11,May,2022,5500.835151,,,,,,,
5/19/22,1652918400,5.51808E+11,May,2022,5518.084618,,,,,,,
5/20/22,1653004800,5.36689E+11,May,2022,5366.893028,,,,,,,
5/21/22,1653091200,4.92651E+11,May,2022,4926.509831,,,,,,,
5/22/22,1653177600,5.06251E+11,May,2022,5062.510772,,,,,,,
5/23/22,1653264000,6.12664E+11,May,2022,6126.637754,,,,,,,
5/24/22,1653350400,5.70093E+11,May,2022,5700.931273,,,,,,,
5/25/22,1653436800,5.97058E+11,May,2022,5970.581053,,,,,,,
5/26/22,1653523200,6.09395E+11,May,2022,6093.954154,,,,,,,
5/27/22,1653609600,5.39273E+11,May,2022,5392.731832,,,,,,,
5/28/22,1653696000,4.88622E+11,May,2022,4886.216894,,,,,,,
5/29/22,1653782400,4.96009E+11,May,2022,4960.093795,,,,,,,
5/30/22,1653868800,5.53712E+11,May,2022,5537.12295,,,,,,,
5/31/22,1653955200,5.6541E+11,May,2022,5654.104512,,,,,,,
6/1/22,1654041600,5.46608E+11,June,2022,5466.080503,,,,,,,
6/2/22,1654128000,5.21192E+11,June,2022,5211.922947,,,,,,,
6/3/22,1654214400,4.76221E+11,June,2022,4762.208142,,,,,,,
6/4/22,1654300800,4.62833E+11,June,2022,4628.326954,,,,,,,
6/5/22,1654387200,4.8654E+11,June,2022,4865.401902,,,,,,,
6/6/22,1654473600,5.59214E+11,June,2022,5592.14443,,,,,,,
6/7/22,1654560000,5.58061E+11,June,2022,5580.607839,,,,,,,
6/8/22,1654646400,5.77727E+11,June,2022,5777.271575,,,,,,,
6/9/22,1654732800,5.56601E+11,June,2022,5566.010995,,,,,,,
6/10/22,1654819200,5.38851E+11,June,2022,5388.505488,,,,,,,
6/11/22,1654905600,4.86726E+11,June,2022,4867.263685,,,,,,,
6/12/22,1654992000,4.88851E+11,June,2022,4888.50854,,,,,,,
6/13/22,1655078400,6.09477E+11,June,2022,6094.765888,,,,,,,
6/14/22,1655164800,5.7198E+11,June,2022,5719.800689,,,,,,,
6/15/22,1655251200,5.63526E+11,June,2022,5635.257522,,,,,,,
6/16/22,1655337600,5.09425E+11,June,2022,5094.254945,,,,,,,
6/17/22,1655424000,4.80277E+11,June,2022,4802.76565,,,,,,,
6/18/22,1655510400,4.93731E+11,June,2022,4937.309209,,,,,,,
6/19/22,1655596800,4.32386E+11,June,2022,4323.862943,,,,,,,
6/20/22,1655683200,4.96359E+11,June,2022,4963.593935,,,,,,,
6/21/22,1655769600,5.09132E+11,June,2022,5091.318684,,,,,,,
6/22/22,1655856000,4.78229E+11,June,2022,4782.285815,,,,,,,
6/23/22,1655942400,4.99794E+11,June,2022,4997.94064,,,,,,,
6/24/22,1656028800,5.08781E+11,June,2022,5087.80772,,,,,,,
6/25/22,1656115200,4.76816E+11,June,2022,4768.155221,,,,,,,
6/26/22,1656201600,4.58887E+11,June,2022,4588.866678,,,,,,,
6/27/22,1656288000,4.72917E+11,June,2022,4729.170933,,,,,,,
6/28/22,1656374400,5.05788E+11,June,2022,5057.883338,,,,,,,
6/29/22,1656460800,5.07814E+11,June,2022,5078.141238,,,,,,,
6/30/22,1656547200,5.24031E+11,June,2022,5240.305288,,,,,,,
7/1/22,1656633600,5.36824E+11,July,2022,5368.243681,,,,,,,
7/2/22,1656720000,4.50397E+11,July,2022,4503.969462,,,,,,,
7/3/22,1656806400,4.1793E+11,July,2022,4179.296473,,,,,,,
7/4/22,1656892800,5.1817E+11,July,2022,5181.702466,,,,,,,
7/5/22,1656979200,5.39219E+11,July,2022,5392.187622,,,,,,,
7/6/22,1657065600,4.86199E+11,July,2022,4861.98794,,,,,,,
7/7/22,1657152000,4.97384E+11,July,2022,4973.844328,,,,,,,
7/8/22,1657238400,4.9732E+11,July,2022,4973.197076,,,,,,,
7/9/22,1657324800,4.19353E+11,July,2022,4193.531145,,,,,,,
7/10/22,1657411200,4.12075E+11,July,2022,4120.746495,,,,,,,
7/11/22,1657497600,4.87624E+11,July,2022,4876.238118,,,,,,,
7/12/22,1657584000,5.00933E+11,July,2022,5009.331881,,,,,,,
7/13/22,1657670400,4.82446E+11,July,2022,4824.464776,,,,,,,
7/14/22,1657756800,4.81734E+11,July,2022,4817.344747,,,,,,,
7/15/22,1657843200,4.99663E+11,July,2022,4996.633251,,,,,,,
7/16/22,1657929600,4.80538E+11,July,2022,4805.378753,,,,,,,
7/17/22,1658016000,4.56012E+11,July,2022,4560.124456,,,,,,,
7/18/22,1658102400,5.31667E+11,July,2022,5316.674169,,,,,,,
7/19/22,1658188800,5.10668E+11,July,2022,5106.678903,,,,,,,
7/20/22,1658275200,4.7581E+11,July,2022,4758.097798,,,,,,,
7/21/22,1658361600,4.66447E+11,July,2022,4664.467976,,,,,,,
7/22/22,1658448000,4.77213E+11,July,2022,4772.130491,,,,,,,
7/23/22,1658534400,4.12276E+11,July,2022,4122.763718,,,,,,,
7/24/22,1658620800,3.87535E+11,July,2022,3875.348601,,,,,,,
7/25/22,1658707200,4.44408E+11,July,2022,4444.083267,,,,,,,
7/26/22,1658793600,4.38475E+11,July,2022,4384.753889,,,,,,,
7/27/22,1658880000,4.65304E+11,July,2022,4653.03525,,,,,,,
7/28/22,1658966400,4.59448E+11,July,2022,4594.476541,,,,,,,
7/29/22,1659052800,4.59108E+11,July,2022,4591.077925,,,,,,,
7/30/22,1659139200,4.63747E+11,July,2022,4637.466802,,,,,,,
7/31/22,1659225600,4.6154E+11,July,2022,4615.403951,,,,,,,
8/1/22,1659312000,4.6131E+11,August,2022,4613.104354,,,,,,,
8/2/22,1659398400,4.35457E+11,August,2022,4354.569688,,,,,,,
8/3/22,1659484800,4.36175E+11,August,2022,4361.753547,,,,,,,
8/4/22,1659571200,4.44354E+11,August,2022,4443.544961,,,,,,,
8/5/22,1659657600,4.51157E+11,August,2022,4511.570657,,,,,,,
8/6/22,1659744000,4.23662E+11,August,2022,4236.620507,,,,,,,
8/7/22,1659830400,4.03127E+11,August,2022,4031.267973,,,,,,,
8/8/22,1659916800,4.60639E+11,August,2022,4606.39242,,,,,,,
8/9/22,1660003200,4.78491E+11,August,2022,4784.905415,,,,,,,
8/10/22,1660089600,4.76289E+11,August,2022,4762.89122,,,,,,,
8/11/22,1660176000,4.93284E+11,August,2022,4932.838858,,,,,,,
8/12/22,1660262400,4.6152E+11,August,2022,4615.198335,,,,,,,
8/13/22,1660348800,4.09241E+11,August,2022,4092.413088,,,,,,,
8/14/22,1660435200,3.97156E+11,August,2022,3971.563914,,,,,,,
8/15/22,1660521600,4.60211E+11,August,2022,4602.105954,,,,,,,
8/16/22,1660608000,4.24032E+11,August,2022,4240.32453,,,,,,,
8/17/22,1660694400,4.08894E+11,August,2022,4088.941621,,,,,,,
8/18/22,1660780800,4.07248E+11,August,2022,4072.479697,,,,,,,
8/19/22,1660867200,4.32009E+11,August,2022,4320.088998,,,,,,,
8/20/22,1660953600,3.64118E+11,August,2022,3641.183993,,,,,,,
8/21/22,1661040000,3.33765E+11,August,2022,3337.651263,,,,,,,
8/22/22,1661126400,3.84728E+11,August,2022,3847.276236,,,,,,,
8/23/22,1661212800,3.96594E+11,August,2022,3965.938402,,,,,,,
8/24/22,1661299200,3.75884E+11,August,2022,3758.844886,,,,,,,
8/25/22,1661385600,3.8704E+11,August,2022,3870.397762,,,,,,,
8/26/22,1661472000,3.99125E+11,August,2022,3991.252397,,,,,,,
8/27/22,1661558400,3.3904E+11,August,2022,3390.403798,,,,,,,
8/28/22,1661644800,3.57591E+11,August,2022,3575.907817,,,,,,,
8/29/22,1661731200,4.04358E+11,August,2022,4043.580967,,,,,,,
8/30/22,1661817600,4.2194E+11,August,2022,4219.401258,,,,,,,
8/31/22,1661904000,4.18529E+11,August,2022,4185.286812,,,,,,,
9/1/22,1661990400,4.3648E+11,September,2022,4364.79998,,,,,,,
9/2/22,1662076800,4.25886E+11,September,2022,4258.85982,,,,,,,
9/3/22,1662163200,3.96996E+11,September,2022,3969.962843,,,,,,,
9/4/22,1662249600,3.5792E+11,September,2022,3579.196697,,,,,,,
9/5/22,1662336000,4.10356E+11,September,2022,4103.557147,,,,,,,
9/6/22,1662422400,4.51479E+11,September,2022,4514.788954,,,,,,,
9/7/22,1662508800,4.54421E+11,September,2022,4544.205715,,,,,,,
9/8/22,1662595200,4.6557E+11,September,2022,4655.702406,,,,,,,
9/9/22,1662681600,5.03381E+11,September,2022,5033.813353,,,,,,,
9/10/22,1662768000,3.6546E+11,September,2022,3654.60223,,,,,,,
9/11/22,1662854400,3.51553E+11,September,2022,3515.531121,,,,,,,
9/12/22,1662940800,3.99642E+11,September,2022,3996.421812,,,,,,,
9/13/22,1663027200,4.04857E+11,September,2022,4048.57104,,,,,,,
9/14/22,1663113600,4.03093E+11,September,2022,4030.930892,,,,,,,
9/15/22,1663200000,4.27598E+11,September,2022,4275.975646,,,,,,,
9/16/22,1663286400,4.55503E+11,September,2022,4555.027331,,,,,,,
9/17/22,1663372800,3.6617E+11,September,2022,3661.695471,,,,,,,
9/18/22,1663459200,3.64261E+11,September,2022,3642.606245,,,,,,,
9/19/22,1663545600,4.08229E+11,September,2022,4082.290545,,,,,,,
9/20/22,1663632000,3.87827E+11,September,2022,3878.267887,,,,,,,
9/21/22,1663718400,3.85734E+11,September,2022,3857.343142,,,,,,,
