Date(UTC),UnixTimeStamp,Block Count,Block Size,Block Time,Month,Year,,,,,,,
7/2/21,1625184000,17280,1381,5,July,2021,,,,,,,
7/3/21,1625270400,17280,1206,5,July,2021,,,,,,,
7/4/21,1625356800,17280,1126,5,July,2021,,,,,,,
7/5/21,1625443200,17280,1099,5,July,2021,,,,,,,
7/6/21,1625529600,17280,3652,5,July,2021,,,,,,,
7/7/21,1625616000,17280,2223,5,July,2021,,,,,,,
7/8/21,1625702400,17280,1234,5,July,2021,,,,,,,
7/9/21,1625788800,17280,1185,5,July,2021,,,,,,,
7/10/21,1625875200,17279,1179,5,July,2021,,,,,,,
7/11/21,1625961600,17280,1144,5,July,2021,,,,,,,
7/12/21,1626048000,17280,1300,5,July,2021,,,,,,,
7/13/21,1626134400,17280,4542,5,July,2021,,,,,,,
7/14/21,1626220800,17280,2915,5,July,2021,,,,,,,
7/15/21,1626307200,17280,3561,5,July,2021,,,,,,,
7/16/21,1626393600,17280,2772,5,July,2021,,,,,,,
7/17/21,1626480000,17280,2936,5,July,2021,,,,,,,
7/18/21,1626566400,17280,2885,5,July,2021,,,,,,,
7/19/21,1626652800,17280,2922,5,July,2021,,,,,,,
7/20/21,1626739200,17280,6794,5,July,2021,,,,,,,
7/21/21,1626825600,17280,7142,5,July,2021,,,,,,,
7/22/21,1626912000,17280,3771,5,July,2021,,,,,,,
7/23/21,1626998400,17280,4954,5,July,2021,,,,,,,
7/24/21,1627084800,17280,7382,5,July,2021,,,,,,,
7/25/21,1627171200,17279,7246,5,July,2021,,,,,,,
7/26/21,1627257600,17280,7277,5,July,2021,,,,,,,
7/27/21,1627344000,17279,5861,5,July,2021,,,,,,,
7/28/21,1627430400,17280,8177,5,July,2021,,,,,,,
7/29/21,1627516800,17280,10693,5,July,2021,,,,,,,
7/30/21,1627603200,17274,6891,5,July,2021,,,,,,,
7/31/21,1627689600,17280,7677,5,July,2021,,,,,,,
8/1/21,1627776000,17280,6706,5,August,2021,,,,,,,
8/2/21,1627862400,17262,7162,5.01,August,2021,,,,,,,
8/3/21,1627948800,17279,14446,5,August,2021,,,,,,,
8/4/21,1628035200,17280,7108,5,August,2021,,,,,,,
8/5/21,1628121600,17280,7279,5,August,2021,,,,,,,
8/6/21,1628208000,17280,7002,5,August,2021,,,,,,,
8/7/21,1628294400,17280,8306,5,August,2021,,,,,,,
8/8/21,1628380800,17280,14597,5,August,2021,,,,,,,
8/9/21,1628467200,17280,14860,5,August,2021,,,,,,,
8/10/21,1628553600,17280,22574,5,August,2021,,,,,,,
8/11/21,1628640000,17280,10393,5,August,2021,,,,,,,
8/12/21,1628726400,17279,10300,5,August,2021,,,,,,,
8/13/21,1628812800,17280,4537,5,August,2021,,,,,,,
8/14/21,1628899200,17280,5760,5,August,2021,,,,,,,
8/15/21,1628985600,17280,7812,5,August,2021,,,,,,,
8/16/21,1629072000,17280,9120,5,August,2021,,,,,,,
8/17/21,1629158400,17280,15164,5,August,2021,,,,,,,
8/18/21,1629244800,17280,15941,5,August,2021,,,,,,,
8/19/21,1629331200,17280,15778,5,August,2021,,,,,,,
8/20/21,1629417600,17280,16155,5,August,2021,,,,,,,
8/21/21,1629504000,17280,14076,5,August,2021,,,,,,,
8/22/21,1629590400,17280,12387,5,August,2021,,,,,,,
8/23/21,1629676800,17280,11853,5,August,2021,,,,,,,
8/24/21,1629763200,17280,18234,5,August,2021,,,,,,,
8/25/21,1629849600,17280,14885,5,August,2021,,,,,,,
8/26/21,1629936000,17280,12899,5,August,2021,,,,,,,
8/27/21,1630022400,17280,11769,5,August,2021,,,,,,,
8/28/21,1630108800,17280,13848,5,August,2021,,,,,,,
8/29/21,1630195200,17280,13768,5,August,2021,,,,,,,
8/30/21,1630281600,17280,17253,5,August,2021,,,,,,,
8/31/21,1630368000,17280,21221,5,August,2021,,,,,,,
9/1/21,1630454400,17280,13550,5,September,2021,,,,,,,
9/2/21,1630540800,17280,14975,5,September,2021,,,,,,,
9/3/21,1630627200,17279,15637,5,September,2021,,,,,,,
9/4/21,1630713600,17280,9319,5,September,2021,,,,,,,
9/5/21,1630800000,17280,9903,5,September,2021,,,,,,,
9/6/21,1630886400,17280,13352,5,September,2021,,,,,,,
9/7/21,1630972800,17280,21594,5,September,2021,,,,,,,
9/8/21,1631059200,17280,12042,5,September,2021,,,,,,,
9/9/21,1631145600,17280,9299,5,September,2021,,,,,,,
9/10/21,1631232000,17280,10948,5,September,2021,,,,,,,
9/11/21,1631318400,17280,10377,5,September,2021,,,,,,,
9/12/21,1631404800,17280,13904,5,September,2021,,,,,,,
9/13/21,1631491200,17280,18080,5,September,2021,,,,,,,
9/14/21,1631577600,17280,21168,5,September,2021,,,,,,,
9/15/21,1631664000,17280,16631,5,September,2021,,,,,,,
9/16/21,1631750400,17280,8732,5,September,2021,,,,,,,
9/17/21,1631836800,17280,8312,5,September,2021,,,,,,,
9/18/21,1631923200,17280,10076,5,September,2021,,,,,,,
9/19/21,1632009600,17279,12263,5,September,2021,,,,,,,
9/20/21,1632096000,17280,16035,5,September,2021,,,,,,,
9/21/21,1632182400,17280,17858,5,September,2021,,,,,,,
9/22/21,1632268800,17280,22894,5,September,2021,,,,,,,
9/23/21,1632355200,17278,18154,5,September,2021,,,,,,,
9/24/21,1632441600,17280,16819,5,September,2021,,,,,,,
9/25/21,1632528000,17280,16401,5,September,2021,,,,,,,
9/26/21,1632614400,17280,24383,5,September,2021,,,,,,,
9/27/21,1632700800,17280,26033,5,September,2021,,,,,,,
9/28/21,1632787200,17280,27831,5,September,2021,,,,,,,
9/29/21,1632873600,17280,25271,5,September,2021,,,,,,,
9/30/21,1632960000,17278,21612,5,September,2021,,,,,,,
10/1/21,1633046400,17277,18307,5,October,2021,,,,,,,
10/2/21,1633132800,17279,18229,5,October,2021,,,,,,,
10/3/21,1633219200,17280,18372,5,October,2021,,,,,,,
10/4/21,1633305600,17279,18523,5,October,2021,,,,,,,
10/5/21,1633392000,17280,20054,5,October,2021,,,,,,,
10/6/21,1633478400,17280,22840,5,October,2021,,,,,,,
10/7/21,1633564800,17280,10999,5,October,2021,,,,,,,
10/8/21,1633651200,17280,12996,5,October,2021,,,,,,,
10/9/21,1633737600,17280,13794,5,October,2021,,,,,,,
10/10/21,1633824000,17280,13498,5,October,2021,,,,,,,
10/11/21,1633910400,17280,13079,5,October,2021,,,,,,,
10/12/21,1633996800,17270,21153,5,October,2021,,,,,,,
10/13/21,1634083200,17270,26019,5,October,2021,,,,,,,
10/14/21,1634169600,17280,27385,5,October,2021,,,,,,,
10/15/21,1634256000,17279,30462,5,October,2021,,,,,,,
10/16/21,1634342400,17279,27479,5,October,2021,,,,,,,
10/17/21,1634428800,17279,25056,5,October,2021,,,,,,,
10/18/21,1634515200,17280,22266,5,October,2021,,,,,,,
10/19/21,1634601600,17279,20149,5,October,2021,,,,,,,
10/20/21,1634688000,17276,20996,5,October,2021,,,,,,,
10/21/21,1634774400,17280,19033,5,October,2021,,,,,,,
10/22/21,1634860800,17279,17734,5,October,2021,,,,,,,
10/23/21,1634947200,17280,18047,5,October,2021,,,,,,,
10/24/21,1635033600,17279,18753,5,October,2021,,,,,,,
10/25/21,1635120000,17279,17216,5,October,2021,,,,,,,
10/26/21,1635206400,17280,16789,5,October,2021,,,,,,,
10/27/21,1635292800,17275,18298,5,October,2021,,,,,,,
10/28/21,1635379200,17279,14514,5,October,2021,,,,,,,
10/29/21,1635465600,17280,10975,5,October,2021,,,,,,,
10/30/21,1635552000,17280,11983,5,October,2021,,,,,,,
10/31/21,1635638400,17280,22165,5,October,2021,,,,,,,
11/1/21,1635724800,17280,16989,5,November,2021,,,,,,,
11/2/21,1635811200,17279,29937,5,November,2021,,,,,,,
11/3/21,1635897600,17280,21554,5,November,2021,,,,,,,
11/4/21,1635984000,17278,25172,5,November,2021,,,,,,,
11/5/21,1636070400,17279,22105,5,November,2021,,,,,,,
11/6/21,1636156800,17279,18922,5,November,2021,,,,,,,
11/7/21,1636243200,17280,23982,5,November,2021,,,,,,,
11/8/21,1636329600,17280,31209,5,November,2021,,,,,,,
11/9/21,1636416000,17275,24399,5,November,2021,,,,,,,
11/10/21,1636502400,17280,22902,5,November,2021,,,,,,,
11/11/21,1636588800,17280,25736,5,November,2021,,,,,,,
11/12/21,1636675200,17280,26773,5,November,2021,,,,,,,
11/13/21,1636761600,17280,20757,5,November,2021,,,,,,,
11/14/21,1636848000,17279,21620,5,November,2021,,,,,,,
11/15/21,1636934400,17280,15132,5,November,2021,,,,,,,
11/16/21,1637020800,17278,18333,5,November,2021,,,,,,,
11/17/21,1637107200,17279,21539,5,November,2021,,,,,,,
11/18/21,1637193600,17280,21934,5,November,2021,,,,,,,
11/19/21,1637280000,17279,14510,5,November,2021,,,,,,,
11/20/21,1637366400,17280,13519,5,November,2021,,,,,,,
11/21/21,1637452800,17280,20290,5,November,2021,,,,,,,
11/22/21,1637539200,17219,23173,5.02,November,2021,,,,,,,
11/23/21,1637625600,17279,22997,5,November,2021,,,,,,,
11/24/21,1637712000,17280,19259,5,November,2021,,,,,,,
11/25/21,1637798400,17235,15224,5.01,November,2021,,,,,,,
11/26/21,1637884800,17247,25483,5.01,November,2021,,,,,,,
11/27/21,1637971200,17277,18667,5,November,2021,,,,,,,
11/28/21,1638057600,17276,22169,5,November,2021,,,,,,,
11/29/21,1638144000,17280,16928,5,November,2021,,,,,,,
11/30/21,1638230400,17274,21453,5,November,2021,,,,,,,
12/1/21,1638316800,17278,15066,5,December,2021,,,,,,,
12/2/21,1638403200,17276,14141,5,December,2021,,,,,,,
12/3/21,1638489600,17280,12155,5,December,2021,,,,,,,
12/4/21,1638576000,17280,20588,5,December,2021,,,,,,,
12/5/21,1638662400,17280,23932,5,December,2021,,,,,,,
12/6/21,1638748800,17280,17178,5,December,2021,,,,,,,
12/7/21,1638835200,17280,12672,5,December,2021,,,,,,,
12/8/21,1638921600,17280,13823,5,December,2021,,,,,,,
12/9/21,1639008000,17280,16308,5,December,2021,,,,,,,
12/10/21,1639094400,17277,17894,5,December,2021,,,,,,,
12/11/21,1639180800,17278,16616,5,December,2021,,,,,,,
12/12/21,1639267200,17280,7520,5,December,2021,,,,,,,
12/13/21,1639353600,17279,8866,5,December,2021,,,,,,,
12/14/21,1639440000,17280,7665,5,December,2021,,,,,,,
12/15/21,1639526400,17273,16672,5,December,2021,,,,,,,
12/16/21,1639612800,17280,24716,5,December,2021,,,,,,,
12/17/21,1639699200,17280,15970,5,December,2021,,,,,,,
12/18/21,1639785600,17277,24215,5,December,2021,,,,,,,
12/19/21,1639872000,17278,23189,5,December,2021,,,,,,,
12/20/21,1639958400,17277,29239,5,December,2021,,,,,,,
12/21/21,1640044800,17280,32005,5,December,2021,,,,,,,
12/22/21,1640131200,17278,38934,5,December,2021,,,,,,,
12/23/21,1640217600,17279,38843,5,December,2021,,,,,,,
12/24/21,1640304000,17280,21852,5,December,2021,,,,,,,
12/25/21,1640390400,17280,3955,5,December,2021,,,,,,,
12/26/21,1640476800,17280,4150,5,December,2021,,,,,,,
12/27/21,1640563200,17271,26457,5,December,2021,,,,,,,
12/28/21,1640649600,17279,36619,5,December,2021,,,,,,,
12/29/21,1640736000,17278,23027,5,December,2021,,,,,,,
12/30/21,1640822400,17264,28109,5,December,2021,,,,,,,
12/31/21,1640908800,17279,29276,5,December,2021,,,,,,,
1/1/22,1640995200,17279,27386,5,January,2022,,,,,,,
1/2/22,1641081600,17279,26824,5,January,2022,,,,,,,
1/3/22,1641168000,17277,22151,5,January,2022,,,,,,,
1/4/22,1641254400,17275,27627,5,January,2022,,,,,,,
1/5/22,1641340800,17272,22863,5,January,2022,,,,,,,
1/6/22,1641427200,17279,15967,5,January,2022,,,,,,,
1/7/22,1641513600,17279,15302,5,January,2022,,,,,,,
1/8/22,1641600000,17279,10943,5,January,2022,,,,,,,
1/9/22,1641686400,17279,11749,5,January,2022,,,,,,,
1/10/22,1641772800,17279,13759,5,January,2022,,,,,,,
1/11/22,1641859200,17279,7292,5,January,2022,,,,,,,
1/12/22,1641945600,17277,6383,5,January,2022,,,,,,,
1/13/22,1642032000,17277,6685,5,January,2022,,,,,,,
1/14/22,1642118400,17277,7810,5,January,2022,,,,,,,
1/15/22,1642204800,17277,13363,5,January,2022,,,,,,,
1/16/22,1642291200,17278,9600,5,January,2022,,,,,,,
1/17/22,1642377600,17279,7982,5,January,2022,,,,,,,
1/18/22,1642464000,17280,8998,5,January,2022,,,,,,,
1/19/22,1642550400,17275,8510,5,January,2022,,,,,,,
1/20/22,1642636800,17278,6464,5,January,2022,,,,,,,
1/21/22,1642723200,17279,7165,5,January,2022,,,,,,,
1/22/22,1642809600,17278,8024,5,January,2022,,,,,,,
1/23/22,1642896000,17280,6040,5,January,2022,,,,,,,
1/24/22,1642982400,17270,6691,5,January,2022,,,,,,,
1/25/22,1643068800,17280,15070,5,January,2022,,,,,,,
1/26/22,1643155200,17278,13140,5,January,2022,,,,,,,
1/27/22,1643241600,17279,10367,5,January,2022,,,,,,,
1/28/22,1643328000,17278,9722,5,January,2022,,,,,,,
1/29/22,1643414400,17279,9068,5,January,2022,,,,,,,
1/30/22,1643500800,17279,10319,5,January,2022,,,,,,,
1/31/22,1643587200,17279,9513,5,January,2022,,,,,,,
2/1/22,1643673600,17279,11917,5,February,2022,,,,,,,
2/2/22,1643760000,17277,10840,5,February,2022,,,,,,,
2/3/22,1643846400,17278,8890,5,February,2022,,,,,,,
2/4/22,1643932800,17279,9312,5,February,2022,,,,,,,
2/5/22,1644019200,17276,9343,5,February,2022,,,,,,,
2/6/22,1644105600,17280,8077,5,February,2022,,,,,,,
2/7/22,1644192000,17278,8444,5,February,2022,,,,,,,
2/8/22,1644278400,17280,9340,5,February,2022,,,,,,,
2/9/22,1644364800,17280,8491,5,February,2022,,,,,,,
2/10/22,1644451200,17278,9066,5,February,2022,,,,,,,
2/11/22,1644537600,17280,8929,5,February,2022,,,,,,,
2/12/22,1644624000,17279,8342,5,February,2022,,,,,,,
2/13/22,1644710400,17280,7888,5,February,2022,,,,,,,
2/14/22,1644796800,17279,9955,5,February,2022,,,,,,,
2/15/22,1644883200,17280,10446,5,February,2022,,,,,,,
2/16/22,1644969600,17280,10084,5,February,2022,,,,,,,
2/17/22,1645056000,17278,10254,5,February,2022,,,,,,,
2/18/22,1645142400,17280,7066,5,February,2022,,,,,,,
2/19/22,1645228800,17280,5202,5,February,2022,,,,,,,
2/20/22,1645315200,17280,8904,5,February,2022,,,,,,,
2/21/22,1645401600,17280,9239,5,February,2022,,,,,,,
2/22/22,1645488000,17280,9763,5,February,2022,,,,,,,
2/23/22,1645574400,17280,7059,5,February,2022,,,,,,,
2/24/22,1645660800,17279,7187,5,February,2022,,,,,,,
2/25/22,1645747200,17279,7235,5,February,2022,,,,,,,
2/26/22,1645833600,17278,4909,5,February,2022,,,,,,,
2/27/22,1645920000,17280,3768,5,February,2022,,,,,,,
2/28/22,1646006400,17280,3913,5,February,2022,,,,,,,
3/1/22,1646092800,17280,5557,5,March,2022,,,,,,,
3/2/22,1646179200,17280,4929,5,March,2022,,,,,,,
3/3/22,1646265600,17279,3409,5,March,2022,,,,,,,
3/4/22,1646352000,17280,3857,6817.96,March,2022,,,,,,,
3/5/22,1646438400,17280,3340,5,March,2022,,,,,,,
3/6/22,1646524800,17280,3655,6835.15,March,2022,,,,,,,
3/7/22,1646611200,17280,4119,5,March,2022,,,,,,,
3/8/22,1646697600,17280,4344,13702.84,March,2022,,,,,,,
3/9/22,1646784000,17280,4377,10285.59,March,2022,,,,,,,
3/10/22,1646870400,17279,3884,5,March,2022,,,,,,,
3/11/22,1646956800,17280,3483,5,March,2022,,,,,,,
3/12/22,1647043200,17280,2908,5,March,2022,,,,,,,
3/13/22,1647129600,17280,4039,5,March,2022,,,,,,,
3/14/22,1647216000,17280,3344,5,March,2022,,,,,,,
3/15/22,1647302400,17280,3633,5,March,2022,,,,,,,
3/16/22,1647388800,17280,4344,5,March,2022,,,,,,,
3/17/22,1647475200,7379,13097,5,March,2022,,,,,,,
3/18/22,1647561600,17280,11320,5,March,2022,,,,,,,
3/19/22,1647648000,17279,8469,5,March,2022,,,,,,,
3/20/22,1647734400,17280,7883,5,March,2022,,,,,,,
3/21/22,1647820800,17280,10519,5,March,2022,,,,,,,
3/22/22,1647907200,17280,10478,5,March,2022,,,,,,,
3/23/22,1647993600,17279,11879,5,March,2022,,,,,,,
3/24/22,1648080000,17280,4794,5,March,2022,,,,,,,
3/25/22,1648166400,17275,5363,5,March,2022,,,,,,,
3/26/22,1648252800,17280,4567,5,March,2022,,,,,,,
3/27/22,1648339200,17280,4014,5,March,2022,,,,,,,
3/28/22,1648425600,17280,5213,5,March,2022,,,,,,,
3/29/22,1648512000,17280,5243,5,March,2022,,,,,,,
3/30/22,1648598400,17280,4804,5,March,2022,,,,,,,
3/31/22,1648684800,17280,14422,5,March,2022,,,,,,,
4/1/22,1648771200,17279,17046,5,April,2022,,,,,,,
4/2/22,1648857600,17280,12035,5,April,2022,,,,,,,
4/3/22,1648944000,17279,4663,5,April,2022,,,,,,,
4/4/22,1649030400,17280,11926,5,April,2022,,,,,,,
4/5/22,1649116800,17280,14346,5,April,2022,,,,,,,
4/6/22,1649203200,17279,13450,5,April,2022,,,,,,,
4/7/22,1649289600,17278,11468,5,April,2022,,,,,,,
4/8/22,1649376000,17280,4774,5,April,2022,,,,,,,
4/9/22,1649462400,17280,4699,5,April,2022,,,,,,,
4/10/22,1649548800,17280,5346,5,April,2022,,,,,,,
4/11/22,1649635200,17280,6540,5,April,2022,,,,,,,
4/12/22,1649721600,17280,5773,5,April,2022,,,,,,,
4/13/22,1649808000,17280,5289,5,April,2022,,,,,,,
4/14/22,1649894400,17280,5137,5,April,2022,,,,,,,
4/15/22,1649980800,17279,4640,5,April,2022,,,,,,,
4/16/22,1650067200,17278,5070,5,April,2022,,,,,,,
4/17/22,1650153600,17280,4814,5,April,2022,,,,,,,
4/18/22,1650240000,17280,5851,5,April,2022,,,,,,,
4/19/22,1650326400,17279,4071,5,April,2022,,,,,,,
4/20/22,1650412800,17280,4243,5,April,2022,,,,,,,
4/21/22,1650499200,17280,4555,5,April,2022,,,,,,,
4/22/22,1650585600,17280,3776,5,April,2022,,,,,,,
4/23/22,1650672000,17280,3956,5,April,2022,,,,,,,
4/24/22,1650758400,17279,3977,5,April,2022,,,,,,,
4/25/22,1650844800,17280,4988,5,April,2022,,,,,,,
4/26/22,1650931200,17280,4242,5,April,2022,,,,,,,
4/27/22,1651017600,17280,4020,5,April,2022,,,,,,,
4/28/22,1651104000,17279,4147,5,April,2022,,,,,,,
4/29/22,1651190400,17280,4086,5,April,2022,,,,,,,
4/30/22,1651276800,17279,4921,5,April,2022,,,,,,,
5/1/22,1651363200,17280,4694,5,May,2022,,,,,,,
5/2/22,1651449600,17280,4270,5,May,2022,,,,,,,
5/3/22,1651536000,17280,3569,5,May,2022,,,,,,,
5/4/22,1651622400,17280,4913,5,May,2022,,,,,,,
5/5/22,1651708800,17280,4980,5,May,2022,,,,,,,
5/6/22,1651795200,17279,4307,5,May,2022,,,,,,,
5/7/22,1651881600,17280,3806,5,May,2022,,,,,,,
5/8/22,1651968000,17280,6582,5,May,2022,,,,,,,
5/9/22,1652054400,17279,11438,5,May,2022,,,,,,,
5/10/22,1652140800,17215,15987,5.02,May,2022,,,,,,,
5/11/22,1652227200,17280,28304,5,May,2022,,,,,,,
5/12/22,1652313600,17279,25154,5,May,2022,,,,,,,
5/13/22,1652400000,17280,15798,5,May,2022,,,,,,,
5/14/22,1652486400,17280,13481,5,May,2022,,,,,,,
5/15/22,1652572800,17279,10501,5,May,2022,,,,,,,
5/16/22,1652659200,17279,9973,5,May,2022,,,,,,,
5/17/22,1652745600,17280,9730,5,May,2022,,,,,,,
5/18/22,1652832000,17280,10468,5,May,2022,,,,,,,
5/19/22,1652918400,17279,10176,5,May,2022,,,,,,,
5/20/22,1653004800,17279,11661,5,May,2022,,,,,,,
5/21/22,1653091200,17280,8640,5,May,2022,,,,,,,
5/22/22,1653177600,17279,8282,5,May,2022,,,,,,,
5/23/22,1653264000,17279,9901,5,May,2022,,,,,,,
5/24/22,1653350400,17277,8668,5,May,2022,,,,,,,
5/25/22,1653436800,17279,9155,5,May,2022,,,,,,,
5/26/22,1653523200,17279,10873,5,May,2022,,,,,,,
5/27/22,1653609600,17280,10061,5,May,2022,,,,,,,
5/28/22,1653696000,17280,7821,5,May,2022,,,,,,,
5/29/22,1653782400,17280,6508,5,May,2022,,,,,,,
5/30/22,1653868800,17280,6748,5,May,2022,,,,,,,
5/31/22,1653955200,17280,6116,5,May,2022,,,,,,,
6/1/22,1654041600,17279,4893,5,June,2022,,,,,,,
6/2/22,1654128000,17279,4355,5,June,2022,,,,,,,
6/3/22,1654214400,17278,5432,5,June,2022,,,,,,,
6/4/22,1654300800,17280,7628,5,June,2022,,,,,,,
6/5/22,1654387200,17280,7385,5,June,2022,,,,,,,
6/6/22,1654473600,17279,8585,5,June,2022,,,,,,,
6/7/22,1654560000,17280,8193,5,June,2022,,,,,,,
6/8/22,1654646400,17280,5410,5,June,2022,,,,,,,
6/9/22,1654732800,17280,5966,5,June,2022,,,,,,,
6/10/22,1654819200,17279,8312,5,June,2022,,,,,,,
6/11/22,1654905600,17280,7909,5,June,2022,,,,,,,
6/12/22,1654992000,17277,11866,5,June,2022,,,,,,,
6/13/22,1655078400,17276,13227,5,June,2022,,,,,,,
6/14/22,1655164800,17279,7974,5,June,2022,,,,,,,
6/15/22,1655251200,17279,8534,5,June,2022,,,,,,,
6/16/22,1655337600,17278,8728,5,June,2022,,,,,,,
6/17/22,1655424000,17279,7506,5,June,2022,,,,,,,
6/18/22,1655510400,17279,9431,5,June,2022,,,,,,,
6/19/22,1655596800,17279,7944,5,June,2022,,,,,,,
6/20/22,1655683200,17279,8551,5,June,2022,,,,,,,
6/21/22,1655769600,17279,6933,5,June,2022,,,,,,,
6/22/22,1655856000,17279,6721,5,June,2022,,,,,,,
6/23/22,1655942400,17279,6280,5,June,2022,,,,,,,
6/24/22,1656028800,17280,5134,5,June,2022,,,,,,,
6/25/22,1656115200,17279,6207,5,June,2022,,,,,,,
6/26/22,1656201600,17280,5881,5,June,2022,,,,,,,
6/27/22,1656288000,17279,5286,5,June,2022,,,,,,,
6/28/22,1656374400,17280,5820,5,June,2022,,,,,,,
6/29/22,1656460800,17279,6202,5,June,2022,,,,,,,
6/30/22,1656547200,17278,6731,5,June,2022,,,,,,,
7/1/22,1656633600,17280,4833,5,July,2022,,,,,,,
7/2/22,1656720000,17279,4231,5,July,2022,,,,,,,
7/3/22,1656806400,17279,4040,5,July,2022,,,,,,,
7/4/22,1656892800,17279,4229,5,July,2022,,,,,,,
7/5/22,1656979200,17280,5662,5,July,2022,,,,,,,
7/6/22,1657065600,17279,5620,5,July,2022,,,,,,,
7/7/22,1657152000,17280,5483,5,July,2022,,,,,,,
7/8/22,1657238400,17278,5698,5,July,2022,,,,,,,
7/9/22,1657324800,17280,4417,5,July,2022,,,,,,,
7/10/22,1657411200,17278,5526,5,July,2022,,,,,,,
7/11/22,1657497600,17280,6405,5,July,2022,,,,,,,
7/12/22,1657584000,17280,5745,5,July,2022,,,,,,,
7/13/22,1657670400,16807,8036,5,July,2022,,,,,,,
7/14/22,1657756800,2,442186,16760.5,July,2022,,,,,,,
7/15/22,1657843200,17187,9187,5.03,July,2022,,,,,,,
7/16/22,1657929600,17280,5833,5,July,2022,,,,,,,
7/17/22,1658016000,17280,5215,5,July,2022,,,,,,,
7/18/22,1658102400,17280,5465,5,July,2022,,,,,,,
7/19/22,1658188800,17279,6771,5,July,2022,,,,,,,
7/20/22,1658275200,17280,6848,5,July,2022,,,,,,,
7/21/22,1658361600,17279,4830,5,July,2022,,,,,,,
7/22/22,1658448000,17280,5444,5,July,2022,,,,,,,
7/23/22,1658534400,17279,4770,5,July,2022,,,,,,,
7/24/22,1658620800,17280,4355,5,July,2022,,,,,,,
7/25/22,1658707200,17280,4963,5,July,2022,,,,,,,
7/26/22,1658793600,17279,6570,5,July,2022,,,,,,,
7/27/22,1658880000,17280,14610,5,July,2022,,,,,,,
7/28/22,1658966400,17278,14002,5,July,2022,,,,,,,
7/29/22,1659052800,17279,20548,5,July,2022,,,,,,,
7/30/22,1659139200,17280,26336,5,July,2022,,,,,,,
7/31/22,1659225600,17280,19191,5,July,2022,,,,,,,
8/1/22,1659312000,17280,17376,5,August,2022,,,,,,,
8/2/22,1659398400,17280,15041,5,August,2022,,,,,,,
8/3/22,1659484800,17280,17130,5,August,2022,,,,,,,
8/4/22,1659571200,17280,12661,5,August,2022,,,,,,,
8/5/22,1659657600,17279,13576,5,August,2022,,,,,,,
8/6/22,1659744000,17280,10343,5,August,2022,,,,,,,
8/7/22,1659830400,17279,11260,5,August,2022,,,,,,,
8/8/22,1659916800,17280,10756,5,August,2022,,,,,,,
8/9/22,1660003200,17280,10946,5,August,2022,,,,,,,
8/10/22,1660089600,17279,11084,5,August,2022,,,,,,,
8/11/22,1660176000,17280,9135,5,August,2022,,,,,,,
8/12/22,1660262400,17280,12744,5,August,2022,,,,,,,
8/13/22,1660348800,17279,10160,5,August,2022,,,,,,,
8/14/22,1660435200,17279,9483,5,August,2022,,,,,,,
8/15/22,1660521600,17280,9766,5,August,2022,,,,,,,
8/16/22,1660608000,17280,7121,5,August,2022,,,,,,,
8/17/22,1660694400,17280,8382,5,August,2022,,,,,,,
8/18/22,1660780800,17280,7439,5,August,2022,,,,,,,
8/19/22,1660867200,17279,8247,5,August,2022,,,,,,,
8/20/22,1660953600,17280,8002,5,August,2022,,,,,,,
8/21/22,1661040000,17280,7628,5,August,2022,,,,,,,
8/22/22,1661126400,17280,9224,5,August,2022,,,,,,,
8/23/22,1661212800,17280,11250,5,August,2022,,,,,,,
8/24/22,1661299200,17280,10397,5,August,2022,,,,,,,
8/25/22,1661385600,17279,9028,5,August,2022,,,,,,,
8/26/22,1661472000,17279,9570,5,August,2022,,,,,,,
8/27/22,1661558400,17279,11528,5,August,2022,,,,,,,
8/28/22,1661644800,17280,10616,5,August,2022,,,,,,,
8/29/22,1661731200,17279,8679,5,August,2022,,,,,,,
8/30/22,1661817600,17279,7218,5,August,2022,,,,,,,
8/31/22,1661904000,17280,6870,5,August,2022,,,,,,,
9/1/22,1661990400,17280,6880,5,September,2022,,,,,,,
9/2/22,1662076800,17280,7464,5,September,2022,,,,,,,
9/3/22,1662163200,17280,14076,5,September,2022,,,,,,,
9/4/22,1662249600,17279,13822,5,September,2022,,,,,,,
9/5/22,1662336000,17280,12022,5,September,2022,,,,,,,
9/6/22,1662422400,17279,12265,5,September,2022,,,,,,,
9/7/22,1662508800,17280,12141,5,September,2022,,,,,,,
9/8/22,1662595200,17280,10481,5,September,2022,,,,,,,
9/9/22,1662681600,17280,9528,5,September,2022,,,,,,,
9/10/22,1662768000,17278,10290,5,September,2022,,,,,,,
9/11/22,1662854400,17280,9176,5,September,2022,,,,,,,
9/12/22,1662940800,17279,12213,5,September,2022,,,,,,,
9/13/22,1663027200,17278,10510,5,September,2022,,,,,,,
9/14/22,1663113600,17280,11808,5,September,2022,,,,,,,
9/15/22,1663200000,17279,11821,5,September,2022,,,,,,,
9/16/22,1663286400,17280,16002,5,September,2022,,,,,,,
9/17/22,1663372800,17280,13244,5,September,2022,,,,,,,
9/18/22,1663459200,17280,12787,5,September,2022,,,,,,,
9/19/22,1663545600,17280,12274,5,September,2022,,,,,,,
9/20/22,1663632000,17276,11216,5,September,2022,,,,,,,
9/21/22,1663718400,17280,12979,5,September,2022,,,,,,,
9/22/22,1663804800,17276,13482,5,September,2022,,,,,,,
9/23/22,1663891200,17279,12471,5,September,2022,,,,,,,
