Date(UTC),UnixTimeStamp,Block Count,Block Size,Block Time,Month,Year,,,,,
8/27/22,1661558400,35117,52480,2.46,August,2022,,,,,
8/28/22,1661644800,34982,50296,2.47,August,2022,,,,,
8/29/22,1661731200,34012,54952,2.54,August,2022,,,,,
8/30/22,1661817600,35398,64097,2.44,August,2022,,,,,
8/31/22,1661904000,35547,56070,2.43,August,2022,,,,,
9/1/22,1661990400,41043,51206,2.11,September,2022,,,,,
9/2/22,1662076800,41239,46342,2.1,September,2022,,,,,
9/3/22,1662163200,41490,40738,2.08,September,2022,,,,,
9/4/22,1662249600,41653,38077,2.07,September,2022,,,,,
9/5/22,1662336000,41559,44531,2.08,September,2022,,,,,
9/6/22,1662422400,41307,45177,2.09,September,2022,,,,,
9/7/22,1662508800,41333,47168,2.09,September,2022,,,,,
9/8/22,1662595200,41732,43861,2.07,September,2022,,,,,
9/9/22,1662681600,41334,47960,2.09,September,2022,,,,,
9/10/22,1662768000,41480,44355,2.08,September,2022,,,,,
9/11/22,1662854400,41322,42991,2.09,September,2022,,,,,
9/12/22,1662940800,41293,45937,2.1,September,2022,,,,,
9/13/22,1663027200,41657,47148,2.07,September,2022,,,,,
9/14/22,1663113600,41744,43916,2.07,September,2022,,,,,
9/15/22,1663200000,41747,48174,2.07,September,2022,,,,,
9/16/22,1663286400,40966,46760,2.11,September,2022,,,,,
9/17/22,1663372800,41512,38071,2.08,September,2022,,,,,
9/18/22,1663459200,41368,44033,2.09,September,2022,,,,,
9/19/22,1663545600,41749,44239,2.07,September,2022,,,,,
9/20/22,1663632000,40369,44943,2.14,September,2022,,,,,
9/21/22,1663718400,40624,49310,2.13,September,2022,,,,,
9/22/22,1663804800,41547,45077,2.08,September,2022,,,,,
9/23/22,1663891200,41146,46042,2.1,September,2022,,,,,
9/24/22,1663977600,41394,38932,2.09,September,2022,,,,,
9/25/22,1664064000,41424,41578,2.09,September,2022,,,,,
9/26/22,1664150400,40907,53746,2.11,September,2022,,,,,
9/27/22,1664236800,40152,54897,2.15,September,2022,,,,,
9/28/22,1664323200,41738,52651,2.07,September,2022,,,,,
9/29/22,1664409600,41316,54293,2.1,September,2022,,,,,
9/30/22,1664496000,41085,56006,2.11,September,2022,,,,,
10/1/22,1664582400,41647,48306,2.07,October,2022,,,,,
10/2/22,1664668800,41577,51256,2.08,October,2022,,,,,
10/3/22,1664755200,41349,55753,2.09,October,2022,,,,,
10/4/22,1664841600,41755,51145,2.07,October,2022,,,,,
10/5/22,1664928000,41298,44421,2.09,October,2022,,,,,
