,compound,swapr-ethereum,swapr-xdai,swapr-arbitrum,polymarket,balancer-v1,balancerv2,balancerv2-polygon,balancerv2-arbitrum,pangolin,maker,bsc,polkadot,kusama,liquity,curve-ethereum,curve-arbitrum,curve-polygon,curve-avalanche,curve-fantom,curve-xdai,curve-optimism,osmosis,solana,abracadabra-ethereum,abracadabra-fantom,abracadabra-avalanche,abracadabra-bsc,abracadabra-arbitrum-one,polygon-pos,terra-tx-fees,terra-swap-fees,velodrome,arbitrum-one,hop-optimism,hop-gnosis-chain,hop-arbitrum,hop-polygon,sushiswap-ethereum,sushiswap-polygon,sushiswap-fantom,sushiswap-arbitrum-one,sushiswap-avalanche,sushiswap-binance,aave-v1,aave-v2,aave-v2-amm,aave-v2-polygon-proto,aave-v3-polygon-proto,aave-v2-avalanche-proto,aave-v3-avalanche-proto,aave-v3-optimism-proto,aave-v3-arbitrum-proto,aave-v3-fantom-proto,aave-v3-harmony-proto,synthetix-ethereum,synthetix-optimism,synthetix-optimism-futures,ribbon,near,optimism,gnosis-chain,honeyswap,quickswap,evmos,eos,fantom,ren,trader-joe,terraswap,lyra,eth,btc,ltc,ada,xtz,bsv,bch,xrp,doge,xmr,xlm,dcr,etc,avalanche-p-chain,avalanche-c-chain,avalanche-x-chain,mycelium-arbitrum,spookyswap,kyberswap-ethereum,kyberswap-arbitrum-one,kyberswap-aurora,kyberswap-avalanche,kyberswap-binance,kyberswap-bittorrent,kyberswap-cronos,kyberswap-fantom,kyberswap-oasis,kyberswap-optimism,kyberswap-polygon,kyberswap-velas,uniswap-v1,uniswap-v2,uniswap-v3,uniswap-optimism,uniswap-arbitrum,uniswap-polygon,tornado-ethereum,gmx-arbitrum,gmx-avax,ens
2022-01-20,650044.2760871816,196.92670972760635,718.102150566541,494.69446310064774,7040.037969999947,21445.01436793804,330943.5275676921,21946.821993590333,7619.794172402704,72449.399332337,364580.76275071007,2336018.305314063,3756.8282012530767,679.449846731161,53097.333917605705,612772.4704870525,15505.027830109138,17419.535691095316,15505.027830109138,58210.63836338806,,65.62687359845938,305952.4830599999,86027.39567054762,198146.76077190787,8311.792570688995,50429.57321541663,200.36476379657688,7745.670275541954,163901.2253594568,62748.13100691769,457525.870622189,,171282.9181996728,7798.841376888792,380.9480623963583,17452.850669658255,5511.858189630839,781401.1361675232,67839.13470760935,3880.5651160771286,310989.82323779573,251907.07266984,926.6150113084809,1202.966199361381,794659.372095958,248.20960356844873,144637.42569163296,,221840.36918825394,,,,,,15745.681126308848,3593.2915437175075,5487.1875355747125,0.0,32931.637145978224,86142.29194411024,6541.9910971040445,1675.8094216875752,190549.57328370886,,1297.8777214819681,195807.4314239985,7118.85820512844,666599.8166892516,148380.761875689,0,44823227.04803938,410284.61532525165,2117.5851302973424,69514.18644503977,5854.277951527807,2389.7344486034244,304.23452848388257,1376.3005460446554,5887.042882463576,504.28510018448367,67.62591101325116,125.57193993650078,161.50645848593527,26.383569475589578,286331.9678916701,277.0025893338079,,743158.9999855203,3514.826449657125,0,0,1538.38497111737,1138.2748785509475,0,17.91282958569473,1309.4612031878846,0,0,23527.13090477648,0,95.70420155022619,1108026.066481753,3247446.0723319254,22710.172053913873,92284.51651631511,56603.08751914974,23371.54949417524,284891.1698498503,178280.4095822222,133747.3479018174
2022-01-21,599112.8093325635,638.0136784558425,1732.769417733961,695.7693889829774,1988.885185000021,32752.855639606714,285245.44684688,59011.99881646782,16019.064652080182,151435.88039200398,347129.6942953324,2261590.9456298626,3640.621335178054,174.44863146890964,183280.2104507361,1165316.2398694498,35011.93703536835,35801.27446296302,35011.93703536835,93188.17661282832,,46.16549847727288,516133.12418,63399.1834122535,410962.0880725682,12268.766371341655,56865.96780956164,2678.4563956126876,30872.742047060747,260454.02330226506,73007.62912910122,1678357.58278996,,212730.85001436257,7028.980734231462,508.685117640568,14455.159806227974,7740.062812494383,1902879.0992713065,153843.72565419174,7894.2175093434535,509465.76570600737,360918.23351353355,900.1477055712061,11469.467935598432,759523.1567767401,454.2559438762605,437429.50911638397,,212327.8139799293,,,,,,96161.955926852,29834.471345538692,5487.1875355747125,706212.8733750771,26486.84685092312,250700.76267428434,30684.753242406732,1780.5887572054362,560326.8923058907,,1262.5540484781004,551307.0130008503,5832.046226531841,1394577.7419477932,462905.111387883,0,46639678.23899233,449004.26223786635,1895.4320391712909,59266.80933392406,4137.463353815589,3121.13363630181,286.4620456239155,1838.7287044904942,5507.615152526651,499.950350814666,36.609540273366996,151.7272427971954,159.72092936485404,27.897362574826317,671594.166226657,296.18892128589107,,1223229.952500773,6947.371922915444,0,0,5942.434926118489,1176.2098353054294,0,18.509257373416013,707.5607749329149,0,0,17056.332205600083,0,2621.842264668516,2283899.024311131,6363289.096973946,52557.32857499982,207132.1173048444,121551.64591369659,34389.64828758873,621306.4889575687,277280.8191204001,86519.15479284897
2022-01-22,520885.6663708209,457.9606350076047,1849.0906490220461,676.0316827417199,2676.6574709997512,24600.233383357525,261950.1104753539,66946.00120150391,18414.468287368305,164339.21654232414,315255.367970832,1936454.6745261115,3401.8894038803123,59.753153450950236,24671.66319203028,1404605.0480856714,31584.345039036816,42384.47032318082,31584.345039036816,129848.20811959867,,16.649553820165785,505026.5490000001,54322.310777457395,781875.4189290032,36628.58427508059,39978.49128547311,2657.807616722188,7393.53406990692,180482.52914997318,65001.46648921099,1718539.01286882,,147840.62294172394,5296.2476059550445,285.49647403542116,7410.173228426852,5545.675028032153,1555591.4440443178,158715.0846604057,11596.642752561744,379844.18225980166,311854.9847751558,739.8109861031405,4584.74937136712,459981.21011792944,558.1173076047589,325312.3987893759,,197656.5432920837,,,,,,18870.83209716639,18962.3265452359,5487.1875355747125,0.0,19261.31703190732,217279.1447202988,53796.5096209164,1696.1867337730187,538369.4630222191,,1136.990637307027,685967.9757319216,19541.191637718657,1263757.3262708846,434365.93781694904,0,39119058.382176735,380877.4414160584,1668.8495161643684,52682.35518611782,6016.276204273175,2544.395405670109,215.4781703436433,1710.1153935134232,5505.582394220608,331.8919791471815,32.68477080546923,134.27102303220977,127.52887792017495,28.346902102416156,389009.30845726666,268.0034786213085,,1589803.0152372825,9069.649550902463,0,0,4301.633374142706,1707.016024742507,0,19.029149285999768,946.4871577450976,0,0,11143.368912950302,0,1865.0103327933523,2115913.3491131524,4498978.056307052,26575.964877189686,139223.3574145414,116400.81818933303,32257.622435149737,326286.8426622436,285007.7904018691,66121.0782516338
2022-01-23,485531.1856577944,246.82363877629385,634.6206499967899,246.77391578630207,11534.696891000029,15485.54868516326,252462.27889575064,26543.426645896398,7448.956495712744,81753.93876943577,300007.61808300205,1466787.9831319968,3006.1711867089166,60.75281647001121,41220.918417030436,409165.90157202125,11527.496078284874,14852.920681493075,11527.496078284874,58426.903198162894,,15.084649169601944,355402.3875700001,119462.19828563099,156522.455278188,8226.582154418575,30008.00188187603,2940.5937889937777,3368.7392534327228,45194.67430243343,38762.43338159454,2000274.64261234,,76170.3906835694,1886.8177885476769,179.89810072938238,6772.402040887236,822.2897648563146,563067.8374821182,53074.209817845716,9040.525139665215,196549.4943154839,181482.4812910773,737.3062314493643,2638.938733331435,396055.1656099868,444.1956908852613,300289.10325414315,,189190.67153590574,,,,,,16908.693814683764,5590.895182176693,5487.1875355747125,0.0,13841.339565424278,91732.39856210907,13253.938555517825,1331.6365027272286,213580.79753270085,,1082.468573095383,223006.05379897918,368649.56742805574,621944.7062943553,169694.763187479,0,30936723.466628615,284125.31725594593,1588.8129710306137,55296.013426555284,1867.9887350764498,2517.1707557756954,304.90570481391603,1580.0157868106971,4694.773154670346,308.09104709607846,31.13598319032485,156.26468668438753,122.801602324546,25.747606954985105,209903.95222044725,198.62695676248254,,993622.6735787872,2171.866496519643,0,0,906.2703546061446,391.59692076254544,0,8.789958711036965,402.0148390657981,0,0,11883.783323414724,0,1152.4833842544392,781551.4879401475,2456266.689641707,15288.868429547136,69218.685135585,82304.10653204894,24460.617460350506,171720.47129401687,146537.43965563164,106258.25565155596
2022-01-24,468965.9580055828,682.6880224453805,1091.1724734042755,661.8723003214757,7745.144561000168,19412.01646374166,393284.8698519394,49119.61490004603,17096.21555134654,97750.52462831071,296912.11780750554,1616032.989231289,2910.4184966911685,253.01025311776112,81911.58344924552,838262.1659124321,24258.68048401064,34382.58572423258,24258.68048401064,46723.51293984786,,92.99488162949595,471696.8562999998,123544.12581103925,372591.463013649,8181.510627754265,29535.268628676422,270.0771807427518,5636.517432663124,112339.49965756248,49097.6752439379,1658826.58454007,,154360.7762454222,4817.979649903316,417.0644624993151,12578.890737461026,686.1044127424832,1024860.5720125594,107980.18110555223,14982.117698854032,621109.50593299,227929.26598912696,810.2851552134306,3412.8525186491725,445305.32038995443,713.1012113285457,316033.65383077855,,188575.05529564343,,,,,,50340.66094602499,5092.17266537942,5487.1875355747125,0.0,21873.71179757942,176805.3371439126,36565.444241309204,1552.0499948485276,403639.7279727832,,1113.680755781062,283511.7792273252,210182.31149019976,947009.5199475869,309794.23602525,0,34180197.3515153,434873.04335442715,1686.7282684112668,53253.30004114164,3581.758177309834,2755.1896278387258,224.64490223206633,1569.0857214775638,4976.500823578225,507.11680578673713,32.822549373219374,162.54741741195917,141.06076963689412,22.012456896177415,270593.7754641049,245.92446329449976,,1056699.4329355545,2826.1020833919993,0,0,2565.595394929998,559.8277783375103,0,18.46651366620014,395.17309514190015,0,0,15227.573751379041,0,1753.338456794283,1429581.3687082143,3949867.881618603,31139.10558927597,188642.2027045362,107529.41568108628,28794.95742082037,378336.5818902856,254833.68427903048,90558.10072978586
2022-01-25,421226.9849499607,151.83488746232564,490.93104160526303,167.01259961199452,2866.5750469998457,24264.534705102444,72625.25826279074,26646.61515057739,9133.888697150163,65213.46554369922,275582.5020436508,1600807.677744239,2914.6407070761247,77.45400102402336,31879.51476866752,404272.2801307546,16548.438930001794,20206.219094197448,16548.438930001794,77647.47333070965,,106.77752080430993,337729.6629900001,120765.40102649959,203471.7709884122,24057.478850013344,343593.8863325082,179.64853471214155,2447.8661062999163,46914.39908891257,40017.719297022006,254646.170898027,,126232.76334837025,3469.259363315221,189.62633551491345,15636.668764479193,7843.439550156912,551708.4413640789,61843.062185598974,9236.087866980755,395874.5693451557,392061.8013086209,408.8603173296317,2749.8530419696053,394149.048482577,270.81012093962966,306471.684814771,,194669.3912309403,,,,,,10803.399403446403,6729.974697039171,5487.1875355747125,0.0,19131.61610409112,92436.19496965114,10907.330709156688,737.9446423814359,233176.14573963743,,974.0686625528849,247893.26039003654,107381.15702798199,675123.4580586526,166982.123524314,0,34180013.44014717,397833.7608129341,1727.677199962552,53219.01100328604,1855.0654861497162,2019.7200736464235,244.7914470810524,1842.4128787073034,5668.431951181807,529.2501595802721,37.44261959285598,135.21475402685132,139.1141833841434,21.115532592362303,322795.2762406217,221.74460794009127,,1116908.4033900844,3450.9992144196817,0,0,1696.9315907675225,724.7717094491976,0,3.5566845915915177,618.3071544527817,0,0,25816.465670787205,0,883.4199446450615,752152.6892361066,2428112.537127737,20671.327501741573,83582.40470470868,95676.05699054069,26201.695177415386,265998.54799242865,192975.34924685888,101000.45919715986
2022-01-26,412652.04122338287,480.3269009342566,733.960432337205,347.13811562515417,2892.5096100000665,21007.53583164513,129120.68717233092,35389.55828506034,12196.311132973991,101398.22907068479,272356.8912209764,1667575.501818557,2849.450186903413,49.81701288021763,76092.67772464029,712775.2429415487,13707.42211764618,20672.11134430416,13707.42211764618,42359.751015089096,,64.05749109366423,342187.45618,120846.61164698441,457409.42995446175,9060.090513522737,168016.83086175006,1344.9102362842677,3124.570375118172,80309.41426071143,41593.71701393457,187303.255509566,,169483.3914094268,3726.577527527011,185.95792336762335,18646.52662231299,7270.323212018044,850954.8512714249,95461.36759805081,15093.14584573127,516099.5834797383,1172905.4853387477,657.6617690104662,1005.1276278672809,410033.16886034433,80.5175402203889,151247.94249175763,,192567.91299788517,,,,,,101402.15481649205,10842.116428468378,5487.1875355747125,0.0,17449.390443894106,112693.85345565379,18258.15616768911,952.369571308862,298438.30904445477,,865.6402625141748,291181.67534438596,19933.04606781966,1011368.8679098228,211936.171687134,0,34335278.703661986,439447.28711961664,1572.8563036627054,56473.02229068025,3311.256401733038,2119.990817978084,315.3831051450487,1969.119406125708,5540.769694001778,484.65732630981006,33.703294582370035,123.64111374027424,134.4359747881338,22.28467638615098,443177.7209444997,246.97145939881085,,1193608.4391108227,2604.7892115616055,0,0,2436.6995506749745,1290.3663059955677,0,18.673766096705453,332.0755278525787,0,0,35164.12649869445,0,809.1745274690737,1002028.8491501148,3341184.7026531864,24003.79216283534,87203.18750970635,135741.48773553772,32270.768372626975,299237.7595024817,186034.9532053112,85987.62775634602
2022-01-27,410132.66087838594,160.1126977368664,598.2280933765801,260.5191212960195,2201.5453810002655,17989.36578142643,80714.55602613837,27603.072963817976,10136.788711910835,119953.81576173218,272907.1754096539,1625167.9846634958,2546.8252380852446,42.635035908447065,54259.522756665945,2104800.372873107,56448.59181737825,14829.736394784406,56448.59181737825,58461.88164669887,,46.195229928106684,306764.0388399998,116117.96391385823,2677220.880922675,7318.300908613484,12336.055970296264,222.75032669973007,2855.9505659006536,51703.54224240025,47759.682905242196,594111.415839213,,122380.47344670958,3578.1427587301127,387.82368956348677,15885.601190571637,4791.576191906897,983520.824542507,73933.11500963212,25771.175804256287,391141.003978785,963420.4695515054,1852.6993876894321,85.49039104397093,414067.8812669351,111.60076185433753,95740.69933946458,,183827.69753038586,,,,,,67637.113037697,2301.7956384583977,5487.1875355747125,0.0,18404.663497776397,111201.86640868444,7967.58641137546,690.8770225367812,262160.65956479555,,865.8467446502289,305772.83931054926,6165.871470848103,1302060.1627490693,236025.463136565,0,36872513.24265469,427272.8905331118,1576.8068846132333,50776.741455297124,2866.5942098527407,2376.6416418804347,263.29632477438196,1581.2414218377535,4985.515678736368,363.3878322754503,35.52690604025724,112.1265615852249,123.75645727532208,86.97305557932691,476109.41640606016,245.9452505530685,,1182492.028366304,2351.052087945334,0,0,5815.915232583588,1327.936370921655,0,7.135462530282199,191.762276135474,0,0,33233.68733894698,0,532.5716649933092,753989.6561964438,2642341.329554855,14469.803813382994,119929.34647455548,119713.71443316988,37512.81191803515,185144.07760340112,72073.36277540037,70589.890798565
2022-01-28,407477.1904135957,254.6301560247572,454.77000577521824,285.7825742580974,2403.0799689996056,13936.121212214231,230262.8267402947,23755.338978614658,10298.379777885042,62072.220724194594,273633.1227906348,1525509.8740188053,2332.8789098996317,51.948579405958164,11174.443320064041,2126307.6179095386,25788.299570193834,15523.093593400297,25788.299570193834,82019.56467045237,,56.42730479733039,317933.4854299999,115316.40314170736,855882.8455834016,4434.4396872976795,25823.55174261611,146.20967319392366,1997.2529094910715,45504.47520815197,57105.83404503652,2181334.69487688,,95704.6527557993,4364.933948725199,479.693302334656,14425.5329258585,5508.307482825932,575251.2528944402,64140.21270669136,16071.339899128514,258127.9145901775,225471.21967459304,1681.1693778596741,4640.544723152702,427063.7329146935,33.532635110636534,305412.58172387746,,181046.40482507471,,,,,,68515.69243536133,25620.047410520892,5487.1875355747125,643085.8559846402,12120.795790669552,85510.23956881448,9156.069944554665,588.5979985469322,206579.6066226651,,866.1172593684007,209422.1407653131,5172.939521923553,825034.9224129994,276582.470516466,0,35021799.71079035,479851.83551504585,1706.4469826185082,51774.06648568674,1983.9529212590844,2791.08566323022,219.43920069317156,1250.0135663489211,6128.7143690253,400.0132338360632,34.1899233602343,-69758.64896280029,142.74359875336452,83.9644682877218,259177.69965582626,201.59901254595633,,713256.6950266584,1172.6227214897513,0,0,2096.6593282033896,430.6341788308261,0,5.800755412646334,88.48666091901774,0,0,22939.776319642075,0,1805.732421831117,726510.9841378082,2293993.6793023166,14730.509943430716,73392.86222819662,117064.96432055271,39354.25877582468,173428.2529811061,118186.36240532511,78947.3733510822
2022-01-29,445347.89541110955,139.97208664281138,271.4917074976131,253.95764858649233,3794.89409600012,12241.865794286132,83651.89447962493,14635.920212596655,5090.9008871116675,62069.09253565721,275076.6099528793,1384060.3783835904,2469.048912109423,44.22048713895998,3681.455858260393,852780.2528793464,9632.038788405835,7636.245205323016,9632.038788405835,33953.815401186264,,47.71081335788619,180302.3078,118399.57140253778,962318.263255775,5109.860436422285,2468.4769613826647,155.23370101998444,2229.2749003442004,38247.66261498415,31702.992343351973,62787.066685681,,86992.29510851804,4151.645802877951,336.16239306017854,13538.786795866918,6168.665025110848,477401.40229687485,55433.380176499006,10804.521704680728,218031.84895728552,186551.8791942266,768.7896100728761,3297.4796777910283,472582.76548380364,339.3186382540342,81410.75537750563,,184485.70207826956,,,,,,100351.30526972696,2588.347921893463,5487.1875355747125,0.0,13086.812380488358,51146.06516631004,4907.555205737084,342.47964451048466,149091.7108697668,,902.9528742904223,105316.16598057146,31707.76926891874,849448.1005033453,64076.680848006006,0,29973559.02687664,457633.88940151944,1569.71107673791,53454.79619427075,1130.6279526065505,2762.0235779182963,232.90330785326097,1111.8436757644647,4914.149377363882,347.0965662804596,41.0778704107975,120.02592705592657,139.3328731528517,21.978165210815888,341930.6176126795,220.74277676416705,,481082.11395703536,824.7749816917699,0,0,877.7807447815543,1105.0033379718757,0,3.7997597582661924,55.71093988664871,0,0,32824.030446277786,0,359.7066656075592,648737.0181199674,1615052.205525619,7062.24415609856,42379.52023009504,65387.44341212554,24295.589669154957,125943.27839445746,94070.92517256369,92737.21746392176
