,compound,swapr-ethereum,swapr-xdai,swapr-arbitrum,polymarket,balancer-v1,balancerv2,balancerv2-polygon,balancerv2-arbitrum,pangolin,maker,bsc,polkadot,kusama,liquity,curve-ethereum,curve-arbitrum,curve-polygon,curve-avalanche,curve-fantom,curve-xdai,curve-optimism,osmosis,solana,abracadabra-ethereum,abracadabra-fantom,abracadabra-avalanche,abracadabra-bsc,abracadabra-arbitrum-one,polygon-pos,terra-tx-fees,terra-swap-fees,velodrome,arbitrum-one,hop-optimism,hop-gnosis-chain,hop-arbitrum,hop-polygon,sushiswap-ethereum,sushiswap-polygon,sushiswap-fantom,sushiswap-arbitrum-one,sushiswap-avalanche,sushiswap-binance,aave-v1,aave-v2,aave-v2-amm,aave-v2-polygon-proto,aave-v3-polygon-proto,aave-v2-avalanche-proto,aave-v3-avalanche-proto,aave-v3-optimism-proto,aave-v3-arbitrum-proto,aave-v3-fantom-proto,aave-v3-harmony-proto,synthetix-ethereum,synthetix-optimism,synthetix-optimism-futures,ribbon,near,optimism,gnosis-chain,honeyswap,quickswap,evmos,eos,fantom,ren,trader-joe,terraswap,lyra,eth,btc,ltc,ada,xtz,bsv,bch,xrp,doge,xmr,xlm,dcr,etc,avalanche-p-chain,avalanche-c-chain,avalanche-x-chain,mycelium-arbitrum,spookyswap,kyberswap-ethereum,kyberswap-arbitrum-one,kyberswap-aurora,kyberswap-avalanche,kyberswap-binance,kyberswap-bittorrent,kyberswap-cronos,kyberswap-fantom,kyberswap-oasis,kyberswap-optimism,kyberswap-polygon,kyberswap-velas,uniswap-v1,uniswap-v2,uniswap-v3,uniswap-optimism,uniswap-arbitrum,uniswap-polygon,tornado-ethereum,gmx-arbitrum,gmx-avax,ens
2022-07-01,61122.8803012028,192.9578135730242,1541.1881043921933,134.2225327507176,3516.773970999755,13701.276583120227,34934.490265369415,14441.143025696278,2597.7346738372,14513.933733277168,71312.4175648319,637879.8495657013,729.2876832776601,61.461877821426626,3121.343796774745,218431.15986884723,4659.577187231546,9971.338734567677,4659.577187231546,2061.4636358545426,1448.9452975227632,234.45042960409154,31363.29088,39081.903414282075,12932.58481311053,21.819911625236273,50.304430009797215,0.0,75.21128846472129,29550.10699208826,0.0,,569.3708381727592,41606.46691032829,1495.260500418418,315.6738162050532,3559.4134672568516,734.3954683775867,143556.52013188737,9296.859732912977,308.6789101220504,10238.401954691359,4746.181616110525,253.3183555871407,128.6398690934195,120346.53052219258,22.351640049160437,5927.381055448263,1500.951196669518,1358.7387819461696,219374.8484608433,171.73975261724294,332.98953005718136,181.11477615234065,7201.854943088756,312771.5384011638,1515.3696377210947,239015.1440288911,,1126.1684498743566,16611.33329924983,37.37918061747505,302.33608422978216,74437.05698001615,22.593972058288852,344.15950593221294,5702.369794187976,11466.5419296835,75343.88648824631,,2896.611244846645,3810443.801277625,351504.4726280907,702.5457551615311,11437.074685845158,,428.46905859859277,221.01317684259726,482.5424437345282,1904.3199590055528,281.11072072423707,26.73360147434279,43.09590236168751,88.43844441188608,3.65073333292414,24975.307990226363,17.747274621666705,,31326.160323471264,699.6300529709263,0.02726981177630567,0.0,343.7501591827042,324.84095648033076,375.31683055660477,5.699583454479292,0.001717687016,0.13912074976740585,0.0,212.8550855880252,0.0,1913.0793533403896,151833.26534516359,1512980.212469847,18417.174201200443,27706.426446994243,47276.94492379623,19840.77530912496,121244.59949152777,70847.28359394791,243018.91238408536
2022-07-02,55294.2050629142,79.39341601590279,695.0674296600533,134.9319088590994,1506.6505610002205,4478.627984777093,28137.762748241425,7540.856712199748,997.3882787376642,7785.781687453331,68599.17552366092,527570.1339467495,1403.2083550697143,21.206947501269905,3884.575297757983,105862.89071571741,1406.3552019529534,3949.7516357917357,1406.3552019529534,962.2291008965187,232.9798335442478,467.47835587801023,21208.81696,43269.586065597905,1469.4477403834462,26.140630450565368,461.36507827881724,20.459622124755697,23.56553469551727,17886.85242978111,0.0,,321.8863585101484,20269.421788422584,1006.3000155840111,234.71912432193685,3216.6680958012216,1409.1750005641825,92211.28076721617,6066.528452131327,144.90019277505874,4123.566264203351,3075.3218541856395,261.88919426162744,96.61402887048038,115124.65408953896,10.105132520317172,5730.427708864484,1438.8492513912465,1335.962143144788,223339.53884616794,149.2199523430602,280.76781262947947,239.86126989984785,7010.325197484661,158967.3550483447,233.43528803390063,7134.902198910947,0.0,1018.5323624141877,6223.415604092569,20.896007327868134,113.45442174611489,42676.639293435255,11.897977715246457,346.2789711058511,1476.1604328809547,9581.022341932763,42279.03539597754,,756.1566046054058,2013331.0069595925,252049.29619901712,658.3576246664486,10465.530218683598,,356.8290253106189,195.9278116350066,407.2461748542397,1794.024036231633,218.35140801193046,22.814866948040642,44.07788031302378,62.73864933726528,1.671384121438779,20853.56582032481,13.356468644235527,,17084.35594339966,286.86729592975195,0.0,0.0,333.26294927807174,200.71655155361344,165.1062421783116,0.6921077799123837,2.915256e-05,0.23618618038754421,0.0,96.01410763577076,1.49461334157226e-07,644.671774450344,99239.05462975518,648756.0905557302,9219.903096366195,9155.077119934576,22427.61383496227,15025.384662760422,42784.14170200487,16098.873173869846,181191.90600460768
2022-07-03,57446.065359850625,777.3951263159579,699.9734644086782,74.31830745602153,2812.3747089998797,4905.84943702817,18142.628944709897,7004.030706711113,704.5259316070005,11275.833951481629,68175.7109648336,517895.49550838274,1074.0975135722024,34.356985713551644,39151.851523943245,67700.07752952809,1815.3855282209647,4663.267865777255,1815.3855282209647,1182.4054099843108,141.48058470316167,466.14851962692677,17654.22034,34577.55093576378,15174.30270048976,26.116288342513144,36.17390579544008,10.472738851240138,23.48785464791581,19247.64658618346,0.0,,287.70994099409137,14231.67913657956,1226.5438288796377,57.828556703822485,2675.726685030329,759.9907243597193,127481.94699965758,5795.391577717895,228.02660675743073,2328.349612264959,7414.8919183496355,185.63275842851033,130.61066232088723,97369.62434618176,4.227260390840413,5791.041736103962,1406.4637123715456,2128.3942337893322,202166.1461816925,183.13135090077455,271.0867743375838,295.95225400859454,7343.578050779396,32422.321050575356,222.4382535994595,7681.148891663085,0.0,981.8070520111744,6872.462759402729,32.26881299056502,222.83858961468025,45349.70915484866,16.93058157467497,357.44247918728587,6898.840557931458,2093.0318231159004,63462.341585871385,,882.614004084385,2258316.472303083,183791.23973516392,629.309577960287,11389.173823402245,,260.80830122667436,193.40620820352234,480.8105259970303,1616.2655794410216,261.68030068330347,14.80309797851285,37.34638807934384,57.15710233146952,2.1587876063535245,21145.221525723173,13.171875289069156,,24421.59620598098,1470.586710521677,0.016347860505919742,0.0,368.68786866120956,165.99154458601302,64.6685368182705,0.7817139699726299,0.0,1.0816295303713552,0.0,133.1742823404868,0.0,438.52077111268784,102775.85347885323,706777.296392402,8216.090649591166,8261.163841532554,21086.86290717994,13356.004459289834,39316.9120255185,31645.485134358954,683990.997831285
2022-07-04,54979.324905077614,262.4250437532903,843.75126619848,94.42258519853121,3472.5926379999146,8850.242071762681,38772.15674135089,16151.42144680582,1547.081412510015,11223.672021107508,66052.30106714737,626228.0052636354,1882.535104460347,23.508878832756345,8580.38410725817,154904.1472833431,2248.6433780383663,3680.79102647153,2248.6433780383663,1021.2816627567065,346.5275810663734,467.3473147695256,19791.11374,44040.380771731434,4147.332801215351,20.831875666044652,65.84369956422597,2.7494277938385494,37.49094446469098,22992.146193273365,0.0,,404.2651647717729,18446.730461863015,1781.940535477349,93.02743601766328,2642.5982183160695,1004.6845185564143,101570.96683788284,6865.057235587707,174.851451684045,6090.265672977398,2278.0421022454952,142.4831130874053,225.84815005540673,126209.3956361187,2.364793133119137,6156.9722222687105,1480.0614979620034,1766.869956622342,187842.87041724654,242.50965915000927,301.40646019546267,305.1663920832675,8011.979160257568,295906.8739698617,741.0855231998596,66393.89407067811,0.0,1120.6009112486215,11360.775534668906,49.001302511033415,222.80410659045828,48346.058647746264,38.278962978718624,359.68128881924156,2889.0780190633436,1955.1180807048263,60687.85269593215,,927.2893218043315,3018155.8463048134,289336.82346966234,663.4816764154984,11744.105428678431,,325.7456424183185,221.71668163791767,461.2031715033252,1778.6485233966976,337.4837168979037,25.59736423831661,41.55612311546549,101.65758292783758,2.9507970741092313,25505.38284486736,15.417497932972978,,18780.462347449302,926.4714938462382,0.0,0.0,223.67646216216318,168.7800420425469,333.5506219457761,2.2858438821071685,0.0,0.48134609676385476,0.0,267.5826027648887,0.0,801.7780501459869,135333.01416061228,1088252.313289671,14182.775964050124,14273.726429532004,26085.472943750763,20179.88515648432,116528.5386972665,52587.067688791205,620255.3459157795
2022-07-05,53933.790421022575,994.9678463172319,1035.7367899288656,153.14809582306702,3512.9699120000005,8559.485448226333,30937.00542949885,14210.563109586015,2137.0205200528726,11852.846845564149,63573.74619645315,672823.8657638609,1193.7305763555548,24.691792640081907,5607.886138973257,167914.4618771114,2145.492030094076,5327.2874984314285,2145.492030094076,1655.1895341902443,77.40330602024082,709.1309628721186,32696.38216,48748.28146670048,14517.894746653736,7.2564672022126615,31.241977623663843,12.734658778252196,24.064753729850054,26641.275169167668,0.0,,444.1004731445684,19189.08012178183,1388.031615529179,88.64610680503807,2409.7497871857177,904.797402042521,107772.76822803762,9589.279880033011,224.39118419591165,5998.920518664171,2423.6612382708454,168.19508437708043,82.93465328888294,122745.87098270308,29.191725414798846,6337.1981367761755,2347.2464626798305,1421.194753992977,205359.02194280204,147.1314534257367,272.07278575038754,238.98300363184072,7439.439257294869,145685.6433694376,1703.1232816856443,132011.10686113735,0.0,1079.982200812229,13392.976428305592,78.36473845902354,340.6959774753752,69476.8964001248,207.20790689769186,377.09023270341044,3300.4783447641366,2731.7801435743995,67941.69021501564,,1668.670498497533,3701175.475379337,395394.19792730175,713.692127434758,12090.003677485052,,255.42453327746028,200.97200832890033,421.5056890496668,1699.1067307314456,390.75601713018574,67.80549817069718,46.86457850475114,169.25178157567044,3.5027839156395113,23903.23840225117,19.419793288194235,,26510.062474598202,1359.1887319128837,0.0,0.0,1014.6730208173265,751.6353576399672,21.020625154528215,13.04462936659587,3.140276e-06,0.46844823231465843,0.0,358.5822367198267,0.0,418.24001055764325,157581.21207210753,1271697.059316182,12761.707363084894,18999.424052009068,40800.01081568041,23986.007202744484,98083.29248289566,67664.86032713501,429706.3917193189
2022-07-06,57597.319016968024,140.06048578310907,1015.6164813404972,102.70521990361934,2715.8841440002434,6138.80156943202,23394.81242144108,12398.28243080154,1735.3530152421445,13127.55876228719,59970.869845344074,606356.1097219913,1423.4316642771837,24.414404976757535,4829.252130564302,166106.0081550206,3624.0742352335847,7503.861383742776,3624.0742352335847,2132.0925083029906,134.89006013765254,1139.2611615556739,31465.21364,39848.27713416058,3605.620039574802,11.285491683986038,34.18855123221874,277.1498661975493,29.32642908906564,24023.304857946932,0.0,,529.3594269941351,21218.418510134587,1210.3220088441635,85.0755497555183,3463.2582060289697,801.734858936198,125876.49641406309,8423.484225144472,243.40474462947944,5926.131982950412,2208.054941047216,237.80479952561748,259.66644125757557,124694.5470397538,11.867274142001746,5596.550975917902,1777.9229067989518,1305.7170813362059,152416.27368714596,179.60042772741693,265.8611799545315,210.50769814380217,7756.625322041187,207511.08983588344,1090.2871778921565,153995.65256333133,0.0,1004.3745930211236,14552.566972863635,46.94164416531358,235.1650287085989,62632.91115033673,250.86733460863235,372.82901003060147,1427.3102141693123,1980.2325128260825,81103.92427587179,,1675.257345112488,4048555.3705970496,507253.5464174891,695.8733092273026,10919.551945974883,,216.86396367279636,90.79775830621583,413.41876096098997,1906.036464189256,899.3277730768303,35.57711638981361,40.81043695330886,116.4618949985908,3.2129619975179544,23843.310186988954,17.286818567544636,,21868.41666942356,985.6169807494454,0.010517452806819039,0.0,1123.3812123736848,551.2874440886211,0.00034327923591241996,1.2100365724021014,0.0006991602277447142,0.46195932933491274,0.0003324136129795598,315.63061187230153,0.0,301.521952704833,149263.15123744565,1371631.6531030238,18940.349654221158,24799.355105486447,36737.03740118741,20178.72423421219,82121.89063327809,50301.40181093006,292480.458587721
2022-07-07,57249.03828709256,77.5666202248421,845.7801545587005,107.27127200996104,2655.2649030000903,9872.667255327106,37297.7976257205,9314.049165610224,2963.28521624906,12737.49578742773,55711.409106545674,633263.2985787366,1232.0079923864205,29.17408171813499,5386.4672755591255,112936.81278639878,2525.1754263211596,3784.4254300357557,2525.1754263211596,5290.836542524339,144.96582484777352,1561.7562166788339,21102.1118,49123.4037108602,14325.157670170069,12.62387818377465,82.23783823754638,11.710535220139718,73.76177532505244,21133.612911682576,0.0,,536.276444085428,24127.3253717906,1682.2493723147559,129.4841943739043,3702.91889960627,1298.0378985004625,119008.05144754513,7176.719287727246,199.5397201815034,9724.48627985062,2240.187869989108,311.68540832057687,189.88182561288502,125024.40809262588,0.8091490222849244,6372.134986335798,1571.7041924656364,1304.6713330356592,145204.0081900979,272.92020337443284,330.85961843983137,209.53731085899867,8356.191737400466,54868.152396626014,6653.611979698039,73832.33870002432,0.0,1047.895978163977,15750.26348856189,72.80909742948465,298.1030223817383,58474.93668130676,218.2979825781378,387.1966035637449,5719.227258979365,1421.0733822559998,72279.09087092418,,2613.287872389967,4935710.645610844,532864.7358762628,749.8370543243149,12863.584476009817,,224.26836020456764,83.89818918950667,425.6056905636985,2017.832233866674,475.4069087899073,35.231008876025385,41.55509024438002,121.67091358591047,2.5099746530473572,26590.101042331695,16.606068945008737,,25417.626717746818,608.0503926666867,0.17511484868053442,0.0,279.3717354167343,184.48801314491897,28.905373068490803,2.0821811081533808,0.0007744427340514267,0.17000764432764484,0.0005554576905420831,220.39278064003395,0.0,402.93876068343843,154727.48968523083,966304.1330783782,15362.153006130648,30914.56201327207,31153.844811705814,21949.46113067493,103561.67453997098,51485.54706621454,212179.49233408272
2022-07-08,56831.88839178729,440.99429138865315,1398.5227979186016,148.73136262992142,2618.220210999716,17018.384196043015,5089.426857620478,3021.866507317871,1154.1939845141023,11493.727350699153,50674.39039208861,663947.872792837,122.06110689523818,23.839940778113146,404.7939366437495,109600.85324472029,3780.4268759706724,5909.137769476347,3780.4268759706724,2180.28265386744,263.7550656914162,679.4782506794439,23019.59076,47417800679637.984,20497.931304864585,17.446671256329864,76.80467019788921,0.8954450011151494,69.15611956967041,30961.958993475884,0.0,,576.3983973542034,28846.519987300828,1290.5594159407028,158.8152942188386,2718.055560065879,902.0107143651644,120952.20471594228,8051.949070619852,266.9262353205031,9667.804931965968,2395.382105945886,106.18238008188976,169.2672393013898,202171.8131309864,0.0,6295.946398620461,1446.2053893507198,1427.9785393311627,152277.31341941608,179.37724425984115,256.8278253812934,209.5578400569702,8387.526337821035,28047.11513901677,1556.8986242140963,71737.2261899037,,1103.4246481722303,15238.589145596923,86.30007246710538,277.2033399656619,74585.30561569383,335.23528475265294,400.0399160396505,2623.5349309447447,9759.767647421391,72218.72042332213,,2357.2569043999392,3709412.030146539,488565.4583792396,996.7135920295938,11163.739227971399,,241.3564080170003,110.42170727273734,423.610767210509,1955.6086669820068,368.6286233447167,49.267335452109066,49.384860632638755,98.23466488692631,0.5068789309190187,25805.029382582874,1.9687177676894687,,26725.79457113,290.1618102405732,0.18634967906430439,0.0,356.1744248611942,151.7095754619663,2.548567048969865,4.744485063088627,0.010775369764399781,0.5209264502331387,0.0011689409091166375,258.0511561121109,0.0,244.41514892766983,180441.07122737836,1329685.1482627154,17747.115173183614,43413.209524103964,47784.38593881732,16014.298606457189,96990.0749076721,79961.21666397176,168863.0472713858
2022-07-09,52539.44184856858,119.37733194215684,386.89412581291924,75.6415237287807,1017.5393670001067,17472.670274734497,21645.449618130922,10631.419479707256,652.3297508661635,5178.313632611581,46783.51309180647,545188.4828077849,970.6592165875554,68.0811673432938,562.4262407235801,56214.8991383173,2458.944621274975,4705.440466186746,2458.944621274975,811.5561994829513,66.46228496587072,757.7256290825039,13305.4759,51385.35622785989,15632.677336774766,11.165654232725501,46.897482546046376,18.930762712741853,36.283588618505746,18750.807274702936,0.0,,378.30604123899104,14900.97488094335,1229.5687552127445,36.895046970997214,2530.6666886827866,788.9578716669863,87110.89640793533,5006.945952132675,144.33124612356417,4912.603376641754,2015.722714113467,98.40235306754786,78.07007490419726,183199.61984633585,2.3749814530748186,5453.8013531076085,1390.7686472569146,1247.1719335340483,153381.5331475446,307.6898705835406,251.42386228756544,200.6340232040834,9585.975554781517,2500.636810020789,546.9111280039698,9668.560334880338,0.0,1031.865864623706,6563.62036395968,49.47059140760357,82.37786465813744,44901.595983921674,163.2095915728443,397.4321667625136,1493.5723138009216,2765.8347433204663,41442.01842204232,,1674.2388391421805,3538148.7804406905,337156.0498263932,762.7712963229751,11649.383237586218,,259.5287165912722,84.14125007664738,295.47034237680526,1786.7841944912211,234.15359775934152,47.72064680953756,43.52796253340983,61.454537566036045,2.4239176681702532,17989.912797495912,13.165278442326366,,16220.157993358236,507.5372522879881,0.01704491304855768,0.0,101.47209685652582,78.36672555926043,81.60707765964335,0.31913983352946274,0.006346988088,0.338239893677433,8.782347353078676e-05,211.18446580962552,0.0,526.737585347507,113112.97122945254,582869.830495782,9171.52934101159,55072.62340411762,21880.523791202195,9630.41396297142,54799.35033944637,22719.873048496836,150501.58005014062
2022-07-10,61336.556834499854,473.33764725934174,526.7762437699876,77.08320574213502,1756.0015400000848,30289.73297020793,41187.4562138021,8155.894129939377,1479.5763846635818,5260.64357079689,46649.25755709333,531969.9083013047,1004.5933670864129,20.611679466196872,1235.5373218283057,64119.85707863648,1631.9237075910692,2751.7466159410837,1631.9237075910692,788.0915197953938,68.90196017905436,280.7866607786518,14776.29362,58138.22882662186,2589.167398199439,9.827890411484987,34.81282698176801,18.74031115391699,297.2813965883106,18998.48551003635,0.0,,392.31524126138,10999.380045381475,1346.2232814455692,68.75545582516361,2339.7500518794714,994.130889541552,66434.01212743299,6200.780501743155,125.56557201215865,4039.029754927728,1695.0476819801777,105.12814941227361,195.34132337699333,120731.063904355,10.967616630923537,5049.8239972431165,1373.6675005299044,1302.7814865194962,151709.16858823266,194.89369753981188,260.8747475757297,190.4606631590335,9406.673169807049,1273.2611987510822,2852.7827940205,13685.569319595117,0.0,992.7950738354276,7162.067390186557,45.3688107885481,126.19584303732057,39777.37170112603,137.7287550739463,401.6372747289586,1809.5317206016866,4332.354381316242,35154.15623840147,,1563.9618842535428,2451974.0023559537,262413.1520054553,669.7541901632114,11485.870647467964,,259.00139585818846,73.64445646674473,382.9280292973102,1384.4127112616686,332.2314897708228,46.099863884296596,48.09036862412191,55.57937420402725,1.6933093590595407,18806.504767592687,11.554346214759217,,14492.118555467587,264.9321686724563,0.0001427276338579021,0.0,69.05238110457529,88.66022677476928,1.5457466059162843,1.7770536958496428,0.0,0.2853561019856119,0.0,314.872634538548,0.0,288.9952802883943,105563.98391922713,694716.4300083816,9859.836853466739,50268.194049361155,23389.02713979089,20581.050948401913,126910.60996399853,47793.14653808674,141689.61811145395
